HOG	OG	Gene Tree Parent Clade	Arachis_hypogaea	Brassica_napus	Capsicum_anuum	Prunus_persica	Solanum_lycopersicum
N3.HOG0010232	OG0006643	n0			CA09g12020		Solyc09T001956.1
N3.HOG0010233	OG0006644	n2			CA06g25710		Solyc06T002563.1
N3.HOG0010234	OG0006644	n6			CA06g02780		
N3.HOG0010235	OG0006645	n0			CA01g10210		Solyc08T001658.1
N3.HOG0010236	OG0006646	n0			CA02g19150		Solyc02T001824.1
N3.HOG0010237	OG0006647	n0					Solyc11T002389.1
N3.HOG0010238	OG0006648	n0			CA08g09460		Solyc01T003020.1
N3.HOG0010239	OG0006649	n0			CA04g10770		Solyc03T001205.1
N3.HOG0010240	OG0006650	n0			CA05g04590, CA00g49440		Solyc11T001707.1, Solyc11T001709.1
N3.HOG0010241	OG0006651	n7			CA00g80430		Solyc02T001600.1
N3.HOG0010242	OG0006651	n8			CA10g05640		Solyc10T000432.1
N3.HOG0010243	OG0006652	n5			CA05g15130, CA00g93250, CA10g18770		Solyc06T000265.1
N3.HOG0010244	OG0006652	n8			CA03g09080		Solyc09T002185.1
N3.HOG0010245	OG0006653	n4			CA04g03980		Solyc03T000485.1
N3.HOG0010246	OG0006653	n5			CA08g17340, CA02g18050		Solyc02T001715.1
N3.HOG0010247	OG0006654	n0			CA01g28490		Solyc08T000156.1
N3.HOG0010248	OG0006655	n1					Solyc01T003619.1
N3.HOG0010249	OG0006655	n6					Solyc05T002755.1
N3.HOG0010250	OG0006656	n0			CA11g11600		Solyc05T000831.1
N3.HOG0010251	OG0006657	n1					Solyc04T002855.1
N3.HOG0010252	OG0006657	n5					Solyc08T001192.2
N3.HOG0010253	OG0006658	n0			CA08g06430		Solyc08T001563.1
N3.HOG0010254	OG0006659	n0			CA02g19420		Solyc02T001851.1
N3.HOG0010255	OG0006660	n1			CA09g10010		Solyc09T001236.1
N3.HOG0010256	OG0006660	n5			CA06g07020		Solyc06T001004.1
N3.HOG0010257	OG0006661	n1			CA03g23320		
N3.HOG0010258	OG0006661	n2			CA03g23310, CA03g01210		Solyc03T002289.1
N3.HOG0010259	OG0006662	n0					Solyc03T001472.1
N3.HOG0010260	OG0006663	n0					Solyc12T001039.2
N3.HOG0010261	OG0006664	n0			CA01g00390		
N3.HOG0010262	OG0006665	n4			CA11g02310		Solyc05T000547.1
N3.HOG0010263	OG0006665	n5			CA03g29040		Solyc03T002568.1
N3.HOG0010264	OG0006667	n0			CA00g76640		Solyc12T000248.2
N3.HOG0010265	OG0006668	n0			CA02g24940, CA02g07690		Solyc02T000856.1
N3.HOG0010266	OG0006669	n0			CA02g25230		Solyc02T002762.2
N3.HOG0010267	OG0006670	n0			CA11g05660		Solyc05T000193.1
N3.HOG0010268	OG0006671	n0			CA00g89910, CA02g14500, CA04g06480		Solyc02T002840.1, Solyc03T000798.1
N3.HOG0010269	OG0006672	n0			CA07g08470		Solyc05T000595.1
N3.HOG0010270	OG0006673	n2			CA01g03210, CA01g03220		Solyc08T002303.1
N3.HOG0010271	OG0006674	n0			CA06g17950		Solyc06T001848.1
N3.HOG0010272	OG0006675	n0					Solyc05T000489.1
N3.HOG0010273	OG0006677	n0			CA02g30010		Solyc02T002230.1
N3.HOG0010274	OG0006678	n0			CA02g19850, CA02g02160		Solyc02T000648.1
N3.HOG0010275	OG0006679	n1			CA05g13130		Solyc05T002249.1
N3.HOG0010276	OG0006679	n8					Solyc01T001351.1
N3.HOG0010277	OG0006681	n0			CA02g21800		Solyc03T000593.1, Solyc02T002070.1
N3.HOG0010278	OG0006682	n0			CA11g03120, CA11g03110, CA11g03100		Solyc05T000635.2
N3.HOG0010279	OG0006683	n7			CA01g02200		Solyc08T002397.4
N3.HOG0010280	OG0006683	n8			CA01g02190		Solyc12T002206.1
N3.HOG0010281	OG0006684	n0			CA03g33040		Solyc03T003194.1
N3.HOG0010282	OG0006685	n0			CA01g03640		Solyc08T002269.1
N3.HOG0010283	OG0006686	n0					Solyc08T000775.1
N3.HOG0010284	OG0006687	n0					Solyc02T000226.1
N3.HOG0010285	OG0006688	n1			CA00g15280		Solyc01T000123.1
N3.HOG0010286	OG0006688	n6			CA11g12340		
N3.HOG0010287	OG0006689	n0			CA10g11790		Solyc05T000619.1, Solyc04T000029.1
N3.HOG0010288	OG0006690	n0			CA11g08340, CA11g08330		Solyc05T000057.1
N3.HOG0010289	OG0006691	n7			CA06g13110		Solyc06T001374.1
N3.HOG0010290	OG0006691	n8			CA00g77790		Solyc08T001993.1
N3.HOG0010291	OG0006692	n0			CA11g05720		Solyc05T000189.2
N3.HOG0010292	OG0006693	n0			CA07g01520, CA09g18010		Solyc12T000392.1
N3.HOG0010293	OG0006694	n0			CA00g79040, CA09g16290, CA07g21650		Solyc12T000265.2
N3.HOG0010294	OG0006695	n0			CA02g14420		Solyc02T002847.1
N3.HOG0010295	OG0006696	n0			CA01g01750		Solyc08T002432.1
N3.HOG0010296	OG0006697	n5			CA04g05180		Solyc03T000526.1
N3.HOG0010297	OG0006697	n6			CA02g19950		Solyc02T001930.2
N3.HOG0010298	OG0006698	n3			CA00g00330		Solyc03T002506.1
N3.HOG0010299	OG0006698	n5			CA02g29900		Solyc02T002236.1
N3.HOG0010300	OG0006699	n0			CA01g29360		Solyc08T001774.1
N3.HOG0010301	OG0006700	n0					Solyc09T002372.1
N3.HOG0010302	OG0006701	n0			CA02g24990		Solyc02T002794.1
N3.HOG0010303	OG0006702	n0			CA05g10950		Solyc05T002047.1
N3.HOG0010304	OG0006703	n0			CA01g03440		Solyc08T002287.2
N3.HOG0010305	OG0006704	n7			CA04g08120		Solyc03T000726.1
N3.HOG0010306	OG0006704	n8			CA02g24480		Solyc02T002697.5
N3.HOG0010307	OG0006705	n0			CA02g05850, CA02g08300, CA11g12360, CA11g14000, CA04g16670, CA10g03930, CA03g14780		
N3.HOG0010308	OG0006706	n0			CA02g19890		
N3.HOG0010309	OG0006707	n0			CA07g20940		Solyc07T002777.1
N3.HOG0010310	OG0006708	n0			CA01g01600		Solyc08T002421.1
N3.HOG0010311	OG0006709	n0			CA02g24570		Solyc03T000727.1, Solyc02T002706.1
N3.HOG0010312	OG0006710	n5			CA02g19810		Solyc02T001888.1
N3.HOG0010313	OG0006710	n6			CA02g02480, CA02g05820, CA04g04280		Solyc03T000512.1
N3.HOG0010314	OG0006711	n0			CA02g25280		Solyc02T002757.1
N3.HOG0010315	OG0006712	n0			CA02g26190		
N3.HOG0010316	OG0006713	n0			CA08g12980		Solyc01T003380.1
N3.HOG0010317	OG0006714	n0			CA09g15740		Solyc12T000201.1
N3.HOG0010318	OG0006715	n3			CA01g04220		Solyc08T002225.1
N3.HOG0010319	OG0006715	n5			CA03g16920		Solyc03T000222.1
N3.HOG0010320	OG0006716	n0			CA03g20650		Solyc06T002131.1, Solyc03T002140.3
N3.HOG0010321	OG0006717	n0			CA02g25070		Solyc02T002780.1
N3.HOG0010322	OG0006718	n0			CA01g09130		Solyc08T001798.1, Solyc08T001797.1
N3.HOG0010323	OG0006719	n5			CA06g17640		Solyc06T001819.1
N3.HOG0010324	OG0006719	n6			CA03g31060		Solyc03T003143.1
N3.HOG0010325	OG0006720	n7			CA00g65160		Solyc08T001867.1
N3.HOG0010326	OG0006720	n8			CA00g45260		Solyc08T000051.3
N3.HOG0010327	OG0006721	n0			CA02g29910, CA02g29920		Solyc12T001365.1, Solyc02T002235.1
N3.HOG0010328	OG0006722	n5			CA12g16670		Solyc12T002415.1
N3.HOG0010329	OG0006722	n6			CA04g18480		Solyc04T002648.1
N3.HOG0010330	OG0006723	n2			CA01g17540		Solyc01T000439.1
N3.HOG0010331	OG0006723	n3			CA07g08480		Solyc04T000025.1, Solyc05T000596.1
N3.HOG0010332	OG0006724	n0			CA00g91170		Solyc04T002148.1, Solyc03T000612.1
N3.HOG0010333	OG0006725	n0					Solyc01T001401.1
N3.HOG0010334	OG0006726	n1			CA07g08080		Solyc12T002366.1
N3.HOG0010335	OG0006726	n3			CA04g17220		Solyc04T002488.2
N3.HOG0010336	OG0006727	n0			CA01g05820, CA01g05810		Solyc08T002111.1
N3.HOG0010337	OG0006728	n0			CA04g12840, CA04g12850		Solyc04T002017.1
N3.HOG0010338	OG0006729	n0			CA01g08610		Solyc08T001847.1
N3.HOG0010339	OG0006730	n0					Solyc01T002935.1
N3.HOG0010340	OG0006731	n7			CA01g30140		Solyc08T000044.1
N3.HOG0010341	OG0006731	n8			CA12g18680		Solyc12T002551.2
N3.HOG0010342	OG0006732	n0			CA06g18710, CA06g18720		Solyc05T001232.1
N3.HOG0010343	OG0006733	n7			CA02g01530		PRAM_25757.1.p1
N3.HOG0010344	OG0006733	n8			CA00g50500		Solyc02T001141.1
N3.HOG0010345	OG0006734	n5					Solyc01T001382.1, Solyc01T002009.1
N3.HOG0010346	OG0006734	n7			CA12g21050		Solyc12T002728.1
N3.HOG0010347	OG0006735	n7			CA01g06860		Solyc08T002021.1
N3.HOG0010348	OG0006735	n8			CA01g33640		Solyc08T000211.1
N3.HOG0010349	OG0006736	n0			CA04g11080, CA12g04800		Solyc06T000615.1
N3.HOG0010350	OG0006737	n0			CA07g06790		Solyc07T001578.2
N3.HOG0010351	OG0006738	n0			CA07g20890		Solyc10T000075.2, Solyc07T002771.1
N3.HOG0010352	OG0006739	n3			CA02g05360		Solyc02T000775.1
N3.HOG0010353	OG0006739	n4			CA02g22920		Solyc02T002165.1
N3.HOG0010354	OG0006740	n1			CA03g16150		
N3.HOG0010355	OG0006740	n2			CA03g16140, CA03g16390		Solyc03T000424.2
N3.HOG0010356	OG0006741	n0			CA08g15010		Solyc11T001644.1, Solyc01T003533.1
N3.HOG0010357	OG0006742	n4			CA03g18370		Solyc03T000342.3
N3.HOG0010358	OG0006742	n5			CA06g07460		Solyc06T000697.1
N3.HOG0010359	OG0006743	n3			CA02g25740		Solyc01T004027.1
N3.HOG0010360	OG0006743	n7			CA08g17640		Solyc04T002798.1
N3.HOG0010361	OG0006744	n0			CA09g09090, CA01g33410		Solyc08T000278.9, Solyc08T000275.1
N3.HOG0010362	OG0006745	n0					Solyc06T001342.1
N3.HOG0010363	OG0006746	n0			CA04g03410		Solyc07T001789.1
N3.HOG0010364	OG0006747	n0					Solyc10T001470.1, Solyc01T003919.1
N3.HOG0010365	OG0006748	n0			CA11g07400		Solyc04T000979.1, Solyc05T000072.2
N3.HOG0010366	OG0006749	n0			CA10g00210		Solyc10T000158.1
N3.HOG0010367	OG0006750	n0			CA02g30440		Solyc02T002890.1, Solyc02T001048.1
N3.HOG0010368	OG0006751	n0			CA02g24690		Solyc03T000737.1, Solyc02T002718.1
N3.HOG0010369	OG0006752	n3			CA03g08270		
N3.HOG0010370	OG0006752	n4			CA06g04980		Solyc04T001911.1, Solyc01T004350.1
N3.HOG0010371	OG0006753	n0					Solyc12T000267.1
N3.HOG0010372	OG0006754	n0			CA01g31740, CA01g29370		Solyc08T001775.1
N3.HOG0010373	OG0006755	n0			CA02g21840		Solyc02T000723.1, Solyc03T000595.1, Solyc02T002075.1
N3.HOG0010374	OG0006756	n6			CA02g22740, CA06g04420		Solyc02T002150.1
N3.HOG0010375	OG0006756	n8			CA02g05250		Solyc02T000758.1
N3.HOG0010376	OG0006757	n0			CA02g00950, CA00g34780		Solyc02T001162.1
N3.HOG0010377	OG0006758	n0			CA02g29700		Solyc12T001301.1, PRAM_26280.1.p1
N3.HOG0010378	OG0006759	n7			CA02g02550		Solyc02T000834.1
N3.HOG0010379	OG0006759	n8			CA02g24380		Solyc02T002690.2
N3.HOG0010380	OG0006760	n0			CA03g33730		Solyc03T003256.1
N3.HOG0010381	OG0006761	n0			CA04g19020		Solyc04T002689.1
N3.HOG0010382	OG0006762	n0			CA11g04270		Solyc05T000283.1
N3.HOG0010383	OG0006763	n5			CA02g25170		Solyc02T002767.1
N3.HOG0010384	OG0006763	n6			CA04g07730		Solyc03T000756.1
N3.HOG0010385	OG0006764	n0			CA11g04770		Solyc05T000243.2
N3.HOG0010386	OG0006765	n0			CA01g29290		Solyc08T001767.1
N3.HOG0010387	OG0006766	n0			CA07g04280, CA09g01860		Solyc08T001851.1
N3.HOG0010388	OG0006767	n0			CA02g20680		Solyc02T001978.1
N3.HOG0010389	OG0006768	n0			CA10g13880, CA05g08260, CA01g17720		Solyc01T000453.1
N3.HOG0010390	OG0006769	n0			CA12g15620		Solyc07T001071.1
N3.HOG0010391	OG0006770	n0			CA04g22000		Solyc04T002928.1
N3.HOG0010392	OG0006771	n0			CA02g02220		Solyc02T001933.1, Solyc02T000642.1
N3.HOG0010393	OG0006772	n7			CA03g25670		Solyc03T000304.1
N3.HOG0010394	OG0006772	n8			CA03g25700		Solyc03T000302.1
N3.HOG0010395	OG0006773	n0			CA06g20950		Solyc06T002097.1
N3.HOG0010396	OG0006774	n0			CA01g07870		Solyc08T001917.1
N3.HOG0010397	OG0006775	n0			CA07g00480		Solyc07T000190.1
N3.HOG0010398	OG0006776	n1			CA12g14290		
N3.HOG0010399	OG0006776	n2			CA00g93110, CA12g14280		Solyc12T002281.1
N3.HOG0010400	OG0006777	n0			CA02g20560		Solyc02T001968.1
N3.HOG0010401	OG0006778	n0			CA08g03860		Solyc08T001273.1
N3.HOG0010402	OG0006779	n0			CA06g11730, CA00g18900, CA07g14970		Solyc04T001945.2
N3.HOG0010403	OG0006780	n7			CA00g85550		Solyc08T002096.1
N3.HOG0010404	OG0006780	n8			CA06g12610		Solyc06T001345.1
N3.HOG0010405	OG0006781	n0			CA12g18500		Solyc08T001358.1, Solyc12T002539.1
N3.HOG0010406	OG0006782	n6			CA04g22310		Solyc04T002949.1
N3.HOG0010407	OG0006782	n7			CA12g17790		Solyc12T002482.1
N3.HOG0010408	OG0006783	n0			CA03g19200		Solyc03T000243.1
N3.HOG0010409	OG0006784	n0			CA03g19650		Solyc03T001763.1
N3.HOG0010410	OG0006785	n0			CA12g02990		Solyc11T000442.1
N3.HOG0010411	OG0006786	n5			CA04g19770		Solyc04T002736.1
N3.HOG0010412	OG0006786	n6			CA11g19700		Solyc11T002341.1
N3.HOG0010413	OG0006787	n6			CA05g01020		Solyc04T000630.1
N3.HOG0010414	OG0006787	n7			CA04g10470		Solyc11T000693.1
N3.HOG0010415	OG0006788	n0			CA04g20980		Solyc04T002828.1
N3.HOG0010416	OG0006789	n4			CA03g20410		Solyc03T001685.1
N3.HOG0010417	OG0006789	n5			CA06g08510		Solyc06T001073.1
N3.HOG0010418	OG0006790	n0			CA02g21940, CA04g21210		Solyc04T002859.1
N3.HOG0010419	OG0006791	n5			CA02g21640		Solyc02T002026.1
N3.HOG0010420	OG0006791	n7			CA04g21610		Solyc04T002891.1
N3.HOG0010421	OG0006792	n0			CA04g17230		Solyc04T002492.1
N3.HOG0010422	OG0006793	n0			CA08g05000		Solyc08T001299.1
N3.HOG0010423	OG0006794	n4			CA06g10750		Solyc06T001234.1
N3.HOG0010424	OG0006794	n5			CA04g12530		Solyc03T000548.1, Solyc04T002034.1, Solyc07T001759.1, Solyc03T000547.1
N3.HOG0010425	OG0006795	n1					Solyc12T002603.1
N3.HOG0010426	OG0006795	n2			CA12g19390		Solyc12T000876.1
N3.HOG0010427	OG0006796	n0			CA00g36590		Solyc04T002354.1
N3.HOG0010428	OG0006797	n0			CA06g11380		Solyc06T001288.1
N3.HOG0010429	OG0006798	n0			CA12g03660		Solyc11T000388.2
N3.HOG0010430	OG0006799	n0			CA04g15680		Solyc04T002363.1
N3.HOG0010431	OG0006800	n0			CA03g19860		Solyc03T001747.1
N3.HOG0010432	OG0006801	n0			CA00g43100		Solyc09T002022.1
N3.HOG0010433	OG0006802	n0			CA04g18050		Solyc04T002592.1
N3.HOG0010434	OG0006803	n0			CA03g29780		Solyc03T002847.2
N3.HOG0010435	OG0006804	n0			CA11g00240		Solyc10T001966.1, Solyc01T004353.1, Solyc05T000369.1
N3.HOG0010436	OG0006805	n0			CA12g17680		Solyc12T002466.1
N3.HOG0010437	OG0006806	n0			CA04g15520		Solyc04T002327.1
N3.HOG0010438	OG0006807	n0			CA04g11530		
N3.HOG0010439	OG0006808	n4			CA04g23350		Solyc04T003014.1
N3.HOG0010440	OG0006808	n5			CA12g18250		Solyc12T002514.1
N3.HOG0010441	OG0006809	n0			CA04g08310, CA08g10990		Solyc11T000697.1
N3.HOG0010442	OG0006810	n6			CA08g03740		Solyc08T000939.1
N3.HOG0010443	OG0006810	n7			CA04g22450, CA01g14230		Solyc04T002961.1
N3.HOG0010444	OG0006811	n0			CA04g17740		Solyc04T002574.1
N3.HOG0010445	OG0006812	n0			CA01g11790		Solyc01T000080.1, Solyc01T000089.1
N3.HOG0010446	OG0006813	n0			CA00g71960		Solyc01T004180.1
N3.HOG0010447	OG0006814	n6			CA04g09390		Solyc11T000749.3
N3.HOG0010448	OG0006814	n7			CA12g19200, CA00g88000		Solyc08T001672.1
N3.HOG0010449	OG0006815	n0			CA03g19970		Solyc03T001729.1
N3.HOG0010450	OG0006816	n0			CA05g17860		Solyc05T002527.1
N3.HOG0010451	OG0006817	n0			CA02g24520		Solyc02T002701.1
N3.HOG0010452	OG0006818	n0			CA04g17240		Solyc04T002495.2
N3.HOG0010453	OG0006819	n0			CA03g19940		
N3.HOG0010454	OG0006820	n7			CA04g16100		Solyc04T002419.1
N3.HOG0010455	OG0006820	n8			CA12g15570		Solyc12T002350.1
N3.HOG0010456	OG0006821	n0			CA04g08690, CA04g08680		Solyc11T000710.1
N3.HOG0010457	OG0006822	n0			CA07g11340		Solyc07T001855.2
N3.HOG0010458	OG0006823	n0			CA07g07760, CA07g07770		Solyc07T000645.1
N3.HOG0010459	OG0006824	n0			CA07g20580		Solyc07T002742.1
N3.HOG0010460	OG0006825	n0			CA01g33400		Solyc08T000274.1
N3.HOG0010461	OG0006826	n0					Solyc06T001377.1
N3.HOG0010462	OG0006827	n1			CA07g04040		
N3.HOG0010463	OG0006827	n3			CA07g04000		Solyc07T000319.1, Solyc07T000318.1
N3.HOG0010464	OG0006828	n0			CA05g06680		Solyc08T002457.1, Solyc04T000251.1
N3.HOG0010465	OG0006829	n4					Solyc07T001683.1
N3.HOG0010466	OG0006829	n6					Solyc07T000717.1
N3.HOG0010467	OG0006830	n3			CA11g08660		Solyc05T000853.1
N3.HOG0010468	OG0006830	n5			CA03g25360		Solyc03T002444.1
N3.HOG0010469	OG0006831	n0			CA04g12830		Solyc04T002018.1
N3.HOG0010470	OG0006832	n1			CA09g01170		
N3.HOG0010471	OG0006832	n3			CA09g01180		Solyc09T000332.1
N3.HOG0010472	OG0006833	n0			CA12g20890		PRAM_141872.1.p1
N3.HOG0010473	OG0006834	n3			CA06g19450		Solyc06T001959.1
N3.HOG0010474	OG0006834	n4			CA03g27490		Solyc03T002619.1
N3.HOG0010475	OG0006835	n5			CA09g18270		Solyc12T000401.1
N3.HOG0010476	OG0006835	n7			CA01g32030		Solyc08T000172.1
N3.HOG0010477	OG0006836	n0			CA03g29260		Solyc03T002710.1
N3.HOG0010478	OG0006837	n0			CA11g02010		Solyc05T000537.1, Solyc07T000940.1
N3.HOG0010479	OG0006838	n0			CA07g06430		Solyc07T000702.1
N3.HOG0010480	OG0006839	n0			CA06g26110		Solyc06T002608.1
N3.HOG0010481	OG0006840	n0			CA07g01190		Solyc07T000135.2
N3.HOG0010482	OG0006841	n0			CA02g21390		Solyc02T002010.2
N3.HOG0010483	OG0006842	n0			CA12g21360		Solyc12T002760.1
N3.HOG0010484	OG0006843	n0			CA01g07040		Solyc08T000213.1, Solyc08T002036.1
N3.HOG0010485	OG0006844	n3			CA06g19150		Solyc06T001937.1
N3.HOG0010486	OG0006844	n4			CA00g80730		Solyc03T002570.1
N3.HOG0010487	OG0006845	n0			CA02g05870		Solyc02T000719.1
N3.HOG0010488	OG0006846	n0			CA03g26600		Solyc03T002526.1
N3.HOG0010489	OG0006847	n0			CA08g10950		Solyc01T003154.1
N3.HOG0010490	OG0006848	n0			CA05g16180		Solyc05T002459.1
N3.HOG0010491	OG0006849	n1			CA03g16660, CA02g30060		Solyc02T002854.1
N3.HOG0010492	OG0006850	n0			CA06g25160		Solyc06T002514.1
N3.HOG0010493	OG0006851	n0			CA07g06370		Solyc07T001489.2
N3.HOG0010494	OG0006852	n5			CA02g30590		Solyc02T002906.1
N3.HOG0010495	OG0006852	n6			CA06g16960		Solyc12T001930.1, Solyc06T001719.1
N3.HOG0010496	OG0006853	n0			CA01g06460		Solyc08T002063.1
N3.HOG0010497	OG0006854	n0			CA01g06470		
N3.HOG0010498	OG0006855	n5			CA06g14600		Solyc06T001608.1
N3.HOG0010499	OG0006855	n7			CA07g02700		Solyc07T000212.1
N3.HOG0010500	OG0006855	n8			CA09g18500		Solyc12T000444.1
N3.HOG0010501	OG0006856	n0			CA07g00390		Solyc07T000182.1
N3.HOG0010502	OG0006857	n0			CA01g17810, CA02g09670		Solyc02T001088.1
N3.HOG0010503	OG0006858	n0			CA04g21930		Solyc04T002916.1
N3.HOG0010504	OG0006859	n0			CA01g24020		Solyc01T002153.1
N3.HOG0010505	OG0006860	n0			CA00g69640		Solyc07T000198.1
N3.HOG0010506	OG0006861	n0			CA00g74200		Solyc07T001375.1, Solyc12T000308.1
N3.HOG0010507	OG0006862	n0			CA00g77840		Solyc08T001986.1
N3.HOG0010508	OG0006863	n7			CA06g20240		Solyc06T002040.1
N3.HOG0010509	OG0006863	n8			CA03g24280		Solyc03T002384.1
N3.HOG0010510	OG0006864	n0			CA01g16850, CA02g03960		Solyc02T000327.1
N3.HOG0010511	OG0006865	n0			CA03g28450		Solyc03T002698.1
N3.HOG0010512	OG0006866	n0			CA00g88560, CA00g88570		Solyc06T002361.1
N3.HOG0010513	OG0006867	n0			CA03g29830		Solyc06T001909.2, Solyc03T002852.1
N3.HOG0010514	OG0006868	n0			CA12g01050		Solyc07T000681.1
N3.HOG0010515	OG0006869	n7			CA06g00050		Solyc06T000300.2
N3.HOG0010516	OG0006869	n8			CA07g00230		Solyc07T000167.1
N3.HOG0010517	OG0006870	n0			CA09g02330, CA03g21710		Solyc03T002165.1
N3.HOG0010518	OG0006871	n0			CA11g12820		Solyc11T002029.1
N3.HOG0010519	OG0006872	n7			CA01g34050		Solyc08T000298.2
N3.HOG0010520	OG0006872	n8			CA01g03200		Solyc08T002305.1
N3.HOG0010521	OG0006873	n0			CA01g10060		Solyc08T001652.1
N3.HOG0010522	OG0006874	n0			CA01g03420		Solyc08T002289.1
N3.HOG0010523	OG0006875	n0			CA02g25370		Solyc02T002744.1
N3.HOG0010524	OG0006877	n0			CA07g19170, CA00g83060		Solyc10T000127.2
N3.HOG0010525	OG0006878	n3			CA06g05460, CA01g08700, CA07g01840		Solyc07T000072.1
N3.HOG0010526	OG0006878	n6			CA01g08860		Solyc07T000073.1
N3.HOG0010527	OG0006879	n0			CA02g01640		Solyc02T002559.1, Solyc02T000898.2
N3.HOG0010528	OG0006880	n0			CA00g93410, CA09g10740		Solyc09T000919.1
N3.HOG0010529	OG0006881	n0			CA01g15930		Solyc01T001610.1, Solyc05T002246.1
N3.HOG0010530	OG0006882	n4			CA12g17580		Solyc12T001463.1
N3.HOG0010531	OG0006882	n5			CA03g29840		Solyc03T002853.1
N3.HOG0010532	OG0006883	n0			CA00g92500, CA04g05570, CA03g25610		Solyc03T000562.1
N3.HOG0010533	OG0006884	n0			CA09g05690		Solyc09T000553.1
N3.HOG0010534	OG0006885	n0			CA07g07340		Solyc07T000709.1
N3.HOG0010535	OG0006886	n0			CA01g18980, CA00g95050		Solyc01T001511.1
N3.HOG0010536	OG0006888	n0			CA09g18220		Solyc07T000082.1, Solyc07T000085.1, Solyc12T000399.1
N3.HOG0010537	OG0006889	n0			CA07g20340		Solyc10T000101.1, Solyc07T002712.1
N3.HOG0010538	OG0006890	n0			CA02g26010		Solyc02T002549.1
N3.HOG0010539	OG0006891	n0			CA09g10640		Solyc02T000019.1, Solyc02T000018.1
N3.HOG0010540	OG0006892	n0			CA02g18130		Solyc02T001721.2
N3.HOG0010541	OG0006893	n0			CA08g09770		Solyc01T003037.1
N3.HOG0010542	OG0006895	n6			CA04g21150		
N3.HOG0010543	OG0006895	n7			CA02g21860		Solyc02T002078.1
N3.HOG0010544	OG0006896	n0			CA07g04500		Solyc07T000339.1
N3.HOG0010545	OG0006897	n0			CA07g04090		Solyc07T000309.1
N3.HOG0010546	OG0006898	n3			CA12g00980		Solyc11T000586.1
N3.HOG0010547	OG0006898	n4			CA05g01520		Solyc04T000554.1
N3.HOG0010548	OG0006899	n1			CA08g06390		
N3.HOG0010549	OG0006899	n3			CA07g04990		Solyc08T001565.1
N3.HOG0010550	OG0006900	n2			CA03g29400		Solyc03T002807.3
N3.HOG0010551	OG0006900	n4			CA12g10980		Solyc12T001652.1
N3.HOG0010552	OG0006900	n5			CA06g18450		Solyc06T001887.1
N3.HOG0010553	OG0006901	n0			CA12g01230		Solyc11T000614.1
N3.HOG0010554	OG0006902	n0			CA11g04090		
N3.HOG0010555	OG0006903	n7			CA12g21230		Solyc12T002747.2
N3.HOG0010556	OG0006903	n8			CA01g16000		Solyc01T001642.1
N3.HOG0010557	OG0006904	n0			CA02g18280		Solyc02T001737.1
N3.HOG0010558	OG0006905	n0			CA05g06670		Solyc04T000252.1
N3.HOG0010559	OG0006906	n0			CA07g04560		Solyc07T000336.2
N3.HOG0010560	OG0006907	n0			CA03g13780		Solyc12T000012.1
N3.HOG0010561	OG0006908	n0			CA05g09280		Solyc08T001100.1, Solyc07T001167.1, Solyc01T003047.1
N3.HOG0010562	OG0006909	n0			CA01g16740		Solyc01T001740.1
N3.HOG0010563	OG0006910	n4					Solyc06T000841.1, Solyc06T000936.1
N3.HOG0010564	OG0006910	n6			CA00g57650		
N3.HOG0010565	OG0006910	n8			CA06g09410		
N3.HOG0010566	OG0006911	n0			CA07g01890, CA09g18280		Solyc12T000402.1
N3.HOG0010567	OG0006913	n0			CA00g70370, CA00g70360		Solyc07T000283.3
N3.HOG0010568	OG0006914	n0					Solyc03T002713.1
N3.HOG0010569	OG0006915	n0					Solyc05T000528.1
N3.HOG0010570	OG0006916	n0			CA01g23700		Solyc07T001543.1, Solyc01T002193.1
N3.HOG0010571	OG0006917	n4			CA11g08000		Solyc05T000008.1
N3.HOG0010572	OG0006917	n5			CA08g13510		Solyc01T003470.1
N3.HOG0010573	OG0006918	n3			CA07g10490		Solyc07T001831.1
N3.HOG0010574	OG0006918	n5			CA02g18740		Solyc02T001775.1
N3.HOG0010575	OG0006919	n0			CA02g12680, CA02g12660, CA07g07550, CA02g12520, CA02g12510		Solyc02T001301.1
N3.HOG0010576	OG0006920	n4			CA03g33100		Solyc03T003198.1
N3.HOG0010577	OG0006920	n5			CA03g33090, CA08g08330		Solyc12T001785.1
N3.HOG0010578	OG0006921	n0			CA04g00550		Solyc03T000058.1
N3.HOG0010579	OG0006922	n3			CA03g34560		Solyc03T003332.2
N3.HOG0010580	OG0006922	n4			CA06g16800		Solyc06T001707.1
N3.HOG0010581	OG0006923	n2			CA05g07900		Solyc11T001490.1
N3.HOG0010582	OG0006923	n5			CA00g98160, CA09g14620		Solyc00T000022.1
N3.HOG0010583	OG0006924	n0			CA09g16690		Solyc08T001351.1
N3.HOG0010584	OG0006925	n0			CA03g19590		Solyc03T002975.1
N3.HOG0010585	OG0006926	n0			CA12g08190, CA01g15850		Solyc01T001539.1
N3.HOG0010586	OG0006927	n0			CA01g22590		Solyc11T001284.1, Solyc06T001521.1
N3.HOG0010587	OG0006928	n0			CA07g09960		
N3.HOG0010588	OG0006929	n4			CA03g25770		Solyc03T000266.1
N3.HOG0010589	OG0006929	n5			CA06g05820		Solyc06T000734.1
N3.HOG0010590	OG0006930	n0			CA06g27590, CA03g09140, CA00g92530		Solyc09T002183.2
