Orthogroup	Arachis_hypogaea	Solanum_lycopersicum
OG0006827	arahy.Tifrunner.gnm1.ann1.MZFE1X.1, arahy.Tifrunner.gnm1.ann1.DLXF41.1	Solyc07T000319.1, Solyc07T000318.1
OG0006828	arahy.Tifrunner.gnm1.ann1.E7JC2E.1, arahy.Tifrunner.gnm1.ann1.6E4I8R.1	Solyc08T002457.1, Solyc04T000251.1
OG0006829	arahy.Tifrunner.gnm1.ann1.N3PG51.1	Solyc07T001683.1
OG0006829	arahy.Tifrunner.gnm1.ann1.8J5KLD.1	Solyc07T000717.1
OG0006830	arahy.Tifrunner.gnm1.ann1.CA7N65.1, arahy.Tifrunner.gnm1.ann1.EH6AZ8.1	Solyc03T002444.1
OG0006831	arahy.Tifrunner.gnm1.ann1.HCD3KF.3, arahy.Tifrunner.gnm1.ann1.KE0ZZY.3, arahy.Tifrunner.gnm1.ann1.UKTC06.3, arahy.Tifrunner.gnm1.ann1.E7XDIB.1, arahy.Tifrunner.gnm1.ann1.RY8QGI.2	Solyc04T002018.1
OG0006832	arahy.Tifrunner.gnm1.ann1.NU1CTT.2	Solyc09T000332.1
OG0006833	arahy.Tifrunner.gnm1.ann1.GJZ8MD.2, arahy.Tifrunner.gnm1.ann1.06DG1T.2	PRAM_141872.1.p1
OG0006834	arahy.Tifrunner.gnm1.ann1.6QA0V6.1, arahy.Tifrunner.gnm1.ann1.ACH06T.1	Solyc06T001959.1, Solyc03T002619.1
OG0006835	arahy.Tifrunner.gnm1.ann1.U84FQB.1, arahy.Tifrunner.gnm1.ann1.J1V5JT.1	Solyc12T000401.1, Solyc08T000172.1
OG0006836	arahy.Tifrunner.gnm1.ann1.4WKV82.1, arahy.Tifrunner.gnm1.ann1.N2LMFJ.1	Solyc03T002710.1
OG0006837	arahy.Tifrunner.gnm1.ann1.Y9RVVK.1, arahy.Tifrunner.gnm1.ann1.CR8E6T.1, arahy.Tifrunner.gnm1.ann1.A5KHVE.1, arahy.Tifrunner.gnm1.ann1.QGX5EX.1	Solyc05T000537.1, Solyc07T000940.1
OG0006838	arahy.Tifrunner.gnm1.ann1.MZE1GT.1, arahy.Tifrunner.gnm1.ann1.32QIWM.1	Solyc07T000702.1
OG0006839	arahy.Tifrunner.gnm1.ann1.ECM0DA.1, arahy.Tifrunner.gnm1.ann1.J9UWEJ.1, arahy.Tifrunner.gnm1.ann1.NZ11LQ.1	Solyc06T002608.1
OG0006840	arahy.Tifrunner.gnm1.ann1.SKV00U.1, arahy.Tifrunner.gnm1.ann1.KW6T12.1	Solyc07T000135.2
OG0006841	arahy.Tifrunner.gnm1.ann1.H9LPGA.1, arahy.Tifrunner.gnm1.ann1.88HTN6.2	Solyc02T002010.2
OG0006842	arahy.Tifrunner.gnm1.ann1.28UQCP.1, arahy.Tifrunner.gnm1.ann1.5R3I64.1, arahy.Tifrunner.gnm1.ann1.GJ345V.1	Solyc12T002760.1
OG0006843	arahy.Tifrunner.gnm1.ann1.3VMA9Y.1, arahy.Tifrunner.gnm1.ann1.34GL3D.1	Solyc08T000213.1, Solyc08T002036.1
OG0006844	arahy.Tifrunner.gnm1.ann1.WGP01G.1, arahy.Tifrunner.gnm1.ann1.G5WMYY.1	Solyc06T001937.1, Solyc03T002570.1
OG0006845	arahy.Tifrunner.gnm1.ann1.0H6YGR.1, arahy.Tifrunner.gnm1.ann1.WYF852.1	Solyc02T000719.1
OG0006846	arahy.Tifrunner.gnm1.ann1.6379ZA.1, arahy.Tifrunner.gnm1.ann1.5AH6W7.1	Solyc03T002526.1
OG0006847	arahy.Tifrunner.gnm1.ann1.GJQ7VP.1, arahy.Tifrunner.gnm1.ann1.C6HHUS.1, arahy.Tifrunner.gnm1.ann1.91B0ED.1	Solyc01T003154.1
OG0006848	arahy.Tifrunner.gnm1.ann1.NK7FC1.1, arahy.Tifrunner.gnm1.ann1.RG9184.1, arahy.Tifrunner.gnm1.ann1.H88EK8.1	Solyc05T002459.1
OG0006849	arahy.Tifrunner.gnm1.ann1.WG5ADN.1	Solyc02T002854.1
OG0006850	arahy.Tifrunner.gnm1.ann1.RRM2UF.1, arahy.Tifrunner.gnm1.ann1.LXQM1X.1	Solyc06T002514.1
OG0006851	arahy.Tifrunner.gnm1.ann1.TX00RK.1, arahy.Tifrunner.gnm1.ann1.AJ3133.1	Solyc07T001489.2
OG0006852	arahy.Tifrunner.gnm1.ann1.G3AN3S.2, arahy.Tifrunner.gnm1.ann1.JMNW81.1	Solyc02T002906.1, Solyc12T001930.1, Solyc06T001719.1
OG0006853	arahy.Tifrunner.gnm1.ann1.YY6LCE.1, arahy.Tifrunner.gnm1.ann1.IPM3U6.1	Solyc08T002063.1
OG0006855	arahy.Tifrunner.gnm1.ann1.6IZ76B.1, arahy.Tifrunner.gnm1.ann1.Z5A6NW.1	Solyc06T001608.1, Solyc07T000212.1, Solyc12T000444.1
OG0006856	arahy.Tifrunner.gnm1.ann1.651GAD.1, arahy.Tifrunner.gnm1.ann1.5EJ7X6.1	Solyc07T000182.1
OG0006857	arahy.Tifrunner.gnm1.ann1.G5UQVY.1, arahy.Tifrunner.gnm1.ann1.6ZX6SY.1	Solyc02T001088.1
OG0006858	arahy.Tifrunner.gnm1.ann1.KG3JNQ.1, arahy.Tifrunner.gnm1.ann1.GBSD9W.1	Solyc04T002916.1
OG0006859	arahy.Tifrunner.gnm1.ann1.SB181I.1, arahy.Tifrunner.gnm1.ann1.RG0P7S.1, arahy.Tifrunner.gnm1.ann1.UXK99M.1, arahy.Tifrunner.gnm1.ann1.IA9KE4.1, arahy.Tifrunner.gnm1.ann1.QT0H2C.1	Solyc01T002153.1
OG0006860	arahy.Tifrunner.gnm1.ann1.Y9MC4Z.1, arahy.Tifrunner.gnm1.ann1.B9QDDU.1	Solyc07T000198.1
OG0006861	arahy.Tifrunner.gnm1.ann1.SWIT4Z.1, arahy.Tifrunner.gnm1.ann1.8Z631M.1	Solyc07T001375.1, Solyc12T000308.1
OG0006862	arahy.Tifrunner.gnm1.ann1.YTUI1C.1, arahy.Tifrunner.gnm1.ann1.AEP3KG.1, arahy.Tifrunner.gnm1.ann1.QRW6GR.1	Solyc08T001986.1
OG0006863	arahy.Tifrunner.gnm1.ann1.3P5RS6.1, arahy.Tifrunner.gnm1.ann1.80CTZT.1	Solyc06T002040.1, Solyc03T002384.1
OG0006864	arahy.Tifrunner.gnm1.ann1.C0TKG5.2, arahy.Tifrunner.gnm1.ann1.3PI56D.1	Solyc02T000327.1
OG0006865	arahy.Tifrunner.gnm1.ann1.9FL7A6.2, arahy.Tifrunner.gnm1.ann1.2KV8GB.1	Solyc03T002698.1
OG0006866	arahy.Tifrunner.gnm1.ann1.SBVG8E.1, arahy.Tifrunner.gnm1.ann1.E6UBTJ.1	Solyc06T002361.1
OG0006867	arahy.Tifrunner.gnm1.ann1.D90B1M.1, arahy.Tifrunner.gnm1.ann1.2F1UPX.2	Solyc06T001909.2, Solyc03T002852.1
OG0006868	arahy.Tifrunner.gnm1.ann1.HQKU7C.1, arahy.Tifrunner.gnm1.ann1.W452X0.1	Solyc07T000681.1
OG0006869	arahy.Tifrunner.gnm1.ann1.HDPS7V.2, arahy.Tifrunner.gnm1.ann1.M2AJRY.3	Solyc06T000300.2, Solyc07T000167.1
OG0006870	arahy.Tifrunner.gnm1.ann1.64XA74.1, arahy.Tifrunner.gnm1.ann1.MVA0XP.1	Solyc03T002165.1
OG0006871	arahy.Tifrunner.gnm1.ann1.HQQ03B.1, arahy.Tifrunner.gnm1.ann1.2B6J13.1	Solyc11T002029.1
OG0006872	arahy.Tifrunner.gnm1.ann1.PN1EXH.2, arahy.Tifrunner.gnm1.ann1.G2STFU.2	Solyc08T000298.2, Solyc08T002305.1
OG0006873	arahy.Tifrunner.gnm1.ann1.MG10WM.1, arahy.Tifrunner.gnm1.ann1.SS16UG.2	Solyc08T001652.1
OG0006874	arahy.Tifrunner.gnm1.ann1.BQI3IB.1, arahy.Tifrunner.gnm1.ann1.ELA92E.1	Solyc08T002289.1
OG0006875	arahy.Tifrunner.gnm1.ann1.3Y0Z5X.1, arahy.Tifrunner.gnm1.ann1.VRU113.1	Solyc02T002744.1
OG0006877	arahy.Tifrunner.gnm1.ann1.V6RGS7.1, arahy.Tifrunner.gnm1.ann1.IXNR8T.2, arahy.Tifrunner.gnm1.ann1.5CG709.1, arahy.Tifrunner.gnm1.ann1.F8NQNF.2	Solyc10T000127.2
OG0006878	arahy.Tifrunner.gnm1.ann1.H6N2T4.1, arahy.Tifrunner.gnm1.ann1.N5DK6E.1	Solyc07T000072.1, Solyc07T000073.1, Solyc10T001119.1
OG0006879	arahy.Tifrunner.gnm1.ann1.IMYE37.1, arahy.Tifrunner.gnm1.ann1.VE46QQ.1	Solyc02T002559.1, Solyc02T000898.2
OG0006880	arahy.Tifrunner.gnm1.ann1.H210YC.1, arahy.Tifrunner.gnm1.ann1.74840C.1	Solyc09T000919.1
OG0006881	arahy.Tifrunner.gnm1.ann1.ZA4S8T.1, arahy.Tifrunner.gnm1.ann1.HD9JLY.1	Solyc01T001610.1, Solyc05T002246.1
OG0006882	arahy.Tifrunner.gnm1.ann1.W39VMW.1, arahy.Tifrunner.gnm1.ann1.YU35ML.1	Solyc12T001463.1, Solyc03T002853.1
OG0006883	arahy.Tifrunner.gnm1.ann1.HCQ68S.1, arahy.Tifrunner.gnm1.ann1.67ZU0R.2	Solyc03T000562.1
OG0006884	arahy.Tifrunner.gnm1.ann1.4M7R5R.1, arahy.Tifrunner.gnm1.ann1.WYXM7K.1, arahy.Tifrunner.gnm1.ann1.D22HAB.1	Solyc09T000553.1
OG0006885	arahy.Tifrunner.gnm1.ann1.64EDPK.1, arahy.Tifrunner.gnm1.ann1.K5PPYT.1	Solyc07T000709.1
OG0006886	arahy.Tifrunner.gnm1.ann1.NSV5VW.1, arahy.Tifrunner.gnm1.ann1.CPQB8S.1, arahy.Tifrunner.gnm1.ann1.YUC3W2.1, arahy.Tifrunner.gnm1.ann1.R130QB.1	Solyc01T001511.1
OG0006888	arahy.Tifrunner.gnm1.ann1.R0PHQE.1, arahy.Tifrunner.gnm1.ann1.HA3262.1	Solyc07T000082.1, Solyc07T000085.1, Solyc12T000399.1
OG0006889	arahy.Tifrunner.gnm1.ann1.A9Q4ZU.1, arahy.Tifrunner.gnm1.ann1.706G3K.1	Solyc10T000101.1, Solyc07T002712.1
OG0006890	arahy.Tifrunner.gnm1.ann1.Y5U0FM.1, arahy.Tifrunner.gnm1.ann1.9HQ4ZM.1	Solyc02T002549.1
OG0006891	arahy.Tifrunner.gnm1.ann1.1AE9PZ.1, arahy.Tifrunner.gnm1.ann1.HA8THR.1	Solyc02T000019.1, Solyc02T000018.1
OG0006892	arahy.Tifrunner.gnm1.ann1.FJ2VI4.2, arahy.Tifrunner.gnm1.ann1.HDE4UL.1, arahy.Tifrunner.gnm1.ann1.A6I4VR.1, arahy.Tifrunner.gnm1.ann1.L23BE1.1	Solyc02T001721.2
OG0006893	arahy.Tifrunner.gnm1.ann1.J916II.1, arahy.Tifrunner.gnm1.ann1.3J71J7.1	Solyc01T003037.1
OG0006895	arahy.Tifrunner.gnm1.ann1.ZKQR71.1	Solyc02T002078.1
OG0006896	arahy.Tifrunner.gnm1.ann1.V3N0NP.1, arahy.Tifrunner.gnm1.ann1.CB00ZF.1	Solyc07T000339.1
OG0006897	arahy.Tifrunner.gnm1.ann1.YXCZ83.1, arahy.Tifrunner.gnm1.ann1.8C7GMZ.1, arahy.Tifrunner.gnm1.ann1.9C8JER.1, arahy.Tifrunner.gnm1.ann1.3RQ047.1	Solyc07T000309.1
OG0006898	arahy.Tifrunner.gnm1.ann1.KD656J.1, arahy.Tifrunner.gnm1.ann1.MA69BJ.1	Solyc11T000586.1, Solyc04T000554.1
OG0006899	arahy.Tifrunner.gnm1.ann1.0L0HR0.1, arahy.Tifrunner.gnm1.ann1.5FW2L6.1	Solyc08T001565.1
OG0006900	arahy.Tifrunner.gnm1.ann1.ZWJH5S.1, arahy.Tifrunner.gnm1.ann1.URK1K5.1	Solyc03T002807.3, Solyc12T001652.1, Solyc06T001887.1
OG0006901	arahy.Tifrunner.gnm1.ann1.PC5DAD.1, arahy.Tifrunner.gnm1.ann1.0HJ3TW.1	Solyc11T000614.1
OG0006903	arahy.Tifrunner.gnm1.ann1.DB2P39.1, arahy.Tifrunner.gnm1.ann1.DDY9I8.1, arahy.Tifrunner.gnm1.ann1.UMQ844.1, arahy.Tifrunner.gnm1.ann1.19JUXV.1	Solyc12T002747.2, Solyc01T001642.1
OG0006904	arahy.Tifrunner.gnm1.ann1.J4P8M7.1, arahy.Tifrunner.gnm1.ann1.4XJ09G.1, arahy.Tifrunner.gnm1.ann1.A9I5GT.2	Solyc02T001737.1
OG0006905	arahy.Tifrunner.gnm1.ann1.TNA3AF.1, arahy.Tifrunner.gnm1.ann1.PJYW2S.1	Solyc04T000252.1
OG0006906	arahy.Tifrunner.gnm1.ann1.Z6GGIF.1, arahy.Tifrunner.gnm1.ann1.HVXZ0P.1	Solyc07T000336.2
OG0006907	arahy.Tifrunner.gnm1.ann1.PN5ECJ.1, arahy.Tifrunner.gnm1.ann1.D18SLP.1	Solyc12T000012.1
OG0006908	arahy.Tifrunner.gnm1.ann1.A0205P.1, arahy.Tifrunner.gnm1.ann1.9LA4BC.2	Solyc08T001100.1, Solyc07T001167.1, Solyc01T003047.1
OG0006909	arahy.Tifrunner.gnm1.ann1.B5RAHR.1, arahy.Tifrunner.gnm1.ann1.Z6V8E5.1, arahy.Tifrunner.gnm1.ann1.WBZ0ZZ.1, arahy.Tifrunner.gnm1.ann1.1BS0HC.1	Solyc01T001740.1
OG0006910	arahy.Tifrunner.gnm1.ann1.83Q2IT.1	Solyc06T000841.1, Solyc06T000936.1
OG0006911	arahy.Tifrunner.gnm1.ann1.AAXI8T.1, arahy.Tifrunner.gnm1.ann1.V0HTQD.2	Solyc12T000402.1
OG0006913	arahy.Tifrunner.gnm1.ann1.Z11XNF.1, arahy.Tifrunner.gnm1.ann1.LA756D.1	Solyc07T000283.3
OG0006914	arahy.Tifrunner.gnm1.ann1.CY8ETB.1, arahy.Tifrunner.gnm1.ann1.BP6C7G.1	Solyc03T002713.1
OG0006915	arahy.Tifrunner.gnm1.ann1.24G1QJ.1	Solyc05T000528.1
OG0006916	arahy.Tifrunner.gnm1.ann1.ATYH9W.1, arahy.Tifrunner.gnm1.ann1.PYC4V3.1	Solyc07T001543.1, Solyc01T002193.1
OG0006917	arahy.Tifrunner.gnm1.ann1.KKSD5Z.1, arahy.Tifrunner.gnm1.ann1.FUGS44.1, arahy.Tifrunner.gnm1.ann1.YL076N.1	Solyc05T000008.1, Solyc01T003470.1
OG0006918	arahy.Tifrunner.gnm1.ann1.H5UTXB.1, arahy.Tifrunner.gnm1.ann1.A89GZ1.1	Solyc02T001775.1
OG0006919	arahy.Tifrunner.gnm1.ann1.86RV5F.1	Solyc02T001301.1
OG0006920	arahy.Tifrunner.gnm1.ann1.0XM443.1	Solyc03T003198.1, Solyc12T001785.1
OG0006921	arahy.Tifrunner.gnm1.ann1.7Q6R2W.1, arahy.Tifrunner.gnm1.ann1.89TX7D.1, arahy.Tifrunner.gnm1.ann1.J122TA.1, arahy.Tifrunner.gnm1.ann1.XN0VL7.1	Solyc03T000058.1
OG0006922	arahy.Tifrunner.gnm1.ann1.BXRJ0F.2	Solyc03T003332.2, Solyc06T001707.1
OG0006923	arahy.Tifrunner.gnm1.ann1.LDE891.1, arahy.Tifrunner.gnm1.ann1.G9A448.1	Solyc11T001490.1
OG0006923	arahy.Tifrunner.gnm1.ann1.B5AM0N.1	Solyc00T000022.1
OG0006924	arahy.Tifrunner.gnm1.ann1.SLS97V.1	Solyc08T001351.1
OG0006925	arahy.Tifrunner.gnm1.ann1.LV4DQW.2, arahy.Tifrunner.gnm1.ann1.QG5CGN.3, arahy.Tifrunner.gnm1.ann1.P2ZTC5.2, arahy.Tifrunner.gnm1.ann1.DB37YY.1, arahy.Tifrunner.gnm1.ann1.Z9R8EV.1	Solyc03T002975.1
OG0006926	arahy.Tifrunner.gnm1.ann1.LQ1LZI.1, arahy.Tifrunner.gnm1.ann1.0N6WQ2.1, arahy.Tifrunner.gnm1.ann1.Y9JLFB.1	Solyc01T001539.1
OG0006927	arahy.Tifrunner.gnm1.ann1.08P6PE.1	Solyc11T001284.1, Solyc06T001521.1
OG0006929	arahy.Tifrunner.gnm1.ann1.QBZ9GT.1	Solyc03T000266.1, Solyc06T000734.1
OG0006930	arahy.Tifrunner.gnm1.ann1.Q7HD44.1, arahy.Tifrunner.gnm1.ann1.4U5A0V.1	Solyc09T002183.2
OG0006931	arahy.Tifrunner.gnm1.ann1.XG4VM3.1, arahy.Tifrunner.gnm1.ann1.EK09V6.1	Solyc07T000604.2
OG0006932	arahy.Tifrunner.gnm1.ann1.EKB7S2.1, arahy.Tifrunner.gnm1.ann1.GXYI41.1, arahy.Tifrunner.gnm1.ann1.750QUI.1, arahy.Tifrunner.gnm1.ann1.I3Z6BS.1	Solyc02T002937.1
OG0006933	arahy.Tifrunner.gnm1.ann1.ANY8RS.1, arahy.Tifrunner.gnm1.ann1.KS6FY7.1	Solyc04T002421.2
OG0006934	arahy.Tifrunner.gnm1.ann1.N4MBCZ.1, arahy.Tifrunner.gnm1.ann1.HQ0MCX.1	Solyc03T002229.2
OG0006935	arahy.Tifrunner.gnm1.ann1.G9F7ZA.2, arahy.Tifrunner.gnm1.ann1.KWM0H4.2	Solyc09T002889.1
OG0006936	arahy.Tifrunner.gnm1.ann1.8RZU3Q.1, arahy.Tifrunner.gnm1.ann1.Z4B7ZU.1	Solyc10T002240.1, Solyc03T001118.1
OG0006937	arahy.Tifrunner.gnm1.ann1.L98YJM.1, arahy.Tifrunner.gnm1.ann1.SEW56W.1	Solyc12T002601.1, Solyc12T000875.1, Solyc08T000500.4
OG0006938	arahy.Tifrunner.gnm1.ann1.M0UG3B.1, arahy.Tifrunner.gnm1.ann1.J19R9Y.1, arahy.Tifrunner.gnm1.ann1.8HX8KM.1, arahy.Tifrunner.gnm1.ann1.354T1Y.1, arahy.Tifrunner.gnm1.ann1.0Z73T7.1	Solyc07T000372.1
OG0006939	arahy.Tifrunner.gnm1.ann1.F5FKV3.1, arahy.Tifrunner.gnm1.ann1.AL5GLE.1	Solyc09T000413.1, Solyc10T002613.1
OG0006940	arahy.Tifrunner.gnm1.ann1.S2V0TW.1, arahy.Tifrunner.gnm1.ann1.QG5VWG.1	Solyc10T002299.1, Solyc03T001353.1
OG0006941	arahy.Tifrunner.gnm1.ann1.JE49Q3.1	Solyc02T002874.1, Solyc02T001042.1
OG0006942	arahy.Tifrunner.gnm1.ann1.VQRD1F.1	Solyc01T003389.1
OG0006943	arahy.Tifrunner.gnm1.ann1.ZU3BRN.1, arahy.Tifrunner.gnm1.ann1.A8XVJK.1	Solyc05T002703.1
OG0006944	arahy.Tifrunner.gnm1.ann1.W1N14J.1, arahy.Tifrunner.gnm1.ann1.KUZ5B2.1	Solyc04T002947.1
OG0006946	arahy.Tifrunner.gnm1.ann1.K96AQG.1, arahy.Tifrunner.gnm1.ann1.YMT1Y5.1	Solyc04T002659.1, Solyc12T002418.1
OG0006948	arahy.Tifrunner.gnm1.ann1.A4T2A7.1, arahy.Tifrunner.gnm1.ann1.NJSK03.1	Solyc01T002101.1
OG0006949	arahy.Tifrunner.gnm1.ann1.8W4KMR.1, arahy.Tifrunner.gnm1.ann1.29QZWB.1, arahy.Tifrunner.gnm1.ann1.DW9AST.2, arahy.Tifrunner.gnm1.ann1.PXJ7J7.1	Solyc04T002749.1, Solyc01T003230.2
OG0006950	arahy.Tifrunner.gnm1.ann1.BKBP00.1, arahy.Tifrunner.gnm1.ann1.XWZ74Q.1	Solyc09T002506.1
OG0006951	arahy.Tifrunner.gnm1.ann1.N9ERRY.1, arahy.Tifrunner.gnm1.ann1.84A022.1	Solyc04T002619.1
OG0006952	arahy.Tifrunner.gnm1.ann1.M5N13L.1	Solyc09T002230.1
OG0006952	arahy.Tifrunner.gnm1.ann1.5C4XQ1.1	PRAM_15758.1.p1
OG0006953	arahy.Tifrunner.gnm1.ann1.ED1SF9.1	Solyc01T003217.1, Solyc03T002492.1
OG0006954	arahy.Tifrunner.gnm1.ann1.TWVU8P.1, arahy.Tifrunner.gnm1.ann1.CF9G3P.1	Solyc09T002143.1
OG0006955	arahy.Tifrunner.gnm1.ann1.XNCV96.1, arahy.Tifrunner.gnm1.ann1.E5Z218.1	Solyc02T002957.1
OG0006956	arahy.Tifrunner.gnm1.ann1.CQB9JC.1, arahy.Tifrunner.gnm1.ann1.6PM354.1	Solyc06T001591.1
OG0006957	arahy.Tifrunner.gnm1.ann1.TPIF41.1	Solyc01T002969.1, Solyc05T002157.1
OG0006958	arahy.Tifrunner.gnm1.ann1.NZ3ZKL.1, arahy.Tifrunner.gnm1.ann1.EUG2WG.1	Solyc04T001712.1
OG0006959	arahy.Tifrunner.gnm1.ann1.XJ8JS0.1, arahy.Tifrunner.gnm1.ann1.N09E78.1	Solyc09T000425.1
OG0006960	arahy.Tifrunner.gnm1.ann1.5TF5AY.1, arahy.Tifrunner.gnm1.ann1.ILUI4C.1	Solyc12T002448.1, Solyc04T002771.3, Solyc12T001998.1
OG0006961	arahy.Tifrunner.gnm1.ann1.BFHA12.1, arahy.Tifrunner.gnm1.ann1.RD3VC2.1	Solyc09T002225.1
OG0006962	arahy.Tifrunner.gnm1.ann1.UYGK8G.1, arahy.Tifrunner.gnm1.ann1.HS5100.1, arahy.Tifrunner.gnm1.ann1.78HSE8.1	Solyc04T002840.1, Solyc04T002476.1
OG0006963	arahy.Tifrunner.gnm1.ann1.HX1S54.1, arahy.Tifrunner.gnm1.ann1.3ZI6V8.1, arahy.Tifrunner.gnm1.ann1.YFT3VK.1, arahy.Tifrunner.gnm1.ann1.XETR8R.1	Solyc01T002023.1
OG0006964	arahy.Tifrunner.gnm1.ann1.A8VMLZ.1, arahy.Tifrunner.gnm1.ann1.VXFY9N.1	Solyc05T002611.1
OG0006965	arahy.Tifrunner.gnm1.ann1.EABL5T.1	Solyc07T001377.1, Solyc12T000309.1
OG0006965	arahy.Tifrunner.gnm1.ann1.RU0HW5.1, arahy.Tifrunner.gnm1.ann1.URH2DX.1	Solyc08T001277.1
OG0006966	arahy.Tifrunner.gnm1.ann1.E862I8.1, arahy.Tifrunner.gnm1.ann1.M4GY8J.1, arahy.Tifrunner.gnm1.ann1.EK7SHL.1	Solyc01T000958.1
OG0006967	arahy.Tifrunner.gnm1.ann1.1JKV8J.1, arahy.Tifrunner.gnm1.ann1.J1L191.1	Solyc10T001869.1, Solyc01T004285.1
OG0006968	arahy.Tifrunner.gnm1.ann1.T832D6.1, arahy.Tifrunner.gnm1.ann1.RWK4UY.1, arahy.Tifrunner.gnm1.ann1.3E1AF2.1, arahy.Tifrunner.gnm1.ann1.Y2LGU1.1	Solyc01T002098.1
OG0006969	arahy.Tifrunner.gnm1.ann1.FMK0QZ.1, arahy.Tifrunner.gnm1.ann1.PGQ24G.1	Solyc01T002667.1
OG0006970	arahy.Tifrunner.gnm1.ann1.QRE12D.1, arahy.Tifrunner.gnm1.ann1.X6PLX1.1	Solyc11T002379.1, Solyc02T002314.1
OG0006971	arahy.Tifrunner.gnm1.ann1.67YT7N.1, arahy.Tifrunner.gnm1.ann1.8618U7.1	Solyc10T002368.1, Solyc10T002353.1
OG0006972	arahy.Tifrunner.gnm1.ann1.HK366X.3, arahy.Tifrunner.gnm1.ann1.0F1RE7.1	Solyc08T001330.1
OG0006973	arahy.Tifrunner.gnm1.ann1.75SEPN.1, arahy.Tifrunner.gnm1.ann1.J4TN1Z.1, arahy.Tifrunner.gnm1.ann1.DC6XCB.2	Solyc10T000093.1
OG0006974	arahy.Tifrunner.gnm1.ann1.2HZ4K3.2, arahy.Tifrunner.gnm1.ann1.ZGF4SU.2, arahy.Tifrunner.gnm1.ann1.CHY7BE.1	Solyc12T002501.1
OG0006975	arahy.Tifrunner.gnm1.ann1.1N4HLL.1, arahy.Tifrunner.gnm1.ann1.NAZL6H.1	Solyc04T002642.1
OG0006976	arahy.Tifrunner.gnm1.ann1.P974E5.1, arahy.Tifrunner.gnm1.ann1.G214E9.1	Solyc04T002692.1, Solyc12T002429.1
OG0006977	arahy.Tifrunner.gnm1.ann1.K1HEIP.1, arahy.Tifrunner.gnm1.ann1.JN9GN2.1	Solyc01T003082.3, Solyc01T003084.1
OG0006978	arahy.Tifrunner.gnm1.ann1.ANJF9J.1, arahy.Tifrunner.gnm1.ann1.132YY9.1	Solyc10T002517.1
OG0006979	arahy.Tifrunner.gnm1.ann1.XT6BWY.1, arahy.Tifrunner.gnm1.ann1.MQUZ88.1	Solyc03T001360.1
OG0006980	arahy.Tifrunner.gnm1.ann1.Q9GEU7.2, arahy.Tifrunner.gnm1.ann1.I0XR4S.1	Solyc09T002653.1
OG0006981	arahy.Tifrunner.gnm1.ann1.FF44RV.1, arahy.Tifrunner.gnm1.ann1.3L0H24.1	Solyc04T002714.1
OG0006982	arahy.Tifrunner.gnm1.ann1.VM96MN.1, arahy.Tifrunner.gnm1.ann1.ZAN4A4.1	Solyc11T000023.1
OG0006983	arahy.Tifrunner.gnm1.ann1.EV27NL.1, arahy.Tifrunner.gnm1.ann1.5G0R51.1	Solyc02T002803.1
OG0006984	arahy.Tifrunner.gnm1.ann1.BL4VV5.1, arahy.Tifrunner.gnm1.ann1.Z5G8E0.1	Solyc09T000367.1, Solyc05T001360.1, Solyc10T002627.1
OG0006985	arahy.Tifrunner.gnm1.ann1.S4Z9Q7.1, arahy.Tifrunner.gnm1.ann1.53Z9F6.1	Solyc02T002912.1
OG0006986	arahy.Tifrunner.gnm1.ann1.1F18R3.1, arahy.Tifrunner.gnm1.ann1.3E1BT5.1	Solyc01T002381.1
OG0006987	arahy.Tifrunner.gnm1.ann1.GI5ZH0.1, arahy.Tifrunner.gnm1.ann1.K81J42.1	Solyc04T000677.2, Solyc10T002399.2
OG0006988	arahy.Tifrunner.gnm1.ann1.YI59MM.3, arahy.Tifrunner.gnm1.ann1.XA6NJF.2	Solyc01T003330.2
OG0006989	arahy.Tifrunner.gnm1.ann1.FK7XM9.1, arahy.Tifrunner.gnm1.ann1.UBVB2N.1	Solyc04T000642.1, Solyc10T002410.1
OG0006990	arahy.Tifrunner.gnm1.ann1.EYL599.1	Solyc09T000063.1
OG0006991	arahy.Tifrunner.gnm1.ann1.7GY2ZZ.1, arahy.Tifrunner.gnm1.ann1.SKI1QK.1	Solyc02T002932.4, Solyc02T001063.1
OG0006992	arahy.Tifrunner.gnm1.ann1.0Y1MFM.1, arahy.Tifrunner.gnm1.ann1.W3D2I3.1	Solyc11T002361.1
OG0006993	arahy.Tifrunner.gnm1.ann1.K7JVCN.1, arahy.Tifrunner.gnm1.ann1.W70S5M.2	Solyc09T000234.1
OG0006994	arahy.Tifrunner.gnm1.ann1.6S3G4W.1, arahy.Tifrunner.gnm1.ann1.M9U11V.1	Solyc04T002762.1
OG0006995	arahy.Tifrunner.gnm1.ann1.9RSW73.2, arahy.Tifrunner.gnm1.ann1.84DKWJ.1	Solyc07T002016.1
OG0006996	arahy.Tifrunner.gnm1.ann1.1W5D66.1, arahy.Tifrunner.gnm1.ann1.NH86F6.1	Solyc09T002247.1
OG0006997	arahy.Tifrunner.gnm1.ann1.E59KL2.1, arahy.Tifrunner.gnm1.ann1.TJ07L6.1, arahy.Tifrunner.gnm1.ann1.S9KT6V.1, arahy.Tifrunner.gnm1.ann1.H11USM.1	Solyc04T002725.1
OG0006998	arahy.Tifrunner.gnm1.ann1.E0VATA.1, arahy.Tifrunner.gnm1.ann1.PA5VTH.1	Solyc06T002339.1, Solyc10T002669.1
