Orthogroup	Prunus_persica	Solanum_lycopersicum
OG0009021	Prupe.1G422600.1	Solyc04T002573.1
OG0009022	Prupe.6G147400.1	Solyc04T001783.1
OG0009023	Prupe.8G242900.1	Solyc06T002752.1, Solyc09T001889.1
OG0009024	Prupe.8G231200.1	Solyc09T002038.1
OG0009025	Prupe.3G091800.1	Solyc03T003024.1
OG0009027	Prupe.2G284000.1	Solyc07T001872.1, Solyc07T001695.1
OG0009028	Prupe.8G140400.1	Solyc01T003914.1
OG0009029	Prupe.1G445300.1	Solyc12T002532.1
OG0009030	Prupe.1G103500.1, Prupe.8G138800.1	Solyc03T003009.1, Solyc06T001755.1
OG0009031	Prupe.1G463600.1	Solyc12T002572.1
OG0009032	Prupe.7G048900.1, Prupe.7G048800.1	Solyc04T000758.1, Solyc10T002375.1
OG0009033	Prupe.2G314600.1	Solyc03T001710.1
OG0009034	Prupe.1G462100.1	Solyc08T000115.1
OG0009035	Prupe.8G238100.1	Solyc09T001971.1, Solyc06T000251.1
OG0009036	Prupe.1G455100.1	Solyc08T001699.1
OG0009037	Prupe.2G313000.1	Solyc03T001725.1
OG0009038	Prupe.3G152800.1, Prupe.5G006600.1	Solyc06T002039.1
OG0009041	Prupe.2G235300.1	Solyc05T002561.1
OG0009045	Prupe.1G066400.1, Prupe.1G066300.1	Solyc05T002276.1, Solyc04T002108.1
OG0009047	Prupe.5G193000.1	Solyc12T001288.1, Solyc07T000914.1, Solyc08T001266.1, Solyc07T000913.1, Solyc06T000339.1, Solyc12T001287.1
OG0009052	Prupe.2G239000.1	Solyc05T002417.1
OG0009055	Prupe.5G209900.1	Solyc03T002749.1
OG0009056	Prupe.5G210200.1	Solyc06T001873.1
OG0009062	Prupe.1G130200.1	Solyc07T002263.1
OG0009072	Prupe.1G378200.1	Solyc04T002812.1
OG0009072	Prupe.7G155700.1	Solyc02T002129.1
OG0009073	Prupe.1G046100.1	Solyc09T002580.1
OG0009078	Prupe.1G365300.1	Solyc04T002905.1
OG0009084	Prupe.8G197400.1	Solyc09T001539.1, Solyc06T000168.1
OG0009089	Prupe.5G166900.1	Solyc03T002496.1
OG0009093	Prupe.1G139600.1	Solyc01T001957.1
OG0009096	Prupe.7G117100.1	Solyc10T002644.1
OG0009100	Prupe.7G224300.1	Solyc12T000238.1
OG0009105	Prupe.4G186000.1	Solyc07T002517.1
OG0009113	Prupe.2G275600.1	Solyc05T002282.1
OG0009116	Prupe.1G307500.1	Solyc12T001575.1
OG0009122	Prupe.4G136800.1	Solyc07T002818.1
OG0009124	Prupe.1G261000.1	Solyc04T000008.1, Solyc05T000129.1
OG0009129	Prupe.2G218600.1, Prupe.2G218400.1	Solyc04T001443.1
OG0009130	Prupe.2G299900.1	Solyc03T000312.1
OG0009132	Prupe.3G223700.1	Solyc02T000835.1, Solyc02T002687.1
OG0009144	Prupe.3G190200.1	Solyc01T003067.1
OG0009145	Prupe.3G314800.1	Solyc01T003520.1
OG0009149	Prupe.7G202800.1, Prupe.7G202900.1	Solyc12T000019.1
OG0009152	Prupe.1G211600.1	Solyc09T002652.1
OG0009155	Prupe.1G047800.1	Solyc03T000069.1
OG0009155	Prupe.8G216100.1	Solyc06T000195.1
OG0009156	Prupe.7G077800.1	Solyc10T002438.1
OG0009158	Prupe.2G071500.1, Prupe.7G098500.1	Solyc05T002638.1, Solyc11T000160.1
OG0009163	Prupe.5G080700.1	Solyc08T000255.1, Solyc08T002231.2
OG0009165	Prupe.4G025400.1	Solyc10T000311.1, Solyc03T000489.1
OG0009167	Prupe.3G265900.1	Solyc11T001976.1
OG0009173	Prupe.1G099000.1	Solyc07T000133.1, Solyc12T000459.1
OG0009176	Prupe.1G570500.1, Prupe.1G570400.1	Solyc01T002302.1
OG0009176	Prupe.7G219600.1	Solyc01T003261.1
OG0009177	Prupe.1G583600.1	Solyc01T003529.1
OG0009179	Prupe.6G037100.1	Solyc10T000066.1, Solyc07T002788.1
OG0009180	Prupe.1G209000.1	Solyc07T001595.1
OG0009188	Prupe.8G149100.1	Solyc01T003879.1
OG0009189	Prupe.4G143300.1	Solyc10T000063.1, Solyc07T002798.1
OG0009190	Prupe.1G267600.1	Solyc05T000197.1, Solyc04T000088.1
OG0009201	Prupe.1G377500.1	Solyc01T004158.1, Solyc04T002817.1
OG0009204	Prupe.1G547600.1	Solyc11T001379.2, Solyc06T001518.1
OG0009208	Prupe.1G082700.1	Solyc07T000204.1
OG0009211	Prupe.4G134800.1	Solyc02T001247.2
OG0009212	Prupe.1G339600.1	Solyc01T000003.2
OG0009214	Prupe.1G386600.1	Solyc07T001009.1, Solyc04T002733.1
OG0009215	Prupe.6G036600.1	Solyc07T002786.1
OG0009216	Prupe.5G125100.1	Solyc08T002527.1, Solyc12T002174.1
OG0009218	Prupe.2G319000.1	Solyc05T000021.1, Solyc12T001017.1, Solyc03T001648.1
OG0009220	Prupe.8G257700.1, Prupe.8G257600.1	Solyc09T000659.1, PRAM_15773.1.p1, Solyc01T003254.1
OG0009222	Prupe.1G313600.1	Solyc05T000418.1
OG0009228	Prupe.1G130300.1	Solyc01T001787.1
OG0009233	Prupe.1G064200.1	Solyc12T000867.1
OG0009235	Prupe.7G262000.1	Solyc07T000049.1, Solyc12T000412.1, Solyc12T000411.1
OG0009236	Prupe.4G164900.1	Solyc12T000675.1, Solyc10T000239.1
OG0009240	Prupe.5G079300.1	Solyc03T001773.1
OG0009242	Prupe.1G429000.1	Solyc04T002616.1
OG0009243	Prupe.2G140600.1	Solyc10T000679.1, Solyc01T002696.1
OG0009245	Prupe.5G117800.1	Solyc08T002476.1, Solyc08T000340.1
OG0009248	Prupe.8G006300.1	Solyc10T001756.1
OG0009249	Prupe.1G227100.1, Prupe.2G107200.1, Prupe.2G107300.1	Solyc09T002401.1
OG0009250	Prupe.1G424700.1	Solyc12T002389.1, Solyc04T002588.1
OG0009252	Prupe.1G154800.1, Prupe.8G128300.1	Solyc04T000941.1, Solyc05T000062.1, Solyc01T002060.1
OG0009254	Prupe.3G204700.1, Prupe.6G145000.1	Solyc12T000114.1
OG0009264	Prupe.8G073600.1	Solyc01T003859.1, Solyc01T003856.1, Solyc01T003858.1, Solyc01T003814.1
OG0009290	Prupe.2G199600.1, Prupe.2G199400.1, Prupe.2G199100.1, Prupe.2G199800.1, Prupe.2G199500.1, Prupe.2G199300.1, Prupe.2G200100.1	Solyc10T000008.1
OG0009293	Prupe.2G072600.1	Solyc03T001898.1, Solyc05T000753.1, Solyc05T000755.1, Solyc05T000757.1, Solyc05T000759.1
OG0009295	Prupe.1G317900.1	Solyc11T002020.1, Solyc11T002019.1, Solyc11T002081.1, Solyc11T002082.1, Solyc11T002079.1, Solyc11T002078.1, Solyc11T002083.1
OG0009299	Prupe.8G217000.1, Prupe.8G217200.1, Prupe.8G217300.1, Prupe.8G217700.1, Prupe.8G226900.1, Prupe.8G217600.1, Prupe.8G217400.1	Solyc09T002127.1
OG0009309	Prupe.1G469800.1, Prupe.1G469500.1, Prupe.1G469600.1, Prupe.1G470300.1, Prupe.1G470500.1, Prupe.1G470600.1, Prupe.1G470400.1, Prupe.1G470100.1	Solyc08T001551.1
OG0009327	Prupe.7G114300.1	Solyc09T000379.1
OG0009330	Prupe.2G175700.1	Solyc01T002878.1
OG0009331	Prupe.5G101000.1, Prupe.2G170700.1	Solyc01T002842.1
OG0009332	Prupe.6G291800.1	Solyc09T000869.1
OG0009333	Prupe.7G091100.1	Solyc01T000152.1
OG0009334	Prupe.8G156000.1	Solyc06T002180.1
OG0009337	Prupe.2G189000.1	Solyc01T002965.1
OG0009338	Prupe.8G209000.1	Solyc06T000186.1
OG0009339	Prupe.8G170900.1	Solyc02T001967.1
OG0009340	Prupe.3G166700.1	Solyc04T001756.1
OG0009341	Prupe.2G162500.1, Prupe.8G034000.1	Solyc05T002079.1
OG0009343	Prupe.7G127400.1	Solyc09T000236.1
OG0009345	Prupe.7G041000.1	Solyc04T000842.1
OG0009346	Prupe.4G030600.1	Solyc02T001683.1
OG0009347	Prupe.7G049700.1	Solyc10T002376.1
OG0009348	Prupe.3G316000.1	Solyc09T002691.1
OG0009349	Prupe.8G235000.1	Solyc09T002001.4, Solyc06T002602.1
OG0009350	Prupe.1G056600.1	Solyc09T002645.2
OG0009351	Prupe.6G059700.1	Solyc09T001280.1, Solyc06T002516.1
OG0009354	Prupe.2G185700.1	Solyc01T002939.1
OG0009356	Prupe.5G128200.1	Solyc08T001452.1
OG0009357	Prupe.7G082900.1	Solyc09T002034.1, Solyc01T003294.1
OG0009359	Prupe.8G205000.1	Solyc09T001794.1, Solyc09T001789.1
OG0009360	Prupe.1G005200.1, Prupe.6G281700.1	Solyc09T000007.1
OG0009362	Prupe.1G398900.1	Solyc03T002185.1
OG0009363	Prupe.2G214800.1, Prupe.8G143100.1	Solyc04T000755.1
OG0009366	Prupe.1G376700.1	Solyc04T002823.1
OG0009368	Prupe.8G214600.1	Solyc09T001866.1
OG0009369	Prupe.8G225500.1, Prupe.8G217800.1, Prupe.8G189500.1	Solyc01T000085.1, Solyc06T000232.1
OG0009371	Prupe.3G026500.1, Prupe.1G002600.1	Solyc12T001385.1
OG0009374	Prupe.6G246000.1	Solyc09T000091.1
OG0009375	Prupe.7G120600.1, Prupe.2G090800.1	Solyc09T000287.1
OG0009376	Prupe.1G048100.1	Solyc09T002596.1
OG0009378	Prupe.2G313100.1, Prupe.2G190700.1	Solyc01T002974.1
OG0009379	Prupe.2G285800.1	Solyc03T000191.1
OG0009380	Prupe.7G128900.1	Solyc10T002677.1
OG0009381	Prupe.1G054000.1	Solyc09T002632.1
OG0009382	Prupe.3G248300.1	Solyc02T002478.1
OG0009383	Prupe.5G155500.1	Solyc03T002389.1
OG0009384	Prupe.2G061900.1	Solyc07T002048.2
OG0009386	Prupe.3G201400.1	Solyc07T001779.1
OG0009387	Prupe.6G274500.1	Solyc05T002393.1
OG0009388	Prupe.3G014300.1	Solyc02T001785.1
OG0009389	Prupe.7G101600.1	Solyc09T000421.1
OG0009391	Prupe.8G262200.1	Solyc09T002263.1
OG0009392	Prupe.1G046500.1	Solyc09T002583.1
OG0009393	Prupe.8G236700.1	Solyc09T001985.1
OG0009394	Prupe.2G137100.1	Solyc02T000894.1, Solyc01T002680.1
OG0009395	Prupe.3G206600.1	Solyc07T001868.1
OG0009396	Prupe.8G236400.1	Solyc09T001987.1
OG0009397	Prupe.6G276600.1	Solyc09T000022.4
OG0009398	Prupe.4G139300.1	Solyc09T002852.1
OG0009399	Prupe.2G187600.1	Solyc01T002954.3
OG0009400	Prupe.2G134500.1	Solyc01T002658.1
OG0009402	Prupe.6G184800.1	Solyc04T001854.1
OG0009403	Prupe.7G089400.1	Solyc10T002552.4
OG0009404	Prupe.6G054600.1	Solyc02T000774.1
OG0009409	Prupe.2G156200.1	Solyc10T000619.1, Solyc01T002761.1
OG0009410	Prupe.6G344500.1	Solyc01T003092.1
OG0009411	Prupe.2G258300.1	Solyc06T000929.1, Solyc10T002678.1
OG0009412	Prupe.4G247300.1	Solyc11T002045.1
OG0009413	Prupe.8G202400.1	Solyc09T001661.1
OG0009414	Prupe.6G234700.1	Solyc09T000196.1
OG0009416	Prupe.6G046600.1, Prupe.6G286100.1	Solyc10T002110.1
OG0009417	Prupe.8G114900.1, Prupe.8G115200.1	Solyc04T000555.1
OG0009418	Prupe.1G225700.1	Solyc10T000120.1
OG0009419	Prupe.7G085100.1	Solyc03T001043.1
OG0009420	Prupe.8G243800.1	Solyc09T001916.1
OG0009421	Prupe.8G212700.1	Solyc09T001861.1
OG0009422	Prupe.7G093700.1	Solyc01T000163.1
OG0009423	Prupe.2G141200.1	Solyc01T002699.1, Solyc01T002594.1
OG0009424	Prupe.8G250300.1, Prupe.8G268100.1	Solyc09T002179.2
OG0009425	Prupe.2G195300.1	Solyc10T000444.1, Solyc10T000442.1, Solyc01T003001.1
OG0009426	Prupe.2G141900.1	Solyc01T002704.1
OG0009427	Prupe.6G285700.1, Prupe.6G047200.1	Solyc09T000750.1
OG0009428	Prupe.1G057500.1	Solyc09T002649.1
OG0009429	Prupe.3G127300.1	Solyc10T000010.1
OG0009430	Prupe.1G008500.1	Solyc09T002723.1
OG0009432	Prupe.8G259300.1	Solyc09T002035.1
OG0009433	Prupe.2G153900.1	Solyc01T002768.1
OG0009434	Prupe.8G261900.1	Solyc06T000289.3
OG0009435	Prupe.7G050000.1	Solyc04T000734.1
OG0009436	Prupe.5G037600.1	Solyc09T002601.1
OG0009437	Prupe.8G224100.1	Solyc09T002106.1, Solyc09T002538.1, Solyc09T002102.1
OG0009438	Prupe.4G133700.1	Solyc07T002823.1
OG0009439	Prupe.2G203900.1	Solyc08T000562.2
OG0009440	Prupe.2G168100.1	Solyc05T002093.1
OG0009441	Prupe.6G236600.1	Solyc09T000180.1
OG0009442	Prupe.2G175500.1	Solyc01T002871.1
OG0009443	Prupe.2G079400.1	Solyc07T000514.1
OG0009444	Prupe.1G471600.1	Solyc06T001715.1
OG0009446	Prupe.2G188000.1	Solyc05T002163.1, Solyc01T002955.1
OG0009447	Prupe.7G114800.1	Solyc09T000336.1
OG0009448	Prupe.2G151000.1	Solyc01T002785.1
OG0009449	Prupe.1G345100.1	Solyc04T000269.1
OG0009450	Prupe.5G120400.1	Solyc08T002492.1
OG0009451	Prupe.6G300800.1	Solyc08T000695.1
OG0009452	Prupe.8G049600.1, Prupe.8G049500.1	Solyc11T002178.1
OG0009453	Prupe.7G124000.1	Solyc10T002874.1
OG0009454	Prupe.6G264500.1	Solyc09T000565.1, Solyc09T000566.1
OG0009455	Prupe.2G149800.1	Solyc01T002789.1
OG0009456	Prupe.2G148200.1	Solyc04T000321.1
OG0009457	Prupe.8G202200.1, Prupe.1G008000.1	Solyc12T002678.1
OG0009458	Prupe.1G547400.1	Solyc11T001370.1
OG0009459	Prupe.2G216400.1, Prupe.2G219400.1	Solyc04T001435.4
OG0009460	Prupe.8G231900.1	Solyc09T002030.1
OG0009461	Prupe.2G178700.1	Solyc01T002897.1
OG0009462	Prupe.8G104900.1, Prupe.7G118200.1	Solyc09T000302.1
OG0009463	Prupe.2G137000.1, Prupe.5G069800.1	Solyc01T002676.2
OG0009464	Prupe.6G029600.1	Solyc12T000748.1, Solyc12T000760.1
OG0009465	Prupe.8G078000.1	Solyc01T003850.1
OG0009468	Prupe.2G151900.1	Solyc01T002779.1
OG0009469	Prupe.2G059500.1, Prupe.8G241300.1	Solyc09T001941.1
OG0009470	Prupe.6G279200.1	Solyc10T002805.1
OG0009472	Prupe.6G257200.1	Solyc09T000504.1
OG0009473	Prupe.8G261000.1	Solyc06T000288.1
OG0009474	Prupe.2G138200.1	Solyc01T002684.1
OG0009476	Prupe.3G167100.1	Solyc06T001463.1
OG0009485	Prupe.4G105800.1	Solyc01T000187.1
OG0009486	Prupe.3G069200.1	Solyc03T003366.1
OG0009488	Prupe.1G312000.1	Solyc04T000141.1
OG0009489	Prupe.1G186700.1	Solyc06T002197.1
OG0009490	Prupe.6G338000.1	Solyc09T000899.1
OG0009491	Prupe.3G058900.1	Solyc12T002008.1
OG0009493	Prupe.1G154600.1	Solyc01T002136.1
OG0009495	Prupe.5G129800.1	Solyc08T000364.1, Solyc08T002557.1
OG0009496	Prupe.1G309200.1	Solyc12T001341.1
OG0009499	Prupe.3G134300.1	Solyc10T001469.2
OG0009500	Prupe.1G136500.1	Solyc01T002240.1
OG0009501	Prupe.6G302900.1	Solyc01T003454.1
OG0009502	Prupe.5G100200.1	Solyc08T002360.2
OG0009504	Prupe.1G356000.1, Prupe.8G173800.1, Prupe.7G177800.1	Solyc01T004368.1
OG0009505	Prupe.2G291800.1	Solyc03T000407.1
OG0009506	Prupe.5G001100.1	Solyc04T003037.1
OG0009507	Prupe.1G313900.1	Solyc05T000416.1
OG0009508	Prupe.6G330300.1	Solyc01T003207.1
OG0009509	Prupe.5G058600.1	Solyc08T002078.1
OG0009510	Prupe.2G212600.1	Solyc05T002729.2
OG0009512	Prupe.7G077500.1	Solyc03T001263.1
OG0009513	Prupe.1G015700.1	Solyc09T002362.1
OG0009514	Prupe.3G063500.1	Solyc06T001682.1, Solyc12T001978.1
OG0009515	Prupe.8G138700.1, Prupe.8G138500.1	Solyc01T003922.1
OG0009516	Prupe.1G155400.1	Solyc09T002313.1
OG0009517	Prupe.8G135100.1, Prupe.8G135300.1	Solyc01T003946.1
OG0009520	Prupe.1G031400.1	Solyc09T002479.1
OG0009521	Prupe.2G208300.1	Solyc05T002672.1, Solyc02T000540.1
OG0009522	Prupe.6G348100.1	Solyc11T000109.1
OG0009523	Prupe.6G170300.1, Prupe.4G171500.1	Solyc04T001671.1, Solyc04T002424.1
OG0009524	Prupe.6G051800.1	Solyc06T002552.1
OG0009525	Prupe.6G312100.1, Prupe.8G133200.1	Solyc01T003386.3
OG0009526	Prupe.1G316900.1	Solyc05T000387.1
OG0009528	Prupe.4G258400.1	Solyc01T000317.1
OG0009529	Prupe.1G052500.1	Solyc12T002643.1
OG0009530	Prupe.2G211400.1	Solyc04T000892.1
OG0009531	Prupe.1G302500.1	Solyc04T000107.1
OG0009532	Prupe.2G095400.1	Solyc11T000273.1
OG0009533	Prupe.2G091100.1	Solyc11T000257.1
OG0009534	Prupe.8G241800.1	Solyc09T001938.1
OG0009535	Prupe.8G253900.1	Solyc09T002200.1
OG0009536	Prupe.2G100000.1	Solyc01T002274.1
OG0009538	Prupe.3G066500.1	Solyc06T001689.1
OG0009539	Prupe.5G133300.1	Solyc03T001655.1, Solyc08T002581.1
OG0009540	Prupe.1G178000.1	Solyc09T002853.1
OG0009541	Prupe.4G024700.1	Solyc12T002492.1
OG0009543	Prupe.1G349500.1	Solyc04T000294.1, Solyc11T000542.4, Solyc04T000293.7
OG0009544	Prupe.1G013600.1	Solyc09T002348.1
OG0009545	Prupe.8G044500.1	Solyc12T002284.1, Solyc04T002193.1
OG0009546	Prupe.6G321800.1	Solyc01T003282.1
OG0009547	Prupe.5G066300.1	Solyc06T001340.1
OG0009548	Prupe.6G310400.1	Solyc01T003399.1
OG0009549	Prupe.7G194500.1	Solyc07T001510.1
OG0009550	Prupe.1G208400.1, Prupe.6G303400.1	Solyc04T001239.1, PRAM_15821.1.p1
OG0009551	Prupe.7G271700.1	Solyc02T000105.1
OG0009552	Prupe.4G026200.1	Solyc02T001703.1
OG0009553	Prupe.2G213200.1	Solyc04T001047.1
OG0009554	Prupe.1G351400.1	Solyc03T000896.1
OG0009555	Prupe.1G532500.1	Solyc12T000920.1
OG0009557	Prupe.8G191100.1, Prupe.8G191300.1	Solyc09T001504.1
OG0009558	Prupe.8G168200.1	Solyc01T004343.1
OG0009559	Prupe.8G045000.1	Solyc04T002204.1
OG0009560	Prupe.3G048500.1	Solyc03T003456.1
OG0009561	Prupe.4G112600.1	Solyc02T001107.1
OG0009563	Prupe.1G466400.1	Solyc08T001568.1
OG0009564	Prupe.2G111500.1	Solyc10T000827.1, Solyc10T000808.1
OG0009565	Prupe.6G302600.1, Prupe.8G045400.1	Solyc01T003457.1
OG0009566	Prupe.3G047000.1	Solyc06T001419.1
OG0009567	Prupe.3G063200.1	Solyc04T001227.1
OG0009568	Prupe.3G075300.1	Solyc03T003335.1
OG0009569	Prupe.5G126100.1	Solyc08T002534.1
OG0009570	Prupe.2G206300.1	Solyc11T000303.1
OG0009571	Prupe.8G188900.1	Solyc06T000157.1, Solyc06T002628.1
OG0009572	Prupe.5G224100.1, Prupe.1G316100.1	Solyc05T000395.2
OG0009573	Prupe.2G106000.1	Solyc08T000768.1, Solyc01T002294.1
OG0009574	Prupe.1G364300.1	Solyc04T002912.1
OG0009575	Prupe.4G112400.1	Solyc08T000595.1, Solyc02T001232.2
OG0009576	Prupe.3G064800.1	Solyc03T003343.1
OG0009577	Prupe.8G204200.1	Solyc09T001719.2
OG0009579	Prupe.8G144800.1	Solyc01T003892.1
OG0009582	Prupe.8G203300.1, Prupe.1G006300.1	Solyc03T001116.1, Solyc12T002671.1, Solyc09T002707.1
OG0009583	Prupe.7G271600.1	Solyc01T000095.1, Solyc12T002843.2
OG0009584	Prupe.7G120200.1	Solyc09T000289.1
OG0009586	Prupe.8G135900.1	Solyc11T001403.2
OG0009587	Prupe.3G063000.1	Solyc12T001983.1, Solyc03T003368.1
OG0009588	Prupe.1G039000.1	Solyc09T002103.1
OG0009588	Prupe.8G224300.1	Solyc09T002537.1
OG0009589	Prupe.3G042700.1	Solyc12T002079.1
OG0009591	Prupe.2G133500.1	Solyc10T000909.1
OG0009592	Prupe.2G281600.1	Solyc03T000224.1
OG0009593	Prupe.6G316200.1	Solyc01T003334.1
OG0009594	Prupe.4G267400.1	Solyc04T000258.1
OG0009595	Prupe.3G020000.1	Solyc12T002165.1
OG0009596	Prupe.2G071100.1	Solyc11T000165.1
OG0009597	Prupe.7G206500.1, Prupe.3G046300.1	Solyc03T003468.2
OG0009598	Prupe.6G327700.1	Solyc10T002903.1
OG0009599	Prupe.1G180600.1	Solyc05T002508.1
OG0009601	Prupe.2G304900.1	Solyc03T000290.1
OG0009602	Prupe.8G166600.1	Solyc10T001962.2, Solyc07T001932.1
OG0009603	Prupe.2G232700.1	Solyc05T002571.1, Solyc04T000425.1
OG0009604	Prupe.3G071900.1	Solyc03T003319.1
OG0009605	Prupe.1G316800.1	Solyc05T000389.4
OG0009606	Prupe.3G019200.1	Solyc06T001465.1
OG0009607	Prupe.3G020600.1	Solyc06T001470.1
OG0009608	Prupe.5G218700.1	Solyc12T000682.1
OG0009609	Prupe.8G193300.1	Solyc06T002640.1
OG0009610	Prupe.3G203100.1	Solyc07T001808.1
OG0009611	Prupe.2G204600.1	Solyc11T000261.1
OG0009613	Prupe.5G230600.1	Solyc03T003199.1
OG0009614	Prupe.1G307300.1	Solyc05T000475.1
OG0009615	Prupe.3G058700.1	Solyc03T003391.1
OG0009616	Prupe.1G004900.1, Prupe.3G076100.1	Solyc09T002713.1
OG0009617	Prupe.3G195600.1	Solyc12T000314.1
OG0009618	Prupe.7G036600.1	Solyc02T001803.1
OG0009619	Prupe.8G124200.1	Solyc01T004020.1
OG0009620	Prupe.1G031500.1	Solyc06T001137.1
OG0009622	Prupe.2G224300.1	Solyc06T000762.2
OG0009624	Prupe.3G202800.1	Solyc05T001857.1
OG0009625	Prupe.3G143700.1	PRAM_26242.1.p1
OG0009627	Prupe.2G131900.1	Solyc01T002611.1
OG0009629	Prupe.6G352500.1	Solyc04T001475.1
OG0009630	Prupe.8G043000.1	Solyc12T002280.1, Solyc04T002184.1
OG0009631	Prupe.2G213100.1	Solyc04T000006.1
OG0009633	Prupe.6G354700.1	Solyc04T001524.1, Solyc01T000632.1, Solyc01T000777.1
OG0009634	Prupe.2G283900.1	Solyc03T000203.1
OG0009636	Prupe.1G004200.1	Solyc12T002663.1
OG0009637	Prupe.6G304700.1, Prupe.8G045300.1	Solyc03T002259.1
OG0009638	Prupe.3G085200.1	Solyc12T001918.1
OG0009640	Prupe.8G211200.1	Solyc08T002395.1
OG0009641	Prupe.8G187200.1	Solyc09T001169.1
OG0009643	Prupe.8G142600.1	Solyc04T001351.1
OG0009644	Prupe.6G313500.1	PRAM_26211.1.p1, PRAM_26212.1.p1
OG0009645	Prupe.1G011600.1, Prupe.8G033000.1	Solyc09T002331.1
OG0009646	Prupe.3G042000.1	Solyc03T003534.1
OG0009648	Prupe.3G070400.1	Solyc03T003309.1
OG0009649	Prupe.8G266200.1	Solyc01T002107.1
OG0009650	Prupe.6G083800.1	Solyc06T002421.2
OG0009651	Prupe.6G022400.1	Solyc11T001840.1
OG0009652	Prupe.1G148100.1	Solyc01T002194.1
OG0009653	Prupe.8G050100.1	Solyc10T000511.1
OG0009654	Prupe.5G156800.1	Solyc11T002479.1, Solyc02T000630.1
OG0009655	Prupe.4G131800.1	Solyc07T002825.1
OG0009656	Prupe.1G079600.1	Solyc07T000451.1
OG0009657	Prupe.3G113500.1	Solyc07T002232.1
OG0009658	Prupe.3G071600.1, Prupe.1G464800.1	Solyc08T001580.1
OG0009659	Prupe.3G133300.1	Solyc11T000849.1
OG0009661	Prupe.4G191100.1	Solyc09T000331.1
OG0009662	Prupe.2G013500.1	Solyc01T002418.1
OG0009663	Prupe.4G148800.1	Solyc12T000548.1, Solyc07T002360.1
OG0009664	Prupe.4G101000.1	Solyc02T000310.1
OG0009666	Prupe.2G000900.1	Solyc01T002316.1
OG0009667	Prupe.2G114700.1	Solyc01T002546.1
OG0009669	Prupe.5G077000.1	Solyc08T002205.2
OG0009670	Prupe.4G200500.1	Solyc12T000033.1
OG0009671	Prupe.3G218000.1	Solyc07T001953.1
OG0009672	Prupe.8G138300.1	Solyc11T000660.1
OG0009673	Prupe.6G067300.1	Solyc05T002062.1, Solyc12T002191.1
OG0009674	Prupe.3G078900.1	Solyc03T003303.1
OG0009675	Prupe.4G143100.1	Solyc07T002800.1
OG0009676	Prupe.4G184700.1	Solyc07T002510.1
OG0009677	Prupe.7G263300.1	Solyc07T000056.1
OG0009678	Prupe.1G483800.1	Solyc04T002439.1
OG0009679	Prupe.3G177200.1	Solyc12T000557.1, Solyc07T002390.1
OG0009680	Prupe.2G045700.1	Solyc01T003031.1
OG0009681	Prupe.7G245200.1	Solyc07T000324.1
OG0009682	Prupe.8G178500.1	Solyc02T000213.1
OG0009684	Prupe.3G228700.1	Solyc07T002190.1
OG0009686	Prupe.4G244300.1	Solyc12T002819.2
OG0009687	Prupe.1G197500.1	Solyc12T001036.1
OG0009689	Prupe.3G028100.1	Solyc08T000556.1
OG0009691	Prupe.1G040600.1	Solyc09T002547.1
OG0009692	Prupe.2G017500.1, Prupe.2G018500.1	Solyc01T002444.1
OG0009693	Prupe.4G148900.1	Solyc07T002357.1
OG0009696	Prupe.2G104100.1	Solyc01T002289.1
OG0009698	Prupe.4G013400.1	Solyc11T000578.1
OG0009699	Prupe.4G182900.1	Solyc10T000199.1
OG0009700	Prupe.1G457600.1	Solyc10T002605.1
OG0009701	Prupe.1G194300.1	Solyc11T001504.1
OG0009702	Prupe.1G217100.1	Solyc12T001808.4
OG0009703	Prupe.7G139900.1	Solyc01T002894.1
OG0009705	Prupe.8G188200.1	Solyc09T001175.1
OG0009706	Prupe.2G012900.1	Solyc01T002415.1
OG0009707	Prupe.4G144100.1	Solyc07T002790.1
OG0009708	Prupe.3G081000.1, Prupe.7G239700.1	Solyc03T002919.7
OG0009709	Prupe.2G152300.1, Prupe.2G152700.1	Solyc12T000324.1
OG0009710	Prupe.3G051000.1	Solyc03T003435.2
OG0009711	Prupe.4G186800.1	Solyc07T002523.1, Solyc12T000600.1
OG0009712	Prupe.1G045100.1, Prupe.8G083300.1	Solyc09T002565.1
OG0009713	Prupe.1G561800.1	Solyc01T002336.1
OG0009715	Prupe.4G135800.1	Solyc10T000262.1
OG0009716	Prupe.2G172100.1	Solyc01T002854.1, Solyc10T000573.1
OG0009717	Prupe.4G205600.1	Solyc07T002587.1
OG0009718	Prupe.5G121100.1	Solyc07T001572.2
OG0009719	Prupe.5G112400.1, Prupe.1G464500.1	Solyc08T001583.4
OG0009720	Prupe.2G035500.1, Prupe.2G035700.1	Solyc01T003003.1
OG0009721	Prupe.6G155400.1	Solyc08T000154.1
OG0009723	Prupe.8G177600.1	Solyc01T004385.1
OG0009725	Prupe.3G164600.1	Solyc10T001727.1, Solyc05T002228.1
OG0009726	Prupe.4G202200.1	Solyc07T002574.1
OG0009728	Prupe.4G248000.1	Solyc11T002041.1
OG0009730	Prupe.2G011700.1	Solyc10T000921.1, PRAM_15617.1.p1
OG0009731	Prupe.6G137100.1	Solyc11T002228.1
OG0009733	Prupe.2G061800.1	Solyc01T003053.1
OG0009734	Prupe.5G048200.1, Prupe.4G246200.1	Solyc03T000141.1
