Orthogroup	Prunus_persica	Capsicum_anuum
OG0005026	Prupe.1G320700.1, Prupe.5G228300.1	CA02g23930, CA11g00060, CA05g12470
OG0005027	Prupe.2G096600.1, Prupe.1G365200.1	CA01g18510, CA00g59300
OG0005028	Prupe.7G252400.1, Prupe.3G092900.1	CA03g32510
OG0005029	Prupe.1G318100.1, Prupe.1G318400.1	CA05g08470, CA05g08480
OG0005030	Prupe.3G034800.1	CA11g06500, CA03g37070
OG0005031	Prupe.8G223800.1, Prupe.1G039500.1	CA06g27900
OG0005032	Prupe.2G293200.1	CA03g17190, CA03g17200, CA03g16160
OG0005033	Prupe.3G037600.1	CA00g68960, CA06g01810
OG0005034	Prupe.3G100500.1, Prupe.3G100400.1, Prupe.1G394800.1	CA01g10020, CA01g30510
OG0005035	Prupe.3G065200.1	CA03g34720, CA12g11750, CA12g11760
OG0005037	Prupe.2G204100.1, Prupe.2G204400.1	CA12g05600
OG0005038	Prupe.2G288900.1	CA03g16670
OG0005039	Prupe.5G231000.1	CA06g17770, CA03g33130
OG0005040	Prupe.3G280100.1	CA00g50080, CA07g03680, CA02g26560
OG0005041	Prupe.3G244000.1	CA02g26620
OG0005042	Prupe.2G296000.1, Prupe.1G518100.1	CA03g17940
OG0005044	Prupe.8G199300.1	CA11g04230
OG0005045	Prupe.6G025800.1	CA00g67560
OG0005046	Prupe.8G166000.1, Prupe.7G264000.1	CA08g19360, CA06g11930
OG0005047	Prupe.6G172900.1	CA12g20680, CA06g22170, CA12g14260
OG0005048	Prupe.7G079900.1	CA10g21260
OG0005050	Prupe.1G312100.1, Prupe.1G312200.1	CA11g00950
OG0005051	Prupe.1G187700.1	CA03g03010, CA12g04300
OG0005052	Prupe.2G284200.1	CA06g06590, CA00g46230
OG0005053	Prupe.4G183900.1	CA07g17800
OG0005054	Prupe.1G123300.1	CA01g14190
OG0005055	Prupe.5G127400.1	CA01g00450
OG0005056	Prupe.3G094600.1, Prupe.4G137500.1	CA01g03330, CA01g03300
OG0005058	Prupe.6G142700.1	CA01g13770, CA11g16060
OG0005059	Prupe.4G227500.1, Prupe.4G227700.1, Prupe.4G227600.1, Prupe.4G227800.1	CA10g01280
OG0005060	Prupe.3G077700.1	CA03g34110, CA06g16930
OG0005061	Prupe.1G478600.1	CA12g11810
OG0005062	Prupe.1G483500.1, Prupe.1G396300.1	CA01g10070
OG0005063	Prupe.6G137400.1	CA06g22830
OG0005064	Prupe.2G002500.1	CA01g26430
OG0005066	Prupe.6G074300.1	CA06g24680
OG0005067	Prupe.4G185400.1	CA09g08360
OG0005068	Prupe.4G196600.1	CA10g00260
OG0005071	Prupe.4G124900.1	CA08g15300
OG0005072	Prupe.2G017800.1	CA01g20890
OG0005073	Prupe.2G016600.1	CA01g20760, CA01g20770
OG0005074	Prupe.5G140000.1	CA06g17440, CA03g30780
OG0005075	Prupe.2G214100.1, Prupe.6G101100.1	CA06g08880, CA11g19040
OG0005076	Prupe.5G138600.1	CA12g12900, CA03g30680
OG0005077	Prupe.6G067900.1	CA06g24880
OG0005078	Prupe.5G175200.1, Prupe.5G175300.1	CA03g28320
OG0005080	Prupe.3G103900.1	CA00g74820, CA03g30340
OG0005081	Prupe.7G083200.1, Prupe.7G095700.1, Prupe.1G210800.1	CA10g21320, CA10g19170
OG0005082	Prupe.2G002900.1	CA01g26380
OG0005083	Prupe.3G064100.1	CA00g46870, CA03g34650
OG0005084	Prupe.4G187100.1	CA07g18030, CA10g00460
OG0005085	Prupe.2G043800.1	CA08g09650
OG0005086	Prupe.3G023800.1	CA03g36480, CA03g36490, CA03g36500
OG0005087	Prupe.3G065100.1, Prupe.4G214200.1	CA03g11860
OG0005088	Prupe.6G093800.1	CA06g23640
OG0005089	Prupe.1G170500.1	CA03g00940
OG0005090	Prupe.7G238100.1	CA12g06090
OG0005091	Prupe.7G099100.1, Prupe.6G138900.1	CA11g16480
OG0005092	Prupe.8G049000.1	CA04g14900
OG0005094	Prupe.2G014300.1	CA01g20250
OG0005095	Prupe.3G082900.1	CA01g10170, CA03g31710
OG0005096	Prupe.2G012700.1	CA01g20230
OG0005097	Prupe.5G169300.1	CA00g00320
OG0005098	Prupe.7G103600.1	CA10g16730, CA09g00260
OG0005099	Prupe.6G065800.1	CA06g24960
OG0005100	Prupe.4G176600.1	CA09g13120
OG0005101	Prupe.4G172900.1	CA10g01520
OG0005102	Prupe.2G041500.1	CA12g22890
OG0005103	Prupe.2G021800.1	CA01g21020
OG0005104	Prupe.6G108600.1	CA05g12770, CA11g17940, CA00g82200
OG0005106	Prupe.5G140700.1	CA03g31340
OG0005107	Prupe.4G134300.1	CA07g21170
OG0005108	Prupe.4G185700.1	CA07g13840, CA10g00480
OG0005109	Prupe.3G081500.1	CA06g17050, CA03g31650
OG0005111	Prupe.2G044200.1	CA08g09670
OG0005112	Prupe.4G144300.1	CA07g15740
OG0005113	Prupe.1G480800.1	CA06g13850
OG0005114	Prupe.4G132000.1	CA02g10400
OG0005114	Prupe.8G174000.1	CA03g11130
OG0005115	Prupe.3G068000.1	CA03g34850
OG0005118	Prupe.1G481100.1	CA00g31260
OG0005119	Prupe.6G092900.1	CA11g14330, CA06g23610
OG0005120	Prupe.6G085900.1, Prupe.6G085800.1	CA11g13330, CA11g13320
OG0005121	Prupe.2G032600.1	CA11g16360, CA06g22980
OG0005122	Prupe.5G147300.1	CA03g21930
OG0005123	Prupe.1G468400.1	CA06g14190
OG0005124	Prupe.4G144400.1	CA09g07940
OG0005125	Prupe.3G044400.1	CA03g35520, CA06g15990
OG0005126	Prupe.6G085300.1	CA11g13420, CA04g03640, CA06g03920
OG0005127	Prupe.4G120400.1, Prupe.4G125700.1	CA10g05220, CA02g19650
OG0005129	Prupe.8G250800.1	CA03g09170
OG0005130	Prupe.4G266100.1	CA11g09410
OG0005131	Prupe.2G004800.1	CA00g95130, CA01g18540, CA10g12330, CA00g95120
OG0005132	Prupe.6G021800.1	CA11g09940
OG0005133	Prupe.3G240200.1	CA02g26350
OG0005134	Prupe.6G110800.1	CA11g18150
OG0005135	Prupe.6G112400.1	CA11g18290
OG0005136	Prupe.6G122400.1	CA11g17510, CA06g23170
OG0005137	Prupe.2G105900.1	CA01g21910
OG0005138	Prupe.1G199500.1	CA06g21700
OG0005139	Prupe.6G114700.1	CA11g17870
OG0005140	Prupe.8G011400.1	CA01g03090
OG0005141	Prupe.7G245000.1	CA07g04390
OG0005143	Prupe.2G038800.1	CA08g08870
OG0005144	Prupe.4G051500.1	CA02g15330
OG0005145	Prupe.6G106900.1	CA11g19680
OG0005146	Prupe.2G212800.1, Prupe.6G103400.1	CA06g23510, CA00g88600, CA11g18900
OG0005147	Prupe.3G070200.1	CA06g16680, CA03g34280
OG0005148	Prupe.7G209600.1	CA07g07200
OG0005149	Prupe.4G045500.1, Prupe.4G184000.1	CA07g17820
OG0005150	Prupe.3G127700.1	CA07g14400, CA10g02900
OG0005151	Prupe.4G205400.1	CA00g83200, CA07g19490
OG0005152	Prupe.5G152000.1	CA03g24610
OG0005156	Prupe.3G077800.1	CA02g00620
OG0005156	Prupe.1G454000.1	CA11g20280
OG0005157	Prupe.2G177200.1	CA04g08800
OG0005158	Prupe.3G078100.1	CA08g15850
OG0005159	Prupe.7G271000.1	CA08g03560
OG0005160	Prupe.4G256000.1	CA11g10570
OG0005161	Prupe.5G115800.1	CA01g01310
OG0005163	Prupe.2G276100.1, Prupe.2G276000.1	CA03g15740
OG0005164	Prupe.5G058100.1	CA00g32440
OG0005165	Prupe.8G098100.1	CA08g18560
OG0005166	Prupe.1G077300.1	CA02g03790
OG0005167	Prupe.1G254300.1	CA11g08250
OG0005167	Prupe.3G283700.1	CA02g29510
OG0005169	Prupe.6G169700.1	CA12g09290
OG0005170	Prupe.1G227200.1	CA05g11710
OG0005171	Prupe.6G005900.1	CA12g22910
OG0005172	Prupe.4G080400.1	CA08g04380
OG0005173	Prupe.4G040300.1	CA07g13340, CA10g03440
OG0005174	Prupe.2G323600.1	CA03g20720
OG0005175	Prupe.2G239600.1	CA06g28350
OG0005177	Prupe.1G387900.1	CA12g17260
OG0005179	Prupe.7G219900.1	CA09g16460, CA00g95460
OG0005180	Prupe.1G558100.1	CA00g53910, CA08g15530
OG0005181	Prupe.6G114800.1	CA06g23360, CA11g18540
OG0005182	Prupe.1G348200.1	CA12g16130, CA04g18140
OG0005183	Prupe.7G243500.1	CA09g17720
OG0005184	Prupe.4G117400.1	CA02g19120
OG0005186	Prupe.1G345900.1	CA03g22160
OG0005187	Prupe.1G235800.1, Prupe.1G236100.1	CA11g09150
OG0005188	Prupe.6G112300.1	CA11g18250
OG0005189	Prupe.8G117100.1, Prupe.8G059700.1	CA03g18620
OG0005190	Prupe.3G127000.1	CA10g02800
OG0005191	Prupe.5G221900.1	CA00g86390
OG0005192	Prupe.5G237700.1	CA03g22870
OG0005193	Prupe.5G125800.1, Prupe.2G313900.1	CA06g09050, CA03g20110
OG0005194	Prupe.4G173100.1, Prupe.3G127400.1	CA00g71790
OG0005195	Prupe.4G054500.1	CA02g04240, CA10g03920
OG0005196	Prupe.2G240500.1	CA00g06700, CA03g13750
OG0005197	Prupe.8G013500.1, Prupe.4G271600.1	CA04g12900
OG0005198	Prupe.4G089000.1	CA12g19150, CA02g10640
OG0005199	Prupe.3G231600.1	CA10g03570
OG0005201	Prupe.6G112200.1	CA11g18230
OG0005202	Prupe.6G003200.1	CA00g61560, CA08g01600
OG0005203	Prupe.2G275100.1	CA03g12390, CA03g12380, CA05g14370
OG0005204	Prupe.4G060300.1	CA02g04070
OG0005204	Prupe.4G170100.1	CA09g12860
OG0005205	Prupe.6G203200.1	CA05g01990
OG0005206	Prupe.2G025800.1, Prupe.8G165400.1	CA08g19310
OG0005207	Prupe.3G159200.1	CA12g07930
OG0005208	Prupe.8G107300.1	CA07g04410
OG0005209	Prupe.8G048900.1	CA12g12950
OG0005210	Prupe.1G575700.1	CA08g14350
OG0005211	Prupe.4G179400.1, Prupe.1G201300.1	CA01g29200
OG0005212	Prupe.1G560200.1	CA08g15440, CA11g09530
OG0005213	Prupe.1G330300.1	CA00g18410
OG0005214	Prupe.8G162500.1, Prupe.8G160300.1	CA12g07570, CA08g18990
OG0005215	Prupe.1G345600.1	CA05g04660
OG0005216	Prupe.1G008800.1	CA03g01130
OG0005218	Prupe.8G018900.1	CA04g12540
OG0005219	Prupe.5G195400.1	CA03g29930
OG0005220	Prupe.6G180300.1	CA00g01610
OG0005221	Prupe.1G283500.1	CA10g13480
OG0005222	Prupe.6G074200.1, Prupe.6G256800.1	CA10g14490
OG0005223	Prupe.1G512300.1, Prupe.6G181100.1	CA06g03560
OG0005224	Prupe.5G100700.1	CA01g02540
OG0005225	Prupe.7G228000.1	CA08g10560, CA09g06380
OG0005226	Prupe.4G107100.1	CA02g00910, CA02g06400, CA02g18830
OG0005227	Prupe.8G158800.1	CA08g18750
OG0005228	Prupe.7G266700.1	CA08g04120, CA08g04130, CA07g01180
OG0005229	Prupe.2G241500.1	CA05g16120, CA00g49410
OG0005230	Prupe.1G091900.1	CA07g00280
OG0005231	Prupe.7G270000.1	CA00g10880
OG0005232	Prupe.1G350100.1, Prupe.1G180200.1	CA06g26130
OG0005233	Prupe.6G000900.1	CA01g16400
OG0005234	Prupe.7G220100.1	CA00g95280, CA09g16440
OG0005235	Prupe.1G167300.1	CA03g00660
OG0005236	Prupe.4G102800.1	CA02g00430
OG0005237	Prupe.4G085100.1	CA07g15730
OG0005238	Prupe.7G254700.1	CA07g02810
OG0005239	Prupe.1G229500.1	CA11g09450
OG0005240	Prupe.4G091400.1	CA02g04930
OG0005241	Prupe.4G205100.1	CA07g19520
OG0005243	Prupe.6G002200.1	CA01g18060
OG0005244	Prupe.4G239800.1	CA07g20280
OG0005245	Prupe.6G187800.1	CA08g15750
OG0005246	Prupe.6G089900.1	CA06g24180, CA11g13870
OG0005247	Prupe.4G108900.1	CA09g03020
OG0005248	Prupe.3G222400.1	CA09g07060, CA07g12480
OG0005250	Prupe.1G263700.1	CA11g06170, CA01g15410
OG0005251	Prupe.1G259100.1	CA11g06860
OG0005252	Prupe.1G234900.1	CA05g08930
OG0005253	Prupe.1G330800.1	CA06g28110
OG0005254	Prupe.1G282100.1	CA11g03620
OG0005255	Prupe.7G177400.1, Prupe.7G177300.1, Prupe.7G177100.1, Prupe.7G177200.1, Prupe.7G177000.1	CA00g66200, CA02g20480
OG0005256	Prupe.1G133900.1	CA12g21420
OG0005257	Prupe.7G025000.1, Prupe.4G060800.1	CA02g14240
OG0005257	Prupe.3G118600.1	CA07g14740
OG0005258	Prupe.1G050300.1, Prupe.6G061400.1	CA03g02600
OG0005259	Prupe.8G006900.1	CA08g13700
OG0005260	Prupe.5G123200.1	CA01g00870, CA01g34560
OG0005261	Prupe.4G067300.1	CA02g13420
OG0005261	Prupe.3G113100.1	CA07g14540, CA04g18030
OG0005262	Prupe.1G286400.1, Prupe.3G255300.1	CA10g13820, CA10g13830
OG0005263	Prupe.8G087100.1, Prupe.8G087300.1	CA01g19680
OG0005264	Prupe.3G286100.1	CA02g29650
OG0005265	Prupe.2G058600.1, Prupe.3G186900.1	CA06g06140
OG0005266	Prupe.2G329400.1	CA12g08310
OG0005267	Prupe.1G295300.1	CA00g30190, CA10g14480
OG0005268	Prupe.4G115400.1	CA02g10490
OG0005269	Prupe.1G271600.1	CA11g05140
OG0005270	Prupe.4G043900.1	CA02g15840
OG0005271	Prupe.7G160300.1	CA02g22080
OG0005271	Prupe.1G374600.1	CA04g21490
OG0005272	Prupe.4G254100.1	CA06g10210
OG0005273	Prupe.4G043300.1	CA02g15660
OG0005274	Prupe.5G226600.1	CA11g00210
OG0005275	Prupe.3G028400.1	CA02g19140
OG0005276	Prupe.7G257500.1	CA07g03170
OG0005277	Prupe.5G069900.1	CA04g12740
OG0005278	Prupe.6G092400.1	CA05g17380, CA11g07770, CA04g05320
OG0005279	Prupe.6G201700.1	CA12g02910
OG0005280	Prupe.7G197100.1	CA00g58170, CA07g06400
OG0005281	Prupe.2G100900.1, Prupe.8G052800.1, Prupe.1G559600.1	CA03g24690
OG0005282	Prupe.1G079500.1	CA07g12300
OG0005283	Prupe.3G213700.1, Prupe.4G220400.1	CA07g11440
OG0005284	Prupe.8G070000.1	CA01g17120
OG0005285	Prupe.4G075300.1	CA02g12190
OG0005286	Prupe.1G337300.1	CA05g07240
OG0005287	Prupe.1G346000.1	CA05g04690
OG0005289	Prupe.1G335100.1	CA09g11190
OG0005290	Prupe.1G204200.1, Prupe.1G163300.1	CA03g00750
OG0005291	Prupe.4G040800.1	CA00g63840
OG0005292	Prupe.6G148800.1	CA06g22500
OG0005293	Prupe.1G110100.1	CA05g07290, CA05g07280, CA05g07270
OG0005294	Prupe.1G262300.1	CA11g06350
OG0005295	Prupe.6G002400.1	CA01g18090, CA01g18080
OG0005296	Prupe.1G306600.1	CA10g17950, CA04g10410
OG0005297	Prupe.5G100400.1	CA01g02610
OG0005298	Prupe.1G348400.1	CA07g21330
OG0005299	Prupe.1G033600.1	CA01g05590
OG0005300	Prupe.1G552200.1	CA04g05590
OG0005301	Prupe.3G159800.1	CA02g24210
OG0005302	Prupe.6G094700.1	CA03g24420, CA11g14450
OG0005303	Prupe.7G150800.1, Prupe.8G101900.1	CA10g07940
OG0005305	Prupe.5G208000.1	CA02g27130
OG0005305	Prupe.5G207900.1	CA03g28600
OG0005307	Prupe.2G033200.1	CA03g11580, CA00g43170
OG0005308	Prupe.6G299700.1, Prupe.2G267700.1	CA03g14610, CA06g09550
OG0005309	Prupe.6G171900.1, Prupe.6G197600.1	CA04g21090
OG0005310	Prupe.4G208500.1	CA07g19410, CA07g19420
OG0005311	Prupe.4G053500.1	CA10g04080, CA00g84250
OG0005312	Prupe.4G061900.1	CA04g01660, CA02g14120
OG0005313	Prupe.2G020400.1	CA02g17700, CA10g21890
OG0005314	Prupe.7G028900.1, Prupe.7G029000.1	CA03g12000
OG0005315	Prupe.1G478400.1	CA03g10440
OG0005316	Prupe.4G197100.1	CA02g17480
OG0005317	Prupe.6G193800.1	CA12g03290, CA05g02220
OG0005318	Prupe.5G171700.1	CA03g26370
OG0005319	Prupe.1G186800.1	CA08g00670, CA06g09340, CA08g00680
OG0005320	Prupe.7G023400.1	CA07g13960, CA08g05550
OG0005321	Prupe.1G394600.1	CA05g01000
OG0005322	Prupe.2G249700.1, Prupe.2G202300.1	CA11g00200
OG0005323	Prupe.1G499900.1	CA06g11960
OG0005324	Prupe.1G241900.1	CA03g07000, CA03g07010
OG0005325	Prupe.3G165800.1, Prupe.8G013000.1	CA12g18510, CA08g02950
OG0005326	Prupe.3G225500.1	CA00g76570
OG0005326	Prupe.3G306900.1	CA01g34860
OG0005327	Prupe.2G056800.1, Prupe.1G508200.1	CA10g22430, CA10g18380
OG0005328	Prupe.8G192500.1	CA00g58420, CA09g09370
OG0005329	Prupe.6G201600.1, Prupe.8G069800.1	CA12g09270
OG0005330	Prupe.8G114000.1	CA08g17870
OG0005331	Prupe.2G265300.1	CA05g15940, CA03g10730
OG0005332	Prupe.2G322200.1	CA03g20840
OG0005333	Prupe.4G183500.1	CA07g17790
OG0005333	Prupe.4G045900.1	CA02g15990
OG0005334	Prupe.3G271700.1	CA02g28530
OG0005335	Prupe.8G059800.1	CA11g14950
OG0005336	Prupe.4G067400.1	CA02g13410
OG0005337	Prupe.1G509100.1, Prupe.1G509500.1, Prupe.1G558600.1	CA11g09600
OG0005338	Prupe.5G030700.1	CA01g07580, CA01g07590
OG0005339	Prupe.8G075100.1	CA01g31300
OG0005341	Prupe.7G031500.1	CA10g21780
OG0005343	Prupe.1G557800.1	CA08g15590, CA08g15550
OG0005344	Prupe.6G150600.1, Prupe.5G010500.1	CA09g16030
OG0005345	Prupe.3G298100.1	CA02g30400
OG0005347	Prupe.2G246400.1	CA05g15230
OG0005348	Prupe.8G064100.1	CA08g15900
OG0005349	Prupe.8G128100.1	CA00g52190, CA02g14460, CA02g14470, CA02g14450
OG0005350	Prupe.5G081300.1	CA01g04120
OG0005352	Prupe.3G305400.1	CA02g09170, CA02g09160, CA02g09410
OG0005353	Prupe.3G297100.1, Prupe.3G297700.1	CA02g30370
OG0005354	Prupe.6G365200.1, Prupe.6G365100.1	CA03g13690
OG0005355	Prupe.1G283400.1	CA11g03550
OG0005355	Prupe.3G257600.1	CA04g10890
OG0005356	Prupe.3G153000.1	CA02g24400
OG0005356	Prupe.1G540000.1	CA04g17160
OG0005356	Prupe.8G076200.1	CA01g31360
OG0005357	Prupe.8G116300.1	CA10g08160, CA08g17650
OG0005358	Prupe.2G058200.1	CA08g11800
OG0005360	Prupe.5G208900.1, Prupe.5G209400.1	CA00g74590
OG0005361	Prupe.8G116200.1, Prupe.4G176800.1	CA08g17660
OG0005361	Prupe.7G138100.1	CA02g25780
OG0005362	Prupe.8G075000.1, Prupe.3G077000.1	CA01g31330, CA01g31290
OG0005363	Prupe.5G242900.1, Prupe.7G008300.1, Prupe.7G008500.1, Prupe.7G008400.1	CA10g22470
OG0005364	Prupe.1G504100.1	CA04g10480
OG0005365	Prupe.6G154700.1, Prupe.6G154600.1, Prupe.3G261800.1	CA02g27880
OG0005366	Prupe.5G113200.1	CA01g01800
OG0005367	Prupe.3G276300.1	CA02g29090, CA02g08800
OG0005368	Prupe.7G022300.1	CA03g23500
OG0005369	Prupe.4G239400.1	CA10g01240, CA07g20250
OG0005370	Prupe.7G016500.1	CA11g08990, CA03g09540, CA09g18210
OG0005371	Prupe.4G037700.1	CA03g09380, CA02g16860
OG0005373	Prupe.1G449200.1, Prupe.1G449300.1, Prupe.1G449100.1	CA01g34880, CA11g20400, CA08g04710
OG0005374	Prupe.4G085300.1	CA04g20900
OG0005375	Prupe.3G270900.1	CA02g28490, CA02g08510
OG0005376	Prupe.1G394400.1	CA07g09130
OG0005377	Prupe.1G140400.1	CA06g11110, CA01g25760
OG0005378	Prupe.3G249400.1	CA02g27030
OG0005379	Prupe.3G239300.1	CA02g23140, CA02g23150
OG0005380	Prupe.2G254100.1	CA04g19110
OG0005381	Prupe.5G212800.1	CA10g05510, CA03g29180, CA10g10080, CA10g05520, CA11g05860
OG0005382	Prupe.4G271200.1	CA01g34780
OG0005383	Prupe.1G218000.1, Prupe.5G221100.1	CA03g36970
OG0005384	Prupe.2G328100.1	CA03g21730
OG0005385	Prupe.5G018400.1	CA01g30650, CA12g18930
OG0005386	Prupe.5G057000.1, Prupe.5G057400.1	CA06g12760
OG0005387	Prupe.3G028500.1	CA11g09670, CA11g09700
OG0005388	Prupe.1G265000.1	CA11g05970
OG0005389	Prupe.1G277900.1	CA05g06340
OG0005390	Prupe.3G171400.1	CA09g08130, CA03g21900, CA07g15290
OG0005391	Prupe.5G092300.1, Prupe.5G092000.1	CA01g03230
OG0005392	Prupe.8G063200.1	CA10g20230, CA06g13190
OG0005394	Prupe.7G118300.1	CA01g07880
OG0005395	Prupe.5G027200.1	CA01g07720
OG0005396	Prupe.1G294200.1	CA00g16330, CA11g02900, CA05g12340
OG0005397	Prupe.7G215000.1, Prupe.6G022500.1, Prupe.2G010000.1	CA09g16700, CA00g57500
OG0005398	Prupe.6G036200.1	CA10g00960, CA07g21000
OG0005399	Prupe.1G337800.1, Prupe.1G521500.1	CA07g20670, CA04g18590
OG0005400	Prupe.5G044200.1	CA00g25150
OG0005401	Prupe.5G015000.1	CA01g29410
OG0005402	Prupe.5G041300.1	CA01g33570, CA06g13090
OG0005404	Prupe.8G183000.1, Prupe.7G188700.1	CA04g04250, CA02g09610
OG0005405	Prupe.8G139100.1	CA08g17080
OG0005407	Prupe.1G267700.1	CA01g14260, CA09g12750, CA11g06310, CA11g05510
OG0005408	Prupe.5G083700.1	CA01g03940
OG0005409	Prupe.7G158200.1	CA02g22180, CA02g22190, CA02g05100
OG0005410	Prupe.2G300800.1	CA03g25820, CA06g05750
OG0005411	Prupe.7G166600.1	CA09g02270
OG0005412	Prupe.3G241700.1	CA02g26410
OG0005412	Prupe.3G286200.1	CA02g29680
OG0005413	Prupe.6G219600.1	CA02g25350, CA12g10400
OG0005414	Prupe.6G231800.1	CA02g14530
OG0005415	Prupe.7G173700.1	CA04g22110, CA02g20840
OG0005416	Prupe.7G150900.1	CA02g22940
OG0005417	Prupe.5G026100.1	CA01g08010, CA00g73400, CA01g33070, CA01g30070
OG0005418	Prupe.5G013500.1	CA01g09100, CA01g09120
OG0005420	Prupe.1G272700.1	CA02g31180
OG0005421	Prupe.1G383000.1	CA02g23030
OG0005421	Prupe.8G102500.1, Prupe.7G148800.1	CA04g20140, CA12g17420
OG0005422	Prupe.5G181000.1, Prupe.5G180900.1, Prupe.5G180700.1	CA06g19490
OG0005423	Prupe.4G025200.1	CA07g19510, CA02g17970, CA02g17980
OG0005425	Prupe.6G199000.1	CA08g16320, CA04g16160
OG0005426	Prupe.1G334300.1	CA08g01390, CA08g01380
OG0005427	Prupe.5G059300.1	CA01g33740, CA01g06230
OG0005428	Prupe.5G246100.1	CA03g23890, CA06g20630
OG0005429	Prupe.8G236500.1, Prupe.1G019000.1	CA03g07090
OG0005430	Prupe.5G113600.1	CA01g01470
OG0005430	Prupe.2G182900.1	CA08g08020
OG0005431	Prupe.1G551000.1	CA03g07510, CA02g16210
OG0005432	Prupe.5G058500.1	CA01g06190
OG0005433	Prupe.2G030400.1, Prupe.2G030500.1, Prupe.8G084800.1, Prupe.8G084400.1	CA00g07080
OG0005435	Prupe.6G214100.1	CA02g24680
OG0005436	Prupe.6G230500.1	CA12g01350
OG0005437	Prupe.8G055100.1	CA04g11250, CA06g14090
OG0005438	Prupe.7G186300.1	CA00g65280, CA02g02060
OG0005439	Prupe.6G035500.1	CA07g20960, CA10g00980
OG0005440	Prupe.5G218200.1	CA03g33830, CA10g17270
OG0005441	Prupe.7G163200.1	CA04g21340, CA04g07010, CA02g21970
OG0005442	Prupe.5G064900.1	CA01g05790
OG0005443	Prupe.5G032300.1	CA01g07450
OG0005445	Prupe.6G217900.1	CA04g08370, CA02g25460
OG0005446	Prupe.8G051700.1, Prupe.8G056100.1	CA04g11610
OG0005447	Prupe.8G267000.1	CA01g23350, CA06g00240
OG0005448	Prupe.1G522400.1	CA04g15720
OG0005449	Prupe.2G038000.1	CA08g08770
OG0005450	Prupe.2G300300.1	CA03g25540
OG0005451	Prupe.2G275400.1, Prupe.5G066200.1, Prupe.7G040900.1	CA04g11850, CA06g12150
OG0005452	Prupe.1G265200.1	CA11g05930
OG0005453	Prupe.5G027000.1	CA01g30050, CA01g07960
OG0005454	Prupe.8G026300.1	CA06g12310, CA04g13210
OG0005455	Prupe.5G063800.1	CA01g27940
OG0005456	Prupe.1G018400.1	CA03g07520
OG0005457	Prupe.4G255000.1	CA06g14120
OG0005458	Prupe.1G417800.1, Prupe.6G214400.1	CA02g24710
OG0005459	Prupe.5G077100.1	CA01g33220, CA01g04570
OG0005460	Prupe.7G152500.1	CA02g22800
OG0005461	Prupe.3G148500.1	CA02g23780
OG0005462	Prupe.5G052300.1	CA01g07050
OG0005463	Prupe.5G239700.1	CA06g20820, CA03g23040
OG0005464	Prupe.7G164700.1	CA02g21820
OG0005464	Prupe.8G086000.1	CA10g08280
OG0005465	Prupe.5G106300.1	CA01g02020
OG0005466	Prupe.5G238400.1	CA03g22890
OG0005467	Prupe.5G089300.1	CA01g03480, CA01g03500
OG0005468	Prupe.5G038200.1	CA00g62850, CA06g13180
OG0005469	Prupe.7G167700.1	CA02g21680
OG0005470	Prupe.3G284100.1, Prupe.6G347800.1	CA02g29540
OG0005471	Prupe.2G290200.1	CA03g16470
OG0005471	Prupe.5G091200.1	CA01g03370, CA01g33520
OG0005472	Prupe.7G188900.1	CA02g09650
OG0005473	Prupe.5G087400.1	CA01g03620
OG0005474	Prupe.5G013900.1	CA01g09150, CA01g09160, CA01g33020
OG0005475	Prupe.5G024500.1	CA01g08110
OG0005476	Prupe.3G002900.1, Prupe.6G221600.1	CA02g25220, CA02g07430
OG0005477	Prupe.7G167200.1	CA02g21630
OG0005479	Prupe.6G220300.1	CA02g25300
OG0005480	Prupe.8G190600.1	CA06g26360
OG0005481	Prupe.1G360800.1	CA04g22090
OG0005482	Prupe.1G433500.1	CA04g18550
OG0005483	Prupe.2G310200.1	CA03g19840
OG0005484	Prupe.5G011300.1, Prupe.5G011400.1	CA02g19830, CA04g22770
OG0005485	Prupe.1G420400.1	CA04g17350, CA04g17340
OG0005486	Prupe.1G407500.1	CA08g03020
OG0005489	Prupe.1G441900.1	CA08g17630
OG0005490	Prupe.6G058600.1	CA12g00820, CA00g84790, CA03g33630
OG0005491	Prupe.8G048000.1, Prupe.8G048200.1, Prupe.8G047700.1, Prupe.8G044900.1	CA03g23240, CA03g23270, CA04g22360
OG0005492	Prupe.7G155600.1	CA02g05320, CA02g22510
OG0005492	Prupe.1G378400.1	CA04g20740
OG0005493	Prupe.1G518800.1	CA04g15500
OG0005494	Prupe.1G354300.1	CA04g22700
OG0005495	Prupe.5G128400.1, Prupe.2G315500.1	CA03g20350
OG0005497	Prupe.8G017000.1	CA04g12800, CA06g10970
OG0005498	Prupe.5G009300.1	CA04g22870
OG0005499	Prupe.1G377800.1	CA02g17220, CA04g20810
OG0005501	Prupe.4G240000.1	CA12g09780, CA10g13960
OG0005502	Prupe.1G369000.1	CA04g23080
OG0005503	Prupe.1G532000.1	CA04g16190
OG0005504	Prupe.5G199400.1	CA03g29650, CA06g18700
OG0005505	Prupe.7G096900.1, Prupe.6G142400.1	CA11g16310
OG0005506	Prupe.1G490000.1	CA00g03130
OG0005507	Prupe.1G375100.1	CA12g17600
OG0005508	Prupe.8G012800.1	CA04g12130
OG0005509	Prupe.1G363100.1	CA04g21960
OG0005510	Prupe.1G370200.1	CA10g15760
