Orthogroup	Prunus_persica	Brassica_napus
OG0006823	Prupe.1G082600.1	CDY39127, CDY49135
OG0006824	Prupe.6G027000.1	CDY24203, CDY43362
OG0006825	Prupe.5G086200.1	CDY26569, CDY16009, CDY30086, CDX98057, CDY68810
OG0006826	Prupe.5G039300.1, Prupe.5G039400.1	CDX84072, CDY66058, CDY01256, CDY01266, CDX93824
OG0006828	Prupe.1G341400.1	CDX84023, CDY68911, CDY69105, CDY45269
OG0006829	Prupe.2G131800.1, Prupe.1G086900.1, Prupe.1G087000.1	CDY11865, CDX88626, CDY25905
OG0006830	Prupe.1G240900.1, Prupe.5G160900.1	CDY34045, CDX83168
OG0006831	Prupe.8G016400.1	CDY40944, CDY70168
OG0006832	Prupe.1G110200.1	CDY41861, CDX93642, CDY20939
OG0006833	Prupe.1G104500.1, Prupe.1G104000.1	CDY33935, CDY05648, CDX85384, CDX86262
OG0006834	Prupe.5G182000.1	CDY46026, CDY45397, CDY72658
OG0006835	Prupe.1G394300.1, Prupe.7G264300.1	CDY23248, CDY55614
OG0006836	Prupe.5G213600.1, Prupe.5G213300.1, Prupe.5G213400.1	CDY23708, CDY02202, CDY62677
OG0006837	Prupe.1G581000.1	CDY39935, CDX95296
OG0006838	Prupe.1G073600.1	CDY68135, CDY39142, CDY70741, CDY01405, CDY12860
OG0006839	Prupe.6G037400.1	CDY71220, CDX68148, CDY48408, CDY31788
OG0006840	Prupe.7G016800.1, Prupe.2G103200.1	CDY15589, CDX86513, CDY06228, CDY09955
OG0006841	Prupe.8G163800.1, Prupe.7G170300.1	CDY22415, CDX90286, CDY12093, CDX72742
OG0006842	Prupe.1G129900.1	CDY09724, CDY09726, CDY38155, CDX90552
OG0006843	Prupe.5G051000.1	CDX90487, CDY09643, CDY42960, CDY35597
OG0006844	Prupe.5G188200.1	CDY00304, CDY61346, CDY70794
OG0006845	Prupe.7G165300.1	CDY33294, CDY29003, CDX90662, CDX73747, CDX77977
OG0006846	Prupe.5G170500.1	CDX87278, CDY16747, CDY00350, CDX72055, CDX84380
OG0006847	Prupe.4G127000.1	CDY68781, CDY24082, CDY72278, CDY25835
OG0006848	Prupe.1G115000.1	CDY49601, CDX85412, CDX86232, CDY00028
OG0006849	Prupe.3G292700.1	CDX91941, CDX74306
OG0006849	Prupe.1G281800.1	CDY45166, CDY03000
OG0006850	Prupe.6G060000.1	CDY51355, CDX97869, CDY02000, CDY45464, CDY02001
OG0006851	Prupe.7G197000.1	CDY16550, CDX92447, CDX70936, CDY45076, CDY51840
OG0006852	Prupe.3G301700.1	CDY13693, CDY28482
OG0006853	Prupe.5G055300.1	CDY09655, CDY09651, CDX90491, CDY42956, CDY35604
OG0006854	Prupe.8G227700.1	CDY06049, CDY53697, CDX71963, CDX98276
OG0006855	Prupe.7G253600.1	CDY48716
OG0006856	Prupe.1G089700.1	CDY11860, CDY58848, CDY68551, CDX88631, CDY25898
OG0006857	Prupe.7G189000.1	CDY26876, CDY14594, CDX88465, CDX87441
OG0006858	Prupe.1G363600.1, Prupe.3G157600.1	CDY53643, CDY50846, CDY32273, CDY40519
OG0006859	Prupe.1G152400.1	CDY02581, CDY47200
OG0006860	Prupe.1G071800.1, Prupe.1G071700.1	CDY20694, CDY69709, CDY11886, CDX88606
OG0006861	Prupe.7G205400.1	CDY54384, CDY38258, CDY11888, CDX88604
OG0006862	Prupe.5G039500.1	CDX93825, CDY66059, CDX84071, CDY71732
OG0006863	Prupe.5G156200.1	CDY48138, CDX84395, CDY41513
OG0006864	Prupe.1G129200.1	CDY20698, CDY61661, CDX69773, CDX85722
OG0006865	Prupe.5G174000.1	CDX84354, CDY00327, CDY56743, CDY16759, CDY72206
OG0006866	Prupe.7G239600.1	CDY45108, CDY45109, CDX88861, CDX70910
OG0006867	Prupe.5G197900.1, Prupe.5G198000.1	CDX87210, CDY02151, CDY64140
OG0006868	Prupe.1G069700.1	CDY16547, CDX92450, CDX70933, CDX70934, CDY51842
OG0006869	Prupe.1G094900.1	CDX88634, CDY68130, CDY02755
OG0006870	Prupe.2G326400.1	CDY38089, CDX85488, CDX69423, CDY16982
OG0006871	Prupe.4G249700.1	CDY67600, CDX82225, CDY32395, CDY19593, CDY06391
OG0006872	Prupe.5G092500.1	CDX98785, CDX94149
OG0006873	Prupe.1G396900.1	CDX76790, CDY71362, CDY68285, CDY66833, CDY34753
OG0006874	Prupe.5G089800.1	CDY71380, CDY41257, CDY13278, CDY47421, CDY67165
OG0006875	Prupe.6G219300.1	CDY43585, CDY37844, CDY08733, CDY36508, CDY18668
OG0006876	Prupe.1G086200.1	CDY12994, CDY49304, CDY03541, CDY14469, CDY14181, CDX68636, CDY28171
OG0006877	Prupe.4G211500.1	CDY19636, CDY65221
OG0006879	Prupe.7G140800.1	CDY18627, CDX81351, CDY12789, CDY01451
OG0006880	Prupe.6G052700.1	CDY67806, CDY66208, CDY65783, CDY70799
OG0006881	Prupe.1G115700.1	CDX90538, CDY09708, CDY34440, CDY32226
OG0006882	Prupe.5G197700.1, Prupe.5G197500.1	CDX98973, CDX70051
OG0006883	Prupe.7G172500.1, Prupe.6G141800.1	CDX72566, CDY47044
OG0006884	Prupe.6G263600.1	CDY59489, CDY07765, CDY18421, CDX93345
OG0006885	Prupe.1G084300.1	CDY52583, CDY30299, CDY49158, CDY49301, CDY49535
OG0006886	Prupe.1G111600.1	CDX92117, CDX95876
OG0006887	Prupe.7G140600.1	CDY38959, CDX89586, CDX89588, CDX69261, CDX75611, CDY42716, CDX72617
OG0006888	Prupe.7G265100.1, Prupe.1G395100.1	CDY02774, CDY32742
OG0006889	Prupe.4G242600.1	CDY06563, CDY20754, CDY28645, CDY17352
OG0006890	Prupe.1G388400.1, Prupe.7G142900.1, Prupe.7G142800.1	CDY12791, CDX89576, CDY38947
OG0006891	Prupe.6G041800.1, Prupe.6G041900.1	CDY54887, CDY10234, CDY09948
OG0006892	Prupe.4G023400.1	CDX98707, CDX94057, CDX82864
OG0006893	Prupe.2G056900.1	CDY00966, CDY08582, CDX98809, CDX70178
OG0006895	Prupe.2G102000.1, Prupe.7G164300.1	CDY45666, CDY17334, CDY20758, CDY06571
OG0006896	Prupe.1G073000.1	CDY65402, CDY53983, CDY52493, CDY32901, CDY38265
OG0006897	Prupe.7G247400.1	CDY37205, CDX81441, CDX81440
OG0006898	Prupe.4G012600.1	CDY63734, CDY19547, CDY03279
OG0006899	Prupe.4G221000.1	CDX71417, CDY04512
OG0006901	Prupe.4G010100.1	CDX76378, CDY27449, CDX94096, CDX98747, CDX79150
OG0006902	Prupe.8G250400.1, Prupe.8G268000.1, Prupe.3G123100.1	CDY39851, CDY31354, CDY41530, CDX84435
OG0006903	Prupe.1G117200.1	CDY33905
OG0006904	Prupe.4G020100.1	CDY31209, CDY21007, CDY49799, CDX97980
OG0006905	Prupe.7G269800.1	CDX95578, CDX83451, CDY29048, CDY23410, CDY30448
OG0006906	Prupe.1G072500.1	CDY23288, CDY05003, CDY30185, CDY30186, CDY46714
OG0006907	Prupe.4G210100.1	CDY17284, CDY19872, CDY18393, CDY54412, CDY18394
OG0006908	Prupe.7G241900.1	CDY30787, CDX71495, CDY45207
OG0006909	Prupe.1G129600.1	CDY34931, CDX74082, CDY08035
OG0006910	Prupe.2G258900.1, Prupe.6G046200.1	CDX73898, CDY08559, CDY00985
OG0006911	Prupe.7G264100.1	CDX72255, CDY39221, CDX68673, CDY28196
OG0006913	Prupe.7G250000.1	CDX93101, CDY50413, CDY68222, CDX81429
OG0006914	Prupe.5G213000.1	CDY46944, CDX80749, CDY45876, CDY15656, CDY62680, CDY02200
OG0006915	Prupe.1G301300.1	CDY16142, CDX95996, CDY04246, CDY07369, CDY59349, CDY55958, CDY36089
OG0006916	Prupe.1G148200.1	CDX90589, CDY09761, CDY09066, CDY22739
OG0006917	Prupe.1G587900.1	CDY37768, CDY21449
OG0006918	Prupe.3G211800.1, Prupe.4G014600.1	CDX98086, CDY30046
OG0006919	Prupe.4G154900.1	CDX89425, CDX92691
OG0006920	Prupe.5G230400.1	CDX95558, CDX95557, CDY18495
OG0006921	Prupe.1G040100.1	CDY66504, CDX77534, CDX85076
OG0006922	Prupe.2G050300.1, Prupe.7G118400.1	CDY07439, CDY16381, CDX91531
OG0006923	Prupe.1G203800.1	CDX71257
OG0006924	Prupe.1G414300.1, Prupe.7G214000.1	CDY14310, CDX94353, CDY14209, CDY43508, CDY06804
OG0006925	Prupe.2G311600.1	CDX88083, CDX80421
OG0006926	Prupe.1G113200.1	CDX83051, CDX68500, CDX83050
OG0006927	Prupe.1G549600.1	CDX90741, CDY60297, CDY71878, CDY65347, CDY65346
OG0006929	Prupe.2G302100.1	CDX88068, CDX80406, CDY05906, CDY08112
OG0006930	Prupe.8G251600.1	CDY22102, CDY21941, CDX97298
OG0006931	Prupe.2G171300.1	CDY40263, CDY20576, CDY58393, CDY16187
OG0006932	Prupe.3G307200.1	CDY58408, CDX69601
OG0006933	Prupe.1G530400.1, Prupe.1G374700.1	CDY34290, CDY03442, CDY24840, CDX92642
OG0006934	Prupe.3G312200.1	CDY19421, CDX98037, CDY66539, CDY21070, CDX71966
OG0006935	Prupe.8G264300.1	CDY52781, CDY22042
OG0006935	Prupe.1G131700.1	CDX85398, CDX86250
OG0006936	Prupe.7G038600.1	CDY22510, CDY35424, CDX79950, CDY23867
OG0006937	Prupe.3G314700.1	CDY28663
OG0006938	Prupe.1G572900.1	CDX92008, CDX74240
OG0006939	Prupe.6G133500.1, Prupe.7G102700.1, Prupe.4G079500.1	CDX79659
OG0006940	Prupe.7G067600.1	CDX72008, CDY06085, CDX88957
OG0006941	Prupe.5G161500.1, Prupe.3G296000.1	CDY21820, CDY48167, CDY39573, CDX77900
OG0006942	Prupe.6G311800.1, Prupe.1G115100.1	CDX93516, CDX94990, CDX94995, CDX94996
OG0006943	Prupe.2G192900.1	CDX88756, CDY37996, CDY67995, CDY67373, CDY60371
OG0006944	Prupe.6G111600.1	CDY62974
OG0006944	Prupe.1G359300.1	CDY65984, CDX73227, CDX87643
OG0006946	Prupe.1G434100.1	CDY43589, CDY69809, CDY69544, CDX71530
OG0006948	Prupe.3G010900.1	CDX83333, CDX95719, CDX80096, CDY37796, CDX83334
OG0006949	Prupe.6G327000.1	CDY05573, CDY25034
OG0006950	Prupe.1G035200.1, Prupe.8G226100.1	CDY47153, CDY12466, CDY49421, CDY12771
OG0006952	Prupe.8G258000.1, Prupe.6G321200.1	CDX99974, CDY19732
OG0006954	Prupe.8G245800.1, Prupe.1G149100.1	CDY08064, CDY58342
OG0006955	Prupe.1G221100.1, Prupe.3G309900.1	CDX67483, CDY11733, CDY48962, CDY68496
OG0006956	Prupe.1G468500.1	CDY39891, CDY23330, CDY71836, CDX97092, CDX85720
OG0006957	Prupe.2G190100.1	CDY70013, CDX90021, CDY70012
OG0006958	Prupe.2G090200.1, Prupe.8G254400.1	CDX93948, CDX89160, CDY11463, CDX76676
OG0006959	Prupe.7G100400.1	CDY28234
OG0006960	Prupe.1G382000.1	CDY60192, CDY40532
OG0006961	Prupe.8G256300.1	CDY37453, CDY01309, CDY32487, CDX86692, CDY15447
OG0006962	Prupe.1G374000.1	CDY47953, CDY12580
OG0006963	Prupe.3G003000.1	CDX67880, CDY25094, CDX76619, CDY11405
OG0006964	Prupe.6G350900.1	CDX74190, CDX94329, CDY30578, CDX92069, CDY49338
OG0006966	Prupe.6G010600.1	CDX82526, CDX82527
OG0006967	Prupe.8G160500.1	CDX82002, CDY13836, CDX99612, CDY15911
OG0006968	Prupe.7G226100.1, Prupe.3G008900.1	CDY22020, CDY07104
OG0006969	Prupe.2G135800.1	CDY37025, CDY27396, CDX83410, CDX95625, CDX83409
OG0006970	Prupe.3G275800.1	CDX86443, CDX86439, CDX85193, CDY69723
OG0006971	Prupe.7G042200.1	CDY41330, CDY56714, CDY00915, CDY08617
OG0006972	Prupe.1G412200.1	CDY67589, CDX91190, CDX70425, CDX78447
OG0006973	Prupe.6G095300.1, Prupe.6G096900.1	CDY67070, CDY29913, CDY12274, CDY22570
OG0006974	Prupe.1G354800.1	CDX87622, CDX73250, CDY31477, CDY29524
OG0006975	Prupe.1G432100.1	CDY02582, CDY17046, CDY40847, CDY43848, CDY25659
OG0006976	Prupe.1G439200.1	CDY17833, CDY17016, CDY06735
OG0006977	Prupe.6G344800.1	CDY21112, CDY30016, CDX74172, CDY40671
OG0006978	Prupe.6G122000.1	CDY61770, CDY35259, CDX70251, CDY41390, CDY41391
OG0006979	Prupe.7G070700.1	CDY14823, CDY47962, CDX71990, CDY06072, CDX71991
OG0006980	Prupe.2G042800.1, Prupe.8G086800.1	CDY52614, CDY50559, CDY08440, CDY42141
OG0006981	Prupe.1G389500.1	CDX68963, CDX68967, CDX75344, CDY69431, CDY45035
OG0006982	Prupe.8G183400.1	CDY50208, CDY69066
OG0006982	Prupe.5G001200.1	CDX75500, CDX69137
OG0006983	Prupe.6G226000.1, Prupe.1G427200.1	CDY34265, CDY03476, CDY10993, CDX92622
OG0006984	Prupe.7G113700.1	CDX79669, CDX84566
OG0006985	Prupe.1G232000.1, Prupe.3G302900.1	CDX78566, CDX70548, CDY57894, CDX69596
OG0006986	Prupe.3G315100.1	CDY13650, CDX83636, CDY28535, CDY48980
OG0006987	Prupe.7G056500.1	CDY35405, CDY22534, CDY23835, CDX79923
OG0006988	Prupe.1G315600.1	CDX81511
OG0006988	Prupe.6G316800.1	CDY31109
OG0006989	Prupe.7G063400.1, Prupe.7G063600.1	CDY06904, CDY14789
OG0006990	Prupe.6G249100.1	CDX74962, CDX91361, CDY07580, CDY52748, CDX78189, CDX73542, CDX77881
OG0006991	Prupe.3G306100.1	CDY52398, CDY13680
OG0006992	Prupe.1G414100.1	CDX78444, CDX70421, CDY61439, CDX69732, CDX97144
OG0006993	Prupe.2G207900.1, Prupe.7G127600.1, Prupe.7G127800.1	CDY44368, CDY04883, CDY38419
OG0006994	Prupe.1G382600.1	CDY23656, CDY10615, CDY25676, CDY17811, CDY17001
OG0006995	Prupe.8G249700.1	CDY29645, CDX94535, CDX97798, CDY47119, CDY47120
OG0006996	Prupe.8G260000.1	CDY32484, CDY32483, CDY37456, CDY15269, CDX89937
OG0006997	Prupe.1G387800.1	CDY69225, CDY23916, CDY02401
OG0006998	Prupe.7G125900.1	CDY53270, CDX83623, CDY13639
OG0006999	Prupe.1G580200.1, Prupe.1G580400.1, Prupe.1G580300.1, Prupe.1G580500.1	CDY06955, CDY14751
OG0007000	Prupe.3G299200.1	CDY48354, CDY34158, CDX83679, CDY13703, CDX83675
OG0007001	Prupe.5G092800.1, Prupe.7G121200.1	CDX75028, CDY13320
OG0007002	Prupe.6G331000.1	CDY19717, CDX99989, CDX86168, CDX80661
OG0007003	Prupe.2G188600.1	CDX67863, CDY25075, CDY03160, CDX71706, CDY11380
OG0007004	Prupe.7G082700.1	CDY01092, CDX73837, CDY00755, CDY01091, CDY01084
OG0007005	Prupe.6G308400.1, Prupe.6G308100.1, Prupe.6G307900.1, Prupe.6G308000.1	CDX94973, CDY64753
OG0007006	Prupe.8G215900.1	CDX89846, CDY18203, CDY07302, CDY15486, CDX86653
OG0007008	Prupe.5G009400.1	CDY65898, CDY29510, CDY71351, CDY03322
OG0007009	Prupe.8G268900.1	CDX87024, CDY68751, CDX80603, CDY25008
OG0007010	Prupe.1G374800.1	CDX90098, CDY11777, CDX84919, CDX84920, CDY27624
OG0007011	Prupe.6G097000.1	CDY09209, CDX86014, CDY53841
OG0007012	Prupe.4G242800.1	CDY28644, CDY17353, CDY66690, CDY36758, CDY06562, CDY20753
OG0007013	Prupe.1G124800.1, Prupe.1G125100.1	CDY57864, CDY24918, CDY24917, CDY28349, CDY34968
OG0007014	Prupe.1G085200.1, Prupe.1G085100.1	CDY61499, CDY47945, CDY38296, CDY25910, CDY49467, CDX94409
OG0007015	Prupe.2G195000.1, Prupe.1G301400.1, Prupe.5G214100.1	CDY59874, CDY04172, CDY48076, CDY51605
OG0007016	Prupe.1G153700.1	CDY02573, CDY47206, CDY68209, CDX92546
OG0007017	Prupe.1G562700.1	CDY01662, CDX74523
OG0007018	Prupe.3G179400.1	CDY06657, CDY09962, CDY06222
OG0007019	Prupe.4G156400.1, Prupe.4G156300.1	CDX88457, CDX87449, CDY11656, CDY14608, CDY26869
OG0007020	Prupe.4G234400.1, Prupe.4G234100.1	CDY36755, CDY66686
OG0007022	Prupe.1G482600.1	CDX97084, CDX69781, CDX75224, CDX68821, CDY61387
OG0007023	Prupe.6G281800.1, Prupe.6G053300.1	CDX90634, CDY29046, CDX78039, CDX73692
OG0007025	Prupe.8G085500.1	CDX73180, CDY47512, CDY13562, CDY22398, CDX72722
OG0007026	Prupe.3G143200.1	CDY31168
OG0007027	Prupe.6G028500.1	CDX92814, CDY42728
OG0007028	Prupe.2G254300.1	CDX70147, CDX98846, CDY04953, CDY14111, CDY04954
OG0007029	Prupe.3G014000.1	CDX85465, CDY02720, CDY02718
OG0007030	Prupe.1G528500.1, Prupe.6G196800.1	CDY08793, CDY14563
OG0007032	Prupe.6G113000.1, Prupe.6G152400.1	CDX88827, CDX70958, CDY16590, CDX92415
OG0007033	Prupe.7G116600.1, Prupe.7G116500.1	CDX73593
OG0007034	Prupe.8G123800.1	CDY02282, CDX89670, CDX71234, CDX89669
OG0007035	Prupe.1G513700.1	CDY41876
OG0007035	Prupe.8G062600.1	CDX87479
OG0007036	Prupe.1G113000.1	CDX95879, CDY39013
OG0007037	Prupe.2G299500.1, Prupe.5G076000.1	CDX91656, CDY27062, CDY27824
OG0007038	Prupe.4G103800.1, Prupe.3G149500.1	CDY36765, CDY11978, CDY28638, CDY17358
OG0007039	Prupe.6G153600.1	CDY16592, CDX92413, CDY09094
OG0007040	Prupe.1G585500.1, Prupe.5G024800.1	CDX84305, CDY17261, CDX84640, CDX79567
OG0007041	Prupe.2G254800.1	CDY38417, CDX70148, CDX98845
OG0007042	Prupe.3G179900.1	CDY30376, CDY14867, CDY55500
OG0007043	Prupe.2G028500.1, Prupe.7G020900.1, Prupe.2G099800.1, Prupe.2G032400.1	CDY16701, CDY67787
OG0007044	Prupe.2G273000.1	CDY05273, CDY23583, CDY24685, CDX74099, CDY08044
OG0007045	Prupe.3G202000.1	CDX93072, CDX93073, CDY50038
OG0007046	Prupe.1G573900.1	CDY34497, CDY55750, CDX84769, CDY23929
OG0007047	Prupe.8G088300.1	CDX82028, CDY15896, CDY13819
OG0007048	Prupe.4G265800.1	CDY44916, CDY65062, CDX92534, CDY13995
OG0007049	Prupe.1G529900.1	CDY31068, CDY20676, CDX94953, CDX93484
OG0007050	Prupe.3G007400.1	CDX76626, CDY11413, CDX83337, CDX95715
OG0007051	Prupe.2G252000.1	CDY11325, CDX80962, CDY04956, CDY14109
OG0007052	Prupe.3G198700.1	CDX74630, CDY37638
OG0007053	Prupe.4G141300.1, Prupe.1G588200.1, Prupe.2G234600.1, Prupe.6G266400.1	CDY02440, CDY66392, CDY26102
OG0007055	Prupe.1G511800.1, Prupe.1G558300.1	CDX88404, CDX87487
OG0007056	Prupe.3G011600.1	CDY54442, CDY16421, CDY39273, CDY07461
OG0007057	Prupe.3G187400.1	CDY58744, CDY39510, CDY71787, CDY37400, CDY66181
OG0007058	Prupe.3G249100.1	CDY49068, CDX67420
OG0007060	Prupe.2G188200.1	CDX67861, CDY25073, CDX71707, CDY11379
OG0007061	Prupe.6G040100.1	CDY58563, CDX88668, CDY02810, CDY32994, CDY43864
OG0007062	Prupe.6G327600.1	CDY19720, CDX99985, CDY25036, CDY05575
OG0007064	Prupe.4G075100.1	CDY26314, CDY26725, CDX99854, CDX99855, CDX90214, CDY71411
OG0007065	Prupe.3G159400.1	CDY49939, CDY21210, CDY50700, CDY43127
OG0007067	Prupe.4G048800.1, Prupe.7G084000.1	CDX84287
OG0007068	Prupe.1G251200.1	CDY20612, CDY20962, CDY34877, CDY54228, CDY37962, CDX93397
OG0007069	Prupe.2G155000.1	CDY18907, CDX74759, CDY53892, CDX90063, CDY15147
OG0007070	Prupe.7G053600.1, Prupe.6G114000.1	CDX83403, CDX95628, CDY18945, CDX74714
OG0007071	Prupe.1G076800.1	CDX94407, CDX89389, CDX94408, CDX89390, CDY38283, CDY25924
OG0007072	Prupe.8G206900.1	CDY15119, CDX93032
OG0007075	Prupe.6G255200.1	CDY62566, CDX86819, CDY40350, CDX80816, CDY55558
OG0007076	Prupe.1G218200.1	CDY09776
OG0007077	Prupe.3G023700.1	CDX82257, CDY36050, CDY25400, CDY29805
OG0007078	Prupe.1G223300.1	CDX84936, CDY27602, CDY27601, CDX84937, CDY66860, CDY11827
OG0007080	Prupe.3G023200.1	CDY29811, CDY25404, CDY36048, CDX82255, CDY29807
OG0007081	Prupe.2G169900.1	CDY18893, CDX74771
OG0007081	Prupe.2G170000.1	CDY07213, CDY51154
OG0007082	Prupe.6G363600.1	CDY50692, CDY43132, CDY50691
OG0007083	Prupe.6G259200.1	CDY55122, CDY41619, CDY44695
OG0007084	Prupe.1G583200.1	CDX76518, CDY01549, CDY68706, CDX99459, CDX78869
OG0007086	Prupe.1G582400.1	CDY04367, CDY31801, CDY53145, CDY29168, CDY39921
OG0007087	Prupe.1G326200.1	CDY25768, CDY04744, CDY21415
OG0007088	Prupe.3G022700.1	CDX88489, CDX87424, CDY57944, CDX79274
OG0007089	Prupe.5G226900.1	CDX95542, CDY51934, CDX75960, CDY40602, CDY18510, CDX93689
OG0007090	Prupe.4G012900.1	CDY35231, CDY16690, CDX94534
OG0007091	Prupe.4G012800.1	CDX82929, CDX79143, CDX94089, CDX98741
OG0007092	Prupe.1G142400.1	CDX70836, CDX92590, CDY13912, CDY37972, CDX88925
OG0007093	Prupe.1G576500.1	CDY71135, CDY39914
OG0007094	Prupe.7G193700.1	CDY72130, CDX70942, CDX92436, CDY16561
OG0007095	Prupe.4G089600.1	CDY21330, CDY62001, CDY45049, CDY28878, CDY39169
OG0007096	Prupe.1G210000.1	CDX73670, CDX78051
OG0007097	Prupe.2G170600.1, Prupe.1G174800.1	CDX71743, CDY48925, CDY42499, CDX89111
OG0007098	Prupe.2G127900.1	CDY58904, CDY56995, CDY56994, CDY27405, CDY37014
OG0007099	Prupe.4G018300.1, Prupe.4G049900.1	CDY16667, CDX94555
OG0007100	Prupe.6G009200.1	CDY08233, CDY26117
OG0007101	Prupe.1G324300.1	CDX72765, CDX96292, CDY03709, CDY06739, CDY09504
OG0007102	Prupe.1G208500.1	CDY46057, CDY46894, CDY70661, CDX82360, CDX92142, CDX95842, CDY27201
OG0007103	Prupe.4G115500.1	CDX71971, CDY06051, CDX98273, CDX98270, CDX67722
OG0007104	Prupe.4G002700.1, Prupe.6G028100.1	CDX77796
OG0007105	Prupe.1G353700.1, Prupe.8G178000.1	CDX95193, CDY68037
OG0007106	Prupe.1G577500.1	CDY11011, CDY69165, CDY34280, CDY03455, CDY21441, CDX83174
OG0007107	Prupe.6G010200.1	CDY08230, CDY26121, CDY10580
OG0007108	Prupe.3G187600.1	CDY32270, CDY40516, CDX68529, CDY60712, CDX90500
OG0007109	Prupe.3G010400.1	CDY19091, CDY15384, CDY56616, CDY10802
OG0007109	Prupe.3G009900.1	CDY56618
OG0007110	Prupe.1G143600.1	CDY18852, CDY08057, CDX74109, CDY24702, CDY05254
OG0007112	Prupe.5G000800.1, Prupe.5G000700.1	CDY29481, CDX96607, CDY33665
OG0007113	Prupe.4G108200.1	CDY18768, CDY18790, CDY05156, CDX76778, CDY27778
OG0007114	Prupe.3G261300.1	CDX86381, CDX85258, CDY04067, CDY44400, CDY19993, CDY00097
OG0007115	Prupe.2G128200.1	CDX72627, CDX72628, CDX69307, CDX75653, CDX75655, CDY29550
OG0007116	Prupe.1G317200.1	CDY48870, CDX77237, CDY16506, CDY29343, CDY59128
OG0007117	Prupe.4G081200.1	CDY63842, CDX90225, CDY26296, CDX99881
OG0007118	Prupe.1G151800.1	CDY58338, CDY08066, CDY18843, CDY24717, CDY05233
OG0007119	Prupe.7G058500.1, Prupe.5G153100.1	CDY11038, CDX92657, CDY03413, CDY34316
OG0007120	Prupe.3G184300.1	CDY59807, CDY06503, CDY06501, CDY22734, CDY09058
OG0007121	Prupe.4G090500.1	CDX82852, CDX79088, CDX94052, CDX98701
OG0007122	Prupe.1G124100.1	CDY34926, CDY33926, CDY60419, CDX86251, CDX85397
OG0007123	Prupe.3G242800.1	CDY01786, CDX96108, CDY12623, CDY54119
OG0007124	Prupe.1G572800.1	CDY04767
OG0007125	Prupe.5G131200.1	CDY34380, CDY25531, CDY38220, CDY08323, CDY08324
OG0007126	Prupe.3G191700.1	CDY29591, CDY03609, CDY70844, CDX96588
OG0007127	Prupe.4G090400.1	CDY39164, CDY46364, CDY60369, CDY21329, CDY62002
OG0007128	Prupe.1G579900.1	CDX91540, CDY16375, CDX83177, CDY21444
OG0007129	Prupe.8G007500.1	CDY10117, CDY47277, CDY66704, CDY68306
OG0007130	Prupe.1G578700.1	CDY24837, CDY08933, CDY03457, CDY34278
OG0007131	Prupe.1G326600.1	CDY17669, CDY65925, CDY52384, CDY40371
OG0007132	Prupe.1G159300.1	CDY33924, CDY70877, CDX86248, CDY56435
OG0007133	Prupe.4G115600.1	CDX98234, CDY02353, CDY43172, CDY12444, CDY27171
OG0007134	Prupe.5G198800.1	CDX87208, CDY16815, CDY02155, CDY23069
OG0007137	Prupe.3G304600.1	CDX83663, CDX67478, CDY11722
OG0007138	Prupe.1G049300.1	CDY56070, CDY43713, CDY47367, CDY01130
OG0007139	Prupe.1G350300.1	CDX82265, CDY33443, CDY42226, CDY36064, CDY24566, CDY25372
OG0007140	Prupe.2G288600.1	CDX86922, CDY30698, CDY16794, CDX87231
OG0007141	Prupe.3G035700.1	CDY08217, CDY26147, CDY51404, CDY33245, CDY39102, CDY52270
OG0007143	Prupe.6G017800.1	CDX78502, CDX70490, CDX69676, CDX97219
OG0007144	Prupe.1G190100.1, Prupe.2G008700.1, Prupe.4G287700.1	CDY26284, CDY49628, CDY59232, CDX90236
OG0007145	Prupe.8G193800.1	CDY28060, CDY35924, CDY34904, CDY60822
OG0007146	Prupe.6G246800.1, Prupe.2G225400.1	CDY44644, CDX74851, CDX93268, CDX80279, CDX80630
OG0007147	Prupe.8G266600.1	CDY27494, CDX80099, CDY37799, CDX99531, CDX99530, CDX86871
OG0007149	Prupe.2G083700.1	CDY05539, CDX80579, CDX88233, CDY68653
OG0007149	Prupe.6G303800.1	CDX74127
OG0007150	Prupe.2G078500.1, Prupe.2G078900.1	CDY65399, CDX76157, CDX78223, CDX73494
OG0007151	Prupe.2G012500.1, Prupe.7G066300.1	CDY23184, CDY60634, CDY29064, CDX78061, CDX73660
OG0007152	Prupe.1G462000.1	CDX68739, CDY28260, CDY36446, CDX76815, CDY34772
OG0007153	Prupe.1G462800.1	CDY08151, CDY05943, CDX86966, CDY00212
OG0007155	Prupe.8G243600.1	CDY67797, CDY63340, CDX89173, CDX93935
OG0007156	Prupe.6G238200.1, Prupe.6G099500.1	CDY30878, CDX76217, CDY56693, CDX78173
OG0007158	Prupe.7G013700.1	CDY08860
OG0007159	Prupe.5G218500.1	CDY56777, CDX72120, CDY32023, CDX67653, CDX67652, CDY32022
OG0007160	Prupe.3G261900.1, Prupe.1G281100.1	CDY44064, CDY28547, CDX95938, CDY40918, CDY51505
OG0007161	Prupe.1G453900.1	CDY51661, CDY70660, CDY23339, CDX68881, CDX75273
OG0007165	Prupe.2G145800.1	CDX71344, CDX89080, CDY52345, CDX71775, CDY56729, CDX67842
OG0007168	Prupe.2G229600.1, Prupe.2G229700.1	CDX73390, CDY40210, CDY70303
OG0007171	Prupe.7G125800.1	CDX80870, CDY11255, CDY44371, CDY04886, CDX70302, CDY11027, CDY10376
