Orthogroup	Capsicum_anuum	Brassica_napus
OG0004379	CA06g20110, CA00g00260	CDY53953, CDY21814, CDY48156
OG0004380	CA00g73560	CDY54761, CDY64292
OG0004381	CA01g31380, CA01g31370	CDY58262, CDX84527
OG0004382	CA02g03240	CDX90855, CDY21296
OG0004382	CA02g03230, CA02g03210	CDY16674, CDX94547
OG0004383	CA02g27860, CA12g09490, CA02g27870	CDX78627, CDX70608, CDY26419, CDX96917, CDY14895
OG0004384	CA01g26190	CDX99563, CDY65151, CDY25493, CDY34351, CDY45368, CDY49892
OG0004385	CA01g07970	CDX96034, CDY01905, CDY12704, CDY54095, CDY44703
OG0004386	CA11g06040, CA06g19370, CA03g27730	CDY45394, CDX73114, CDX73113
OG0004387	CA12g03080	CDX76916, CDY13754, CDY25603, CDX89481
OG0004388	CA02g29740, CA02g00230	CDX86471, CDY44433, CDY20036, CDY00146
OG0004389	CA10g09750, CA02g21120	CDX76330
OG0004390	CA02g24900, CA04g18150	CDY22366, CDX71500
OG0004391	CA02g14560, CA04g18380	CDY40848, CDY17045
OG0004392	CA08g04650, CA00g82840	CDY06860, CDY35229, CDX92899, CDY50929
OG0004393	CA02g26170, CA02g07810	CDX76853, CDY46066, CDX89594, CDY39665
OG0004394	CA01g07630, CA03g21650, CA06g21300	CDY60787, CDX78795
OG0004395	CA00g80010	CDY03703, CDY09512, CDX72774, CDX96300, CDX68326, CDY49224
OG0004396	CA11g03690, CA03g29700	CDY53942, CDY37192, CDY03002, CDY45168
OG0004397	CA07g08690	CDX68610, CDY43543, CDY14196, CDY03556
OG0004398	CA11g02270	CDX81562, CDY45848, CDX95981, CDY33582, CDY38693, CDY04260, CDY07363
OG0004399	CA01g10670	CDY12564, CDX95388, CDX99770, CDY57317, CDX91723, CDY47633, CDY61547
OG0004400	CA01g14150, CA03g33030	CDY18500, CDX95552, CDY51933, CDX75959
OG0004401	CA01g08060	CDY51816, CDY31700, CDX84109, CDY35537, CDY29930, CDY70756, CDY41746
OG0004402	CA01g33630, CA01g06740	CDY07705, CDY14437
OG0004403	CA06g17780	CDX92200, CDY18497
OG0004404	CA02g30980, CA02g29520	CDX76113, CDY02929, CDX73394, CDY40207, CDY36242
OG0004405	CA01g33300	CDX90815, CDY51554, CDX94131, CDX98774
OG0004406	CA01g14270, CA11g05740, CA11g05730	CDY16216, CDY14708, CDY44572
OG0004407	CA03g27750, CA01g32680	CDX87267, CDY16762, CDY00321, CDX84346
OG0004408	CA01g08850	CDY12300, CDY49157, CDY47689, CDY50950, CDY50651, CDY51761
OG0004409	CA02g20820, CA04g05610	CDY07819, CDY29199, CDY24371, CDY20815
OG0004410	CA05g06300, CA00g18750	CDX80363, CDX88026, CDY68874, CDX81101, CDY60225
OG0004411	CA01g05710	CDX84603, CDX79618, CDY59471, CDY42938
OG0004412	CA03g16930, CA01g11090	CDX89421, CDX94456, CDX92695, CDY49705
OG0004413	CA11g09110, CA11g09120	CDY15282, CDX93756
OG0004414	CA02g22220	CDX73773, CDX77962, CDY67893, CDY28989, CDX90677, CDY18608
OG0004415	CA10g00920	CDY20737
OG0004415	CA10g00910	CDY66434, CDY49390, CDY36789, CDY69423, CDY11941
OG0004416	CA02g05170	CDY25155, CDY46303, CDY64111
OG0004416	CA06g04390	CDY30319
OG0004417	CA02g07480	CDY38928
OG0004417	CA02g25050	CDY57680
OG0004418	CA02g07600	CDY57436, CDY12841
OG0004418	CA02g07510	CDY68490
OG0004419	CA03g16630	CDY12029, CDX99655, CDY26573, CDY16015, CDY21058, CDY58607
OG0004421	CA01g03910	CDX98058, CDY58615, CDX83000, CDY21054, CDY30085
OG0004422	CA05g19250, CA00g70530	CDX99321, CDX92267, CDX82328, CDX75985
OG0004423	CA02g24700, CA04g16680	CDY65680, CDY08162
OG0004424	CA06g19970, CA08g04890, CA11g09000	CDY14839, CDY47975
OG0004425	CA05g08750, CA00g79960	CDX77814, CDY17683, CDY37370, CDY40387, CDY03702, CDY09514
OG0004426	CA02g07660, CA02g25000	CDY28331, CDY51943
OG0004427	CA03g27020	CDX91942, CDX74305, CDY12390, CDY47555
OG0004428	CA12g03460, CA04g08650	CDY36378, CDY00161, CDY20055, CDY13700
OG0004429	CA06g17870	CDY51941, CDX75966, CDY69369, CDY18519, CDY67593, CDY68680, CDY70041
OG0004430	CA01g05480	CDY60713, CDX90501, CDY40517, CDY32271
OG0004431	CA06g17670, CA03g31030	CDX92171, CDX95810, CDY72405, CDX95570, CDY18478
OG0004432	CA01g05370, CA02g22890	CDX85415, CDX86230
OG0004433	CA06g19010, CA11g04560	CDY46432
OG0004434	CA02g20060, CA02g02100	CDX73719, CDX78007, CDY33277, CDY16304
OG0004435	CA04g07800, CA02g07410, CA02g25310	CDY08727, CDY02106, CDY23031
OG0004436	CA03g07760, CA03g07750	CDX87052, CDY19773
OG0004437	CA08g01270, CA05g07470, CA05g07450, CA12g08130	CDX99694, CDY27655
OG0004438	CA07g21030, CA10g00950	CDY49388, CDY32799, CDY36788, CDY11947
OG0004439	CA07g07510	CDY43879, CDY62692
OG0004440	CA02g29180	CDY69851, CDY70256, CDY65044, CDY09902, CDX91013, CDX91014, CDX85576
OG0004441	CA05g14470	CDX76569, CDY27923, CDY65883, CDY38401
OG0004442	CA06g20640, CA03g23840	CDY11110, CDX68230, CDY11111, CDX72983, CDX96470
OG0004443	CA12g15800, CA04g16550	CDY28319
OG0004444	CA02g29400, CA11g07580	CDY43004, CDY11599
OG0004445	CA02g22700	CDY49839, CDY30754, CDY53847, CDY57124, CDX81369, CDY36482, CDY29234
OG0004446	CA11g06080, CA06g19380, CA08g02680, CA03g27700	CDX84338
OG0004447	CA02g25380	CDX75670, CDX69320, CDY29576, CDX72648
OG0004448	CA02g31330, CA02g31340	CDX85619, CDY09838, CDX70529, CDX78548, CDY09837, CDX69617
OG0004449	CA04g18060, CA02g25040	CDY49446
OG0004450	CA02g00660	CDY49931, CDY21217, CDX80773, CDY11201, CDY04837
OG0004451	CA04g22960, CA02g20080	CDY07841, CDY29177
OG0004452	CA00g84740	CDY66294, CDY61225, CDX91708, CDY41452, CDY04729, CDY44130
OG0004453	CA02g25400, CA02g25390	CDY49440, CDX76887
OG0004454	CA06g27770	CDX95924, CDX95925, CDY40936, CDY40935, CDY70764
OG0004455	CA04g05680, CA00g34680, CA02g20720	CDX75533, CDX69175
OG0004456	CA02g29300, CA02g29310	CDY04008, CDY49752, CDX86449, CDX85188
OG0004457	CA02g22680	CDY49840, CDY52158, CDY72100, CDY53845, CDY54166
OG0004458	CA08g12160, CA03g07780	CDX74115, CDY49993, CDY27725, CDY05217
OG0004459	CA01g27060, CA00g50230	CDY54780, CDX78802, CDY01493, CDX90445
OG0004460	CA04g09480, CA04g09460	CDY26841, CDY52451, CDX88389, CDX87502, CDX95884, CDY64737
OG0004461	CA04g22060, CA04g10120, CA01g23840, CA00g94660, CA01g10650	CDY44210, CDY70447
OG0004462	CA09g00720	CDY29427, CDY39386, CDX83761, CDX96661
OG0004463	CA04g10640, CA06g12210, CA07g06550, CA04g10670, CA04g10610	CDY50241, CDY04628
OG0004464	CA09g11300, CA12g12460	CDY08002, CDX74050, CDY28059, CDY71737
OG0004465	CA04g17360	CDY22602, CDY34902, CDX93455, CDX94921, CDY31046, CDY20656, CDY65555, CDY30883
OG0004466	CA07g14810	CDX71942, CDX88995, CDY00575, CDX67754, CDY49235, CDX98309
OG0004467	CA08g14490, CA04g10910	CDY38838, CDY41498, CDY04696, CDY30644
OG0004468	CA04g15040	CDY14638, CDY26846, CDX87483, CDX88409, CDY56379, CDY00426
OG0004469	CA04g16660	CDY63740, CDY57926, CDY31050, CDY20661
OG0004470	CA04g15920	CDY65477, CDX96385, CDX72879, CDY65479, CDX82167
OG0004471	CA04g15420	CDY21356, CDY46642, CDY00446, CDX68024, CDX79253, CDX88432, CDX87460
OG0004472	CA04g18820, CA04g18810	CDY28292, CDY45037, CDX75345, CDX68968
OG0004473	CA03g19640	CDX92851, CDY29869, CDY14381, CDY35655
OG0004474	CA12g10930	CDY64211, CDY47519, CDY20377, CDY39036, CDY70626, CDX68128
OG0004475	CA08g07530	CDX74789, CDY18875, CDY37088, CDY27333
OG0004476	CA06g18590, CA03g29540	CDX99032, CDX69989
OG0004477	CA06g05630, CA03g19080	CDY14387, CDY35641, CDY38741, CDY47069, CDY54344
OG0004478	CA05g03800, CA02g11980, CA10g19740	CDY00806, CDX77370, CDX93045, CDY61589
OG0004478	CA05g03810	CDX93046
OG0004479	CA01g25130, CA04g20400	CDY68684, CDX68146, CDY46011, CDY68686, CDY37259
OG0004480	CA04g22600	CDY17529, CDX76321, CDX69121, CDX75483
OG0004481	CA10g19490, CA08g05430	CDY46195, CDY03774, CDY54584, CDY44832, CDY12878, CDY54583
OG0004482	CA05g11540	CDY38840, CDY41497, CDY04700
OG0004482	CA00g04570	CDY04701, CDY04699, CDY30647
OG0004483	CA04g11790, CA04g11780	CDY08198, CDY04648
OG0004484	CA08g00630	CDY22789, CDY42508
OG0004485	CA04g22620, CA12g18060	CDX68106, CDX85941, CDX87624, CDX73248
OG0004486	CA05g00990	CDX97947, CDY19354, CDY34654, CDY50220
OG0004487	CA04g18440, CA00g96070	CDY02424, CDY21238, CDX71519
OG0004488	CA12g15810, CA02g06580, CA04g16600	CDY48844, CDY53797
OG0004489	CA04g18530	CDY06767, CDY17103, CDY52003, CDY40841, CDY17048
OG0004490	CA01g17000, CA00g90340, CA03g26410	CDX85428, CDY02664, CDY25471, CDY38473
OG0004491	CA00g62220	CDY24841, CDY08938, CDX92645, CDY11022, CDY34293, CDY03438
OG0004492	CA01g34660, CA03g29360	CDX86846, CDY53518
OG0004493	CA07g15270, CA10g02310	CDX79858, CDY50826, CDY47992, CDY14858
OG0004494	CA06g18270	CDY65300, CDY49692, CDY45719, CDY48063, CDX83522
OG0004495	CA05g01770, CA12g00340	CDY25952, CDY41063, CDY17715, CDY40548, CDY40549
OG0004496	CA09g17800, CA06g17190	CDY20152, CDY21868
OG0004497	CA05g12860, CA10g10800	CDX88763
OG0004498	CA06g12270, CA11g19880, CA10g10500	CDY00663, CDX73934, CDY27993, CDY35987, CDX91611
OG0004499	CA01g25530, CA12g21570	CDX85385, CDX86261, CDY19928
OG0004500	CA05g08500, CA11g01890	CDX95995, CDY07368
OG0004501	CA06g13150, CA00g29830	CDX87692, CDY03204, CDY35171, CDX77680, CDY63050
OG0004503	CA05g01440	CDY30054, CDY21038, CDY15972, CDY26542, CDY31245
OG0004504	CA11g02140, CA05g02820	CDY66114, CDY69512, CDY46503, CDY48075, CDX83536
OG0004505	CA05g01450, CA07g08230	CDY19963
OG0004506	CA09g18290, CA07g01960	CDY32737, CDY02780, CDY34808, CDY39686
OG0004507	CA12g01260	CDY40557, CDY28921, CDY17726, CDX77777
OG0004508	CA12g00320	CDX67697, CDY40546, CDY28912, CDY17713, CDX77789
OG0004509	CA12g13470, CA06g18770	CDY42875, CDY56940, CDY14030, CDY40775, CDY64672, CDY69936
OG0004510	CA02g19800	CDY60048, CDX81202
OG0004511	CA07g20810, CA07g20830, CA07g20820	CDY16869, CDX87155
OG0004512	CA03g22100	CDY06452
OG0004512	CA03g22110	CDY06453
OG0004513	CA01g27200, CA01g06760	CDY36342, CDY12545
OG0004514	CA11g20080	CDX82297, CDY22976, CDY50159, CDX95459
OG0004515	CA07g01430	CDX72269, CDY39242, CDX68694, CDY28215, CDY23257, CDY36471, CDX71566
OG0004516	CA00g91800	CDY42775, CDY42776, CDX92735, CDY38298, CDY25908
OG0004517	CA09g09750, CA00g78460	CDX82614, CDY39135, CDY66507, CDY03366
OG0004518	CA03g29520, CA06g18580, CA11g11080	CDY42860, CDY47025, CDY23079, CDY02165
OG0004519	CA01g06370	CDX90492, CDY09656, CDY09652, CDY35605, CDY42955, CDY71709, CDY43468
OG0004520	CA01g22800, CA05g16650	CDX80078, CDY37783
OG0004522	CA06g19080	CDY28427, CDX85840, CDX68180, CDX85841, CDY69564, CDX96550, CDX73095
OG0004523	CA09g13810	CDY15580, CDX86520, CDY06643, CDY10201
OG0004524	CA01g04650, CA05g12270, CA01g04670, CA01g04660	CDX95841, CDX92143, CDY46055, CDY46893
OG0004525	CA07g03210	CDY51852, CDX70923, CDY45091, CDY68411, CDX92607, CDX92467, CDY56864
OG0004526	CA02g01760	CDY57105, CDY65652, CDX83134, CDY02081, CDY23006
OG0004527	CA06g25690	CDY10242, CDY06669, CDY02040, CDY10716
OG0004529	CA03g28940, CA06g18230	CDX69974, CDY21512, CDY39600, CDX81085, CDX78322
OG0004530	CA02g28540	CDY02847, CDY32675, CDX80324, CDX71147, CDX88674
OG0004531	CA07g01150, CA09g18730	CDX92860, CDY33846, CDY29876, CDY19009, CDX89208
OG0004533	CA04g07860, CA02g14430	CDY66512, CDY63965, CDY46076
OG0004534	CA06g17010, CA12g13000, CA09g15330	CDY40981, CDX99738, CDX83572, CDY13599
OG0004535	CA02g30870, CA02g09330, CA00g75220	CDX78561, CDX70543
OG0004537	CA10g01110	CDY17380
OG0004537	CA02g08990	CDY00155
OG0004538	CA02g21900	CDX75566, CDX77447, CDX69216, CDX72584, CDY59717, CDY35463, CDY24790
OG0004539	CA10g04440	CDY28602, CDX91810, CDY05409
OG0004539	CA00g70900, CA11g06450, CA07g05420, CA04g07550	CDY21182
OG0004540	CA02g26320, CA02g07970	CDY39671, CDX89598, CDY71750, CDY26683
OG0004541	CA12g21280	CDX77916, CDX95892, CDY52728, CDY34987, CDY47547
OG0004542	CA01g33910, CA01g32410	CDY60706
OG0004542	CA01g05650	CDY54752, CDY62513, CDY54751
OG0004543	CA04g05460	CDY70943, CDY32983, CDY57389, CDX99372, CDX99412, CDY40293, CDX77159
OG0004544	CA06g02840	CDY24020, CDX84851, CDX84850, CDY02050, CDY29687, CDX97836
OG0004546	CA01g15480	CDY38931, CDX76873, CDY46092
OG0004547	CA03g27850, CA02g28770, CA02g28760	CDY36918, CDY61845, CDY59475
OG0004548	CA04g05580, CA02g20390	CDX69186, CDX75539, CDX72565, CDY47043
OG0004549	CA10g17570, CA05g03320	CDY20321, CDY46156, CDY58555
OG0004551	CA03g10350	CDY70086
OG0004552	CA02g31220	CDX85616, CDX91086, CDY09845, CDX69611, CDX70536, CDX78555
OG0004553	CA03g24930	CDX76655, CDY11439, CDX67901, CDY25115, CDY63855, CDX80117, CDY27477, CDY51431
OG0004554	CA08g13390	CDX74122, CDY49988, CDY61112, CDX87042, CDY19764, CDY66727, CDY61113, CDX80567, CDY05522
OG0004555	CA02g27350, CA00g53850	CDX76622, CDY11409
OG0004556	CA04g18450, CA12g16650	CDX71531, CDY22376, CDY32973, CDY43590
OG0004557	CA00g45350, CA03g04240, CA09g18390	CDY09956, CDY06227, CDY10226, CDY54876
OG0004558	CA09g03620	CDY39764, CDY03316, CDY31979, CDY05732, CDX81962, CDY13880
OG0004559	CA05g00060	CDX76034
OG0004559	CA10g19980	CDX72079, CDY06143
OG0004560	CA08g13410	CDY27729, CDY05215, CDY61110, CDX80565, CDY05523, CDY66726
OG0004561	CA03g08860, CA03g08880	CDX82668, CDY39145, CDY12861, CDY01404
OG0004562	CA02g30460	CDX67473, CDY11708, CDX67474, CDY34155, CDY48356, CDY13705, CDX83682
OG0004563	CA04g00150, CA02g30610	CDX91076, CDX85608, CDX78568, CDX70553, CDY26433, CDX78656
OG0004564	CA01g13270	CDY27186, CDX72106, CDY06947, CDY57580
OG0004565	CA02g07230, CA00g77590, CA00g46190, CA05g00190	CDY06923, CDY14771, CDY22525, CDY35413
OG0004567	CA03g14260, CA05g15960	CDX80936, CDY52130, CDX98810
OG0004568	CA10g18600, CA10g22300	CDY00692, CDX73909, CDY36271
OG0004569	CA08g12510, CA06g00370, CA03g35160	CDY57719, CDY67329, CDX80111
OG0004570	CA03g33640, CA09g10310	CDY53089, CDY44672, CDY22175
OG0004571	CA08g03250	CDX75248, CDX68850, CDY39888, CDY23327, CDY70525, CDY05492, CDY05350
OG0004572	CA06g01540, CA00g92430	CDY10083, CDY32524, CDY10084
OG0004573	CA06g00350, CA03g07990	CDX76650, CDY11435, CDY59901, CDX67896, CDX80108, CDY27485, CDY51424
OG0004574	CA01g24680	CDX95019, CDX93525, CDY31119, CDY32142, CDY22654, CDY06341
OG0004575	CA05g03560	CDY42929, CDY49334, CDX92070, CDX74189
OG0004576	CA00g62030, CA08g13300	CDX94981, CDX94974, CDY06357, CDY64772, CDY69907, CDX94976
OG0004577	CA02g19790, CA02g02490	CDY34914, CDX74063, CDY08015, CDY66749, CDY24648, CDY05316
OG0004578	CA11g15490	CDX80559, CDX87050, CDY19769
OG0004579	CA02g16260, CA08g16550, CA08g10190	CDX74170, CDY40673, CDX74171, CDY40672
OG0004580	CA09g01940	CDX70308, CDY10380, CDX80868, CDY11253, CDY44367, CDY04882
OG0004582	CA00g32380	CDX74328, CDY35697, CDY21498, CDX91917, CDX83214, CDY65390
OG0004583	CA12g08090, CA03g05640, CA04g00520	CDY35518
OG0004584	CA10g21370	CDY24947, CDX79899, CDY64573, CDY64575, CDX79898, CDY22547, CDY35392
OG0004585	CA03g19870	CDX74372, CDY07163, CDY48494, CDX91867, CDX74371
OG0004586	CA12g17110, CA04g20360, CA02g00070	CDY22375, CDX71532, CDY61017, CDY02425
OG0004587	CA03g29810, CA09g06880	CDY03306, CDY39774, CDY31969, CDY05747
OG0004588	CA03g07610, CA08g10710	CDY00012, CDY52485, CDX86191, CDY59819, CDY00013
OG0004589	CA02g08780, CA02g28940, CA11g06260	CDY16228, CDY14686
OG0004590	CA06g00210, CA01g23310	CDY37798, CDX80098, CDX95721, CDX83331, CDY27495, CDX95414, CDY15251, CDX89961
OG0004591	CA01g20550, CA12g13260, CA01g25900, CA07g07980	CDY21198
OG0004591	CA01g14620, CA09g05840, CA03g14490	CDY17919
OG0004592	CA00g87390, CA05g03230	CDY28248, CDX68726, CDX72297, CDY13418
OG0004593	CA00g78250, CA05g00720	CDY23839, CDX79926, CDX72043, CDY06110
OG0004594	CA00g26940, CA00g26930	CDY26309, CDX99860, CDX98156, CDY43195
OG0004595	CA01g00940, CA03g06890, CA03g05940, CA03g05950, CA03g06320, CA11g08470, CA03g01600, CA03g01570, CA00g94710	CDY17019, CDY49894
OG0004596	CA07g00560	CDX68654, CDY68265, CDX72236, CDY39200, CDY30307, CDY51494, CDY13017, CDY43906
OG0004597	CA09g05290	CDX93062, CDX93060, CDY15053, CDY50049
OG0004599	CA07g20230	CDX82552
OG0004600	CA07g20760	CDY70986, CDY44012, CDY23579, CDY10534, CDY42381
OG0004602	CA02g24230, CA00g42480	CDX92040, CDX92038, CDY49942, CDY21208, CDY43125, CDY50704
OG0004603	CA06g25380	CDX80345, CDY52119, CDY32695, CDX80346, CDY02826
OG0004604	CA05g16310	CDY07639, CDY24949
OG0004605	CA07g10510, CA07g19780	CDY19174, CDY23776, CDY17123, CDY19428
OG0004606	CA06g25050	CDY45458, CDY53360
OG0004607	CA11g10470	CDX69701, CDX97172, CDY65061, CDY44915, CDX92535, CDY13994
OG0004608	CA00g60390, CA00g60420, CA06g17280	CDY19048, CDY52990, CDY72637, CDY71768
OG0004610	CA07g15940	CDX86521, CDY10200, CDY06642, CDY15579
OG0004611	CA03g20310, CA00g90050, CA04g21560, CA06g10810	CDY12328, CDX87956
OG0004612	CA07g07860, CA09g14480	CDY46329, CDY37406, CDY10634, CDY37408, CDY13023
OG0004613	CA04g04100, CA09g11410	CDY29028, CDX90640, CDY16293, CDY33266
OG0004614	CA05g13020, CA06g11650, CA12g02080	CDY51528, CDY28715, CDX74231, CDX92017
OG0004615	CA03g11460, CA10g10490	CDX70372, CDX78403
OG0004616	CA10g20920, CA01g27690	CDY18037, CDY33402, CDY50414, CDX93100
OG0004617	CA10g09150	CDX73166
OG0004617	CA05g09310, CA11g10330	CDY05302, CDY24656
OG0004618	CA06g07770, CA03g23050, CA06g07760	CDY07061, CDX93215, CDY65761, CDX74804
OG0004619	CA00g83090, CA01g07180, CA03g13840	CDY19633, CDY29433, CDX82241, CDY36035
OG0004620	CA07g04760	CDY05699, CDY48737, CDY19964, CDY00072, CDY54510, CDX86323
OG0004621	CA00g86370	CDY45871, CDY11086, CDX68209, CDX73021, CDY68660
OG0004622	CA04g08810, CA01g28570	CDY01205, CDY12745
OG0004623	CA07g01860	CDY36770, CDY11968, CDY28627, CDY17368, CDY06548, CDY64980
OG0004624	CA07g16670, CA09g14870, CA09g14880	CDY69214, CDX79268, CDY14607, CDX87448, CDX88458, CDY11657
OG0004625	CA03g32460	CDY46899, CDX92134, CDY66386
OG0004626	CA09g02570, CA04g08330, CA09g02560	CDY21556, CDX69931, CDY69013, CDY41520
OG0004627	CA04g20480	CDY22386, CDX71547
OG0004627	CA00g64220	CDX69064, CDX75437
OG0004629	CA06g25410, CA06g10050, CA05g15410	CDY10253, CDY06682
OG0004630	CA07g20150, CA07g10900	CDY36754, CDY06573
OG0004631	CA03g21770, CA06g14680, CA11g03720, CA06g06730	CDY11324, CDX80960
OG0004632	CA00g36510, CA00g36520	CDY05033, CDX90701
OG0004633	CA12g15370, CA04g15850, CA08g16120	CDX72878, CDX96383, CDX82168, CDY65480
OG0004634	CA10g01210	CDY66689, CDY36757, CDY17347, CDY28649, CDY44557, CDY45878
OG0004636	CA12g09580, CA11g05330	CDX72670, CDY68047, CDY19293, CDX69383, CDX90363, CDY39456, CDX72667
OG0004637	CA09g13490, CA10g00180, CA05g12030	CDY19616, CDY46561
OG0004638	CA06g22750	CDY42885
OG0004638	CA09g15760, CA09g15750	CDX94809, CDX93014
OG0004639	CA08g15170	CDY50885, CDX93492, CDY31072, CDY20680, CDX70406, CDX94961
OG0004640	CA01g26220, CA12g21510	CDY09732, CDY16106, CDX90561, CDY49966, CDY22761
OG0004641	CA09g14390, CA07g11050	CDY18283, CDY18282, CDY53396, CDX86594, CDY15531
OG0004642	CA02g28730	CDX74296, CDX91949, CDY28688, CDX78605, CDX70588, CDY59663
OG0004643	CA08g14420	CDY20972, CDY20595, CDY34669, CDY34859, CDY34858, CDX97959, CDX89177
OG0004644	CA05g01530, CA12g00990	CDY34602, CDY69367, CDY31233, CDY30049, CDY21026
OG0004646	CA01g16390	CDX68416, CDX71212
OG0004647	CA02g27670, CA02g08360, CA04g09820	CDY37548, CDY43264, CDX91967, CDX74279, CDX70612, CDX78631
OG0004648	CA10g11350	CDY07929, CDX73981, CDY67682, CDY54379, CDY44707, CDY41609
OG0004649	CA00g57170, CA05g08660	CDY68262, CDX96288, CDY25767, CDY12491, CDY40380, CDY63826
OG0004650	CA02g27040	CDY35782, CDY45895, CDY19978, CDY00083, CDX85285, CDX86354, CDY35784
OG0004651	CA11g10590	CDX85658, CDX91133, CDX91134, CDX69651, CDY09782, CDX78514, CDY53620
OG0004652	CA02g08500	CDY36711, CDY26405, CDY39408
OG0004652	CA02g08490	CDY01617, CDX98643, CDX98646
OG0004653	CA04g11760, CA02g26880	CDX69501, CDX90973, CDX85533, CDX85534
OG0004654	CA06g20910	CDY21029, CDY31236
OG0004655	CA03g22300, CA11g10820	CDX69663, CDX97233, CDX85668, CDX91144, CDY53626, CDX78511
OG0004656	CA03g32750	CDX92183, CDY66656
OG0004657	CA05g04420	CDX70501, CDX78519, CDX85652, CDX91124, CDY16492, CDX69643, CDY09794
OG0004658	CA00g89640, CA08g15210	CDY03462, CDY08914, CDY24832, CDY11007, CDY34275
OG0004659	CA00g67760, CA05g01430	CDY17709, CDX77793, CDY40543, CDY28907
OG0004660	CA02g09740	CDX70162, CDY36281
OG0004660	CA06g07290	CDY04823
OG0004661	CA07g11430, CA07g11420, CA07g11410	CDY05249, CDY24705, CDY08059, CDX74111, CDY70818
OG0004662	CA01g27390, CA10g08860	CDY07553, CDX73498, CDX78217
OG0004663	CA08g09840	CDY12270, CDY30459, CDY23422, CDX79776, CDY17878, CDX83436, CDX95592
OG0004664	CA03g36410	CDX82559, CDY51901, CDY43377, CDY24223, CDY69376, CDY52914, CDY24222
OG0004665	CA10g06060, CA02g19720	CDY02338, CDY09533, CDY09527
OG0004666	CA03g36820	CDY43920, CDX87830, CDY37306, CDY27532, CDX82209, CDY32414, CDX82210
OG0004667	CA02g08600, CA03g30160, CA06g19040	CDX83813, CDX96698
OG0004668	CA11g10930	CDY07431, CDY28897, CDY12637, CDY51184, CDY01799, CDX96099
OG0004669	CA09g10600	CDY52280, CDY15105, CDY67189, CDX85349, CDX86294, CDY05669, CDY51059
OG0004670	CA03g03220	CDY15399, CDY19077, CDY34501, CDY55746, CDX79429, CDX84765, CDY65721
OG0004671	CA06g17330	CDY22363, CDY30792, CDY46485
OG0004672	CA03g03090	CDY67698, CDY11815, CDY03916, CDX84926, CDY27613, CDY03915
OG0004673	CA06g11020, CA01g23640	CDX92572, CDY13929, CDY47189, CDX70856, CDX88906
OG0004674	CA03g01480	CDX92997, CDX94839, CDY18078, CDY45345, CDX85160, CDX77462
OG0004675	CA08g19140	CDY13106, CDY29126, CDY49010, CDX94783, CDX94782, CDX94784, CDY29125
OG0004676	CA05g01730, CA12g00410	CDY71894, CDY71873, CDY42880
OG0004677	CA03g11490, CA06g03160	CDY00057, CDY19948, CDY05675, CDY48758
OG0004678	CA02g23270	CDY26490, CDX69477, CDX70671, CDX78670, CDY28697, CDY51544
OG0004679	CA01g23500	CDY19288, CDY37280, CDY38623, CDY44328
OG0004681	CA08g06950	CDX71755, CDY48934, CDY45703, CDY58788, CDX89106, CDY42492
OG0004682	CA00g79860, CA01g03510, CA00g00580, CA03g14960	CDY67707
OG0004683	CA06g20650	CDY03595, CDY69052, CDY25366, CDY24572, CDX82268, CDY33438, CDY70204
OG0004684	CA00g64200	CDX70901, CDX70902, CDX88866, CDX92485, CDY35835, CDY44957, CDY42322
OG0004685	CA01g28040	CDX74684, CDY48257, CDY23452, CDY30482, CDX95612, CDX83419
OG0004686	CA05g20080	CDX92012, CDY53746, CDY28707, CDY51536, CDX74236, CDX70693, CDX78690
OG0004687	CA00g84180, CA08g10140, CA03g09260, CA05g15060	CDY17978, CDX90912, CDY21923, CDY22085
OG0004688	CA00g63350, CA08g14190	CDX96358, CDY03673, CDX82205, CDY36673, CDX68294
OG0004689	CA00g45270, CA09g08880, CA06g26970	CDY34247, CDX98212, CDY10651, CDY10290
