Orthogroup	Capsicum_anuum	Prunus_persica
OG0007961	CA02g03580, CA10g19450, CA00g63430	Prupe.7G068100.1, Prupe.7G068200.1
OG0007961	CA10g19440	Prupe.6G023500.1
OG0007962	CA06g09330	Prupe.2G236900.1
OG0007963	CA09g16850	Prupe.7G217100.1
OG0007964	CA03g30720, CA06g17400	Prupe.1G211400.1, Prupe.5G139100.1
OG0007965	CA11g12910	Prupe.5G028700.1
OG0007966	CA02g04150	Prupe.4G053800.1
OG0007967	CA09g17150	Prupe.7G196900.1, Prupe.2G030000.1, Prupe.1G024700.1
OG0007968	CA07g06810	Prupe.7G194200.1
OG0007970	CA08g03930, CA01g01590	Prupe.5G107400.1
OG0007971	CA07g01290	Prupe.1G101800.1
OG0007973	CA03g21560	Prupe.2G326100.1
OG0007974	CA07g05240	Prupe.7G210300.1
OG0007976	CA11g09730	Prupe.1G223600.1
OG0007977	CA10g04990	Prupe.1G272100.1, Prupe.3G107100.1
OG0007978	CA03g30030	Prupe.5G193900.1
OG0007979	CA06g20940	Prupe.6G188000.1
OG0007980	CA08g15700	Prupe.8G060500.1
OG0007981	CA00g63820, CA04g02630	Prupe.4G040500.1
OG0007982	CA03g31010	Prupe.3G223100.1
OG0007983	CA11g04420	Prupe.1G035400.1, Prupe.1G191200.1
OG0007984	CA07g14520	Prupe.3G112700.1
OG0007985	CA11g14180	Prupe.6G092500.1
OG0007986	CA07g17780	Prupe.4G183400.1
OG0007987	CA02g13970, CA01g12050	Prupe.6G006700.1
OG0007988	CA02g21690	Prupe.7G167800.1
OG0007989	CA10g03330, CA10g03370	Prupe.3G156500.1, Prupe.3G156600.1, Prupe.3G156700.1, Prupe.3G156800.1
OG0007990	CA08g01370	Prupe.1G334400.1
OG0007992	CA12g09280	Prupe.8G070100.1
OG0007993	CA11g17950	Prupe.6G108700.1
OG0007994	CA10g03380	Prupe.3G235700.1
OG0007995	CA05g17530	Prupe.1G275100.1
OG0007996	CA09g12870	Prupe.4G170000.1
OG0007997	CA03g26710	Prupe.5G169900.1
OG0007998	CA11g13270	Prupe.6G080600.1
OG0007999	CA03g32740	Prupe.5G232500.1
OG0008000	CA11g18320	Prupe.6G113200.1
OG0008001	CA11g04070, CA11g04110	Prupe.1G278900.1
OG0008003	CA03g33330, CA03g33380	Prupe.5G223200.1
OG0008004	CA04g14550	Prupe.8G045500.1
OG0008005	CA00g80860, CA02g16140, CA01g27120, CA01g27130	Prupe.1G583400.1
OG0008006	CA07g09090	Prupe.7G204000.1
OG0008007	CA02g02870	Prupe.1G348000.1
OG0008008	CA08g18090, CA08g18120, CA00g81040, CA00g81030	Prupe.8G110100.1
OG0008009	CA10g01840, CA07g16630	Prupe.4G155600.1
OG0008010	CA04g23040, CA07g01620	Prupe.8G068000.1
OG0008011	CA03g15770, CA05g14410	Prupe.2G275500.1
OG0008012	CA03g15520	Prupe.2G277700.1
OG0008013	CA07g08860, CA00g94620, CA07g08840	Prupe.1G067700.1
OG0008015	CA03g30740, CA03g30730	Prupe.5G139500.1
OG0008016	CA03g26840	Prupe.5G189500.1
OG0008018	CA00g76800	Prupe.8G182200.1
OG0008019	CA01g00800	Prupe.5G124100.1
OG0008020	CA08g01740	Prupe.4G266600.1
OG0008021	CA01g19670	Prupe.8G087400.1
OG0008022	CA01g25840	Prupe.1G139700.1, Prupe.1G145700.1
OG0008023	CA02g21620	Prupe.8G082000.1, Prupe.7G167100.1
OG0008024	CA07g17740, CA10g00560	Prupe.4G047000.1, Prupe.4G183000.1
OG0008026	CA12g11830	Prupe.6G002100.1, Prupe.3G065400.1, Prupe.3G061400.1
OG0008027	CA00g87680	Prupe.1G232400.1
OG0008028	CA06g22570, CA11g15770	Prupe.6G148100.1
OG0008029	CA01g00910	Prupe.5G122800.1
OG0008030	CA04g22260, CA00g72140	Prupe.1G228800.1, Prupe.1G228900.1
OG0008031	CA11g10120	Prupe.1G244400.1
OG0008032	CA07g12540	Prupe.4G030100.1, Prupe.3G223000.1
OG0008033	CA01g01700	Prupe.5G111500.1, Prupe.5G111300.1
OG0008033	CA01g01710	Prupe.5G111000.1, Prupe.5G111100.1
OG0008034	CA06g23190	Prupe.6G119800.1
OG0008035	CA07g01970	Prupe.7G263600.1
OG0008036	CA01g02690	Prupe.5G100100.1
OG0008037	CA03g31280	Prupe.5G142500.1
OG0008038	CA09g05390	Prupe.6G253700.1
OG0008039	CA05g13840	Prupe.4G267500.1, Prupe.3G132200.1
OG0008040	CA01g17300	Prupe.8G007400.1
OG0008041	CA02g14010	Prupe.4G062300.1
OG0008041	CA00g44040, CA00g80980	Prupe.3G117500.1
OG0008042	CA02g28580	Prupe.3G150800.1
OG0008043	CA06g21200, CA03g22080	Prupe.5G148500.1
OG0008044	CA02g25470	Prupe.6G217800.1
OG0008045	CA07g09000, CA12g09520	Prupe.1G074200.1
OG0008046	CA00g71890	Prupe.3G125100.1
OG0008047	CA03g04070, CA03g00530, CA02g25850, CA07g03330, CA09g11160	Prupe.1G230000.1
OG0008048	CA10g02360	Prupe.3G169100.1, Prupe.4G082700.1
OG0008049	CA01g19580	Prupe.8G088600.1
OG0008050	CA02g13570, CA00g29690	Prupe.4G064900.1
OG0008051	CA10g08670	Prupe.8G160800.1
OG0008052	CA01g02010	Prupe.5G106500.1
OG0008053	CA11g03840, CA01g17650	Prupe.1G279200.1
OG0008054	CA12g02090	Prupe.1G250400.1
OG0008055	CA12g08120, CA08g17840	Prupe.3G164300.1
OG0008056	CA05g14040	Prupe.2G275800.1
OG0008057	CA10g21690	Prupe.7G267700.1
OG0008058	CA08g18070	Prupe.8G110200.1
OG0008059	CA00g54070	Prupe.6G169300.1
OG0008060	CA03g00180	Prupe.1G167100.1
OG0008061	CA01g21500	Prupe.2G026800.1
OG0008062	CA10g08980	Prupe.8G070200.1
OG0008063	CA12g09850	Prupe.6G179500.1, Prupe.4G131900.1
OG0008064	CA05g14150	Prupe.6G169400.1
OG0008065	CA02g20440	Prupe.7G178000.1
OG0008066	CA05g05340	Prupe.5G146800.1
OG0008067	CA02g20500	Prupe.7G176600.1, Prupe.6G001100.1, Prupe.1G268600.1
OG0008068	CA08g01210	Prupe.1G337400.1
OG0008069	CA05g20060	Prupe.7G207400.1
OG0008070	CA03g30060	Prupe.5G193500.1
OG0008071	CA01g04380	Prupe.1G528600.1
OG0008072	CA00g00730, CA06g19890	Prupe.5G164900.1
OG0008073	CA08g18500	Prupe.8G098500.1
OG0008074	CA04g09440	Prupe.1G506200.1
OG0008075	CA07g21130	Prupe.4G113900.1, Prupe.4G132600.1
OG0008076	CA12g02860	Prupe.6G202400.1
OG0008077	CA04g01060, CA02g13310, CA07g16600	Prupe.4G067900.1
OG0008078	CA05g12920, CA12g02550	Prupe.3G016400.1
OG0008079	CA02g16050	Prupe.4G046300.1
OG0008080	CA02g07210	Prupe.1G344500.1
OG0008081	CA00g03120	Prupe.3G035300.1
OG0008082	CA01g19750	Prupe.8G085400.1
OG0008083	CA02g16310	Prupe.4G038900.1
OG0008084	CA06g22870	Prupe.6G134600.1
OG0008085	CA08g01230, CA05g07380	Prupe.1G337000.1
OG0008086	CA07g13680	Prupe.4G275100.1, Prupe.3G135800.1, Prupe.3G135600.1
OG0008087	CA02g03440, CA05g05350	Prupe.1G209600.1
OG0008088	CA11g13810, CA07g01310, CA11g13800	Prupe.6G089600.1
OG0008089	CA11g19610	Prupe.6G107900.1
OG0008090	CA00g73600	Prupe.1G569300.1
OG0008091	CA12g02880	Prupe.6G202200.1
OG0008092	CA09g17000	Prupe.7G203100.1
OG0008093	CA01g02310	Prupe.1G114400.1
OG0008094	CA11g19140	Prupe.6G099800.1, Prupe.6G100000.1, Prupe.6G099900.1
OG0008095	CA11g17980	Prupe.6G109100.1
OG0008096	CA05g07070	Prupe.1G338200.1
OG0008097	CA00g94020	Prupe.8G070300.1
OG0008099	CA02g09380	Prupe.3G305900.1
OG0008100	CA02g11960	Prupe.3G175100.1, Prupe.4G077600.1
OG0008101	CA03g33870	Prupe.5G217700.1
OG0008102	CA08g00610	Prupe.1G521000.1
OG0008103	CA07g17390	Prupe.4G173200.1
OG0008104	CA11g16140	Prupe.6G051100.1
OG0008106	CA02g03730	Prupe.1G346700.1
OG0008107	CA02g10820	Prupe.4G080800.1
OG0008108	CA01g17890, CA05g06540, CA01g17880	Prupe.1G343800.1
OG0008109	CA11g07390	Prupe.1G256400.1
OG0008110	CA10g19350	Prupe.7G073500.1
OG0008111	CA12g09740	Prupe.6G181700.1
OG0008112	CA02g20580	Prupe.7G176100.1
OG0008113	CA02g02290	Prupe.1G484700.1
OG0008113	CA12g18520	Prupe.1G414500.1
OG0008114	CA06g14430, CA06g14420	Prupe.7G235300.1
OG0008115	CA11g07620, CA05g10000	Prupe.1G256000.1
OG0008117	CA07g06830, CA09g17270	Prupe.7G194300.1
OG0008118	CA03g22120, CA06g21220	Prupe.2G329700.1
OG0008120	CA00g41460	Prupe.1G210600.1
OG0008121	CA05g02690	Prupe.2G065200.1
OG0008122	CA02g13480	Prupe.4G161500.1, Prupe.4G066600.1
OG0008123	CA07g11460	Prupe.3G214000.1
OG0008124	CA05g04600	Prupe.1G345000.1
OG0008125	CA12g03020	Prupe.6G198800.1
OG0008126	CA09g14790, CA07g12390	Prupe.1G063100.1
OG0008127	CA08g11430	Prupe.8G162700.1
OG0008128	CA02g28080	Prupe.2G326900.1
OG0008129	CA02g01880	Prupe.7G243400.1
OG0008130	CA10g17380	Prupe.8G077900.1
OG0008131	CA06g22050	Prupe.1G186500.1
OG0008132	CA01g21700	Prupe.4G275700.1
OG0008133	CA02g17110, CA03g00110, CA03g17620	Prupe.1G160600.1
OG0008134	CA08g00560	Prupe.1G400800.1, Prupe.1G025000.1
OG0008135	CA02g11900	Prupe.4G078300.1
OG0008136	CA03g15950	Prupe.2G255800.1, Prupe.2G280200.1
OG0008137	CA03g02250	Prupe.2G330200.1
OG0008139	CA03g12280	Prupe.6G189000.1
OG0008140	CA03g22700, CA06g21040	Prupe.5G144400.1
OG0008141	CA04g12210	Prupe.4G088100.1
OG0008142	CA11g10620	Prupe.4G270100.1
OG0008143	CA06g23020	Prupe.6G127500.1
OG0008144	CA11g13710, CA06g24210	Prupe.6G088500.1
OG0008146	CA04g08960	Prupe.1G517000.1
OG0008147	CA04g16060	Prupe.1G191800.1
OG0008148	CA01g19810	Prupe.8G083000.1
OG0008150	CA11g11370	Prupe.1G242200.1
OG0008151	CA05g06380	Prupe.1G344300.1
OG0008153	CA08g18310	Prupe.8G104600.1
OG0008154	CA01g16250	Prupe.7G237100.1
OG0008155	CA05g02680, CA12g03540	Prupe.6G191600.1
OG0008156	CA08g19070, CA06g09570, CA00g10830	Prupe.8G163400.1
OG0008157	CA01g03070	Prupe.5G093300.1
OG0008158	CA06g15130	Prupe.1G552600.1, Prupe.1G552700.1
OG0008159	CA08g11460	Prupe.8G162400.1
OG0008160	CA04g02620	Prupe.4G040600.1
OG0008161	CA12g20700	Prupe.1G010500.1
OG0008164	CA00g77040	Prupe.1G159800.1, Prupe.1G159900.1
OG0008165	CA03g12440	Prupe.1G155000.1, Prupe.5G083900.1, Prupe.5G091100.1, Prupe.5G090900.1
OG0008166	CA05g20690	Prupe.7G265800.1
OG0008167	CA12g03690	Prupe.1G203200.1
OG0008168	CA00g74690, CA00g74700	Prupe.1G276800.1
OG0008169	CA02g00540	Prupe.4G102200.1
OG0008170	CA00g94950, CA03g28830, CA03g28850	Prupe.5G205200.1
OG0008171	CA02g28120	Prupe.3G265700.1
OG0008172	CA02g28510	Prupe.3G271500.1
OG0008173	CA04g01810, CA02g15260	Prupe.4G051100.1
OG0008174	CA11g11270	Prupe.1G238600.1
OG0008175	CA10g03720	Prupe.4G057300.1, Prupe.4G057400.1
OG0008176	CA12g15130	Prupe.3G036800.1
OG0008177	CA01g31130, CA01g31150, CA01g31140, CA01g31120	Prupe.8G155000.1, Prupe.8G154900.1
OG0008178	CA10g10570	Prupe.6G297300.1, Prupe.6G296900.1
OG0008179	CA11g12610	Prupe.1G225600.1
OG0008180	CA04g10370	Prupe.1G495000.1, Prupe.1G495100.1
OG0008181	CA05g07830	Prupe.1G326900.1
OG0008182	CA06g26280	Prupe.1G211800.1
OG0008183	CA07g01630	Prupe.7G265700.1
OG0008184	CA01g02430, CA00g00360, CA02g16820	Prupe.4G037000.1
OG0008185	CA10g19230	Prupe.2G051700.1
OG0008186	CA02g15100	Prupe.4G049200.1
OG0008187	CA05g06220	Prupe.1G352200.1
OG0008188	CA10g12100	Prupe.6G295400.1
OG0008190	CA00g41550	Prupe.8G127600.1
OG0008191	CA01g25770	Prupe.1G140500.1
OG0008192	CA00g49400	Prupe.3G303800.1
OG0008193	CA02g14290	Prupe.4G060200.1
OG0008194	CA02g26510, CA11g19660	Prupe.3G242600.1
OG0008195	CA12g20150, CA03g14700	Prupe.2G269700.1
OG0008196	CA08g03630, CA05g07180	Prupe.4G082200.1
OG0008197	CA05g11930	Prupe.2G143400.1
OG0008198	CA06g24920	Prupe.5G205100.1
OG0008199	CA08g15450	Prupe.1G560600.1
OG0008200	CA05g15660	Prupe.2G257800.1
OG0008202	CA05g06160	Prupe.7G021600.1
OG0008203	CA03g30920	Prupe.5G234100.1
OG0008204	CA02g27730	Prupe.3G259000.1
OG0008205	CA00g73450	Prupe.1G566300.1
OG0008206	CA06g15000	Prupe.1G206800.1
OG0008207	CA02g13250	Prupe.4G068400.1
OG0008208	CA01g32330	Prupe.1G397300.1
OG0008209	CA00g82320	Prupe.1G450600.1
OG0008210	CA03g14040	Prupe.2G268000.1
OG0008212	CA01g25490	Prupe.1G141700.1
OG0008213	CA10g19090	Prupe.7G005900.1
OG0008214	CA08g08890	Prupe.2G039000.1
OG0008215	CA01g29570	Prupe.1G393800.1
OG0008216	CA02g28350	Prupe.3G269400.1
OG0008217	CA00g73440	Prupe.1G566700.1
OG0008219	CA03g29170	Prupe.8G212000.1, Prupe.5G212700.1
OG0008220	CA00g41380	Prupe.8G123100.1, Prupe.8G123200.1
OG0008221	CA02g11360	Prupe.4G080100.1
OG0008223	CA02g30720	Prupe.3G304200.1
OG0008224	CA06g14480	Prupe.1G392800.1
OG0008225	CA10g10660	Prupe.2G258000.1
OG0008227	CA02g03200, CA02g23130	Prupe.3G239700.1
OG0008228	CA04g15250, CA04g15240	Prupe.1G534400.1
OG0008228	CA01g31670	Prupe.8G071300.1
OG0008229	CA02g01440, CA11g04320	Prupe.3G262900.1
OG0008230	CA05g10510	Prupe.1G225400.1
OG0008231	CA04g12110	Prupe.5G043100.1, Prupe.8G001300.1
OG0008232	CA04g14070, CA04g14080	Prupe.2G029900.1
OG0008233	CA06g10430	Prupe.1G034900.1
OG0008234	CA08g01880	Prupe.1G402100.1
OG0008235	CA03g21180, CA06g21620	Prupe.2G319600.1
OG0008236	CA05g13880	Prupe.6G180700.1
OG0008237	CA05g15740	Prupe.2G260000.1
OG0008238	CA00g52150	Prupe.8G129300.1
OG0008239	CA10g17680	Prupe.7G090900.1
OG0008240	CA04g08430	Prupe.3G241000.1
OG0008241	CA10g21820	Prupe.7G027900.1
OG0008242	CA08g17520, CA08g17530	Prupe.8G118500.1, Prupe.7G039700.1
OG0008245	CA00g41480	Prupe.8G126700.1
OG0008246	CA02g13360	Prupe.4G067700.1
OG0008247	CA01g18290, CA11g05600	Prupe.7G064700.1
OG0008249	CA03g32640	Prupe.3G090200.1, Prupe.2G072500.1
OG0008250	CA02g27850	Prupe.3G261500.1
OG0008252	CA10g05770	Prupe.4G035400.1
OG0008253	CA02g15490	Prupe.4G052800.1
OG0008254	CA02g13240	Prupe.4G068600.1, Prupe.4G068500.1
OG0008255	CA02g04470	Prupe.7G157900.1
OG0008256	CA11g09100	Prupe.1G239700.1
OG0008257	CA08g06120	Prupe.1G451500.1
OG0008259	CA10g17160	Prupe.1G406500.1
OG0008261	CA00g41440	Prupe.8G126200.1, Prupe.3G008400.1
OG0008262	CA03g16830, CA03g16710, CA05g08180	Prupe.5G000200.1
OG0008263	CA08g14590	Prupe.1G571100.1
OG0008264	CA04g09370	Prupe.1G507000.1
OG0008266	CA06g11260	Prupe.4G271300.1
OG0008267	CA05g08970	Prupe.1G207200.1
OG0008268	CA06g21950	Prupe.5G178000.1
OG0008269	CA08g06170, CA11g20320	Prupe.1G452000.1
OG0008270	CA01g05200	Prupe.8G092300.1
OG0008271	CA11g10880	Prupe.8G183100.1
OG0008272	CA03g26910, CA03g26890	Prupe.5G173600.1
OG0008273	CA03g00120	Prupe.1G161100.1
OG0008274	CA01g29470	Prupe.5G015800.1
OG0008275	CA00g33110	Prupe.7G093200.1
OG0008276	CA01g17020	Prupe.1G108800.1
OG0008277	CA05g05700	Prupe.5G160300.1, Prupe.8G061500.1
OG0008278	CA03g02650, CA12g19840	Prupe.1G050800.1
OG0008279	CA02g15080	Prupe.4G049100.1
OG0008280	CA06g13780	Prupe.1G403300.1
OG0008282	CA02g20330	Prupe.6G163200.1, Prupe.8G100400.1
OG0008283	CA01g26600, CA01g22190	Prupe.2G030700.1
OG0008284	CA02g26370	Prupe.3G240400.1
OG0008285	CA00g33130	Prupe.7G093600.1
OG0008286	CA08g02520, CA06g14520	Prupe.1G391600.1
OG0008287	CA04g21120, CA04g21140	Prupe.1G370700.1
OG0008289	CA06g06100	Prupe.2G263300.1
OG0008290	CA07g01740, CA00g93360, CA00g76620	Prupe.7G221200.1
OG0008291	CA06g25360	Prupe.6G056700.1
OG0008291	CA06g25350	Prupe.6G056900.1
OG0008292	CA12g18100	Prupe.1G492200.1
OG0008293	CA02g16530, CA07g08750, CA04g02660	Prupe.4G036200.1
OG0008294	CA03g21400	Prupe.2G317500.1
OG0008296	CA00g94800, CA00g44050	Prupe.1G233300.1
OG0008297	CA02g27440	Prupe.7G162200.1
OG0008298	CA02g16370, CA02g08880	Prupe.7G059000.1, Prupe.7G059300.1, Prupe.4G038700.1
OG0008299	CA03g34740	Prupe.6G357100.1
OG0008300	CA05g05260	Prupe.4G258300.1
OG0008301	CA01g08380, CA03g24180	Prupe.1G393500.1
OG0008302	CA04g12650, CA05g18810	Prupe.3G194600.1
OG0008303	CA09g05200	Prupe.1G485900.1
OG0008304	CA06g10350, CA08g03330	Prupe.1G473200.1
OG0008305	CA06g14410	Prupe.1G467400.1
OG0008306	CA01g25750	Prupe.1G140300.1
OG0008307	CA00g42520	Prupe.6G178200.1
OG0008308	CA08g01910	Prupe.1G403700.1
OG0008309	CA11g01300	Prupe.1G308600.1
OG0008312	CA00g60460	Prupe.1G564500.1
OG0008313	CA02g28890	Prupe.3G274400.1
OG0008314	CA02g01450	Prupe.7G070600.1
OG0008315	CA05g11720	Prupe.1G226400.1
OG0008316	CA08g03950	Prupe.2G032700.1
OG0008317	CA04g00020	Prupe.1G013800.1
OG0008319	CA02g20570	Prupe.7G176200.1
OG0008321	CA06g20670	Prupe.5G245200.1, Prupe.6G022900.1
OG0008322	CA02g29270	Prupe.3G279900.1
OG0008324	CA09g16640	Prupe.7G213600.1
OG0008326	CA01g05500	Prupe.5G061100.1, Prupe.5G067800.1
OG0008327	CA02g29940	Prupe.3G290300.1, Prupe.3G290500.1
OG0008328	CA09g15780	Prupe.7G227900.1
OG0008329	CA02g10660	Prupe.5G233900.1
OG0008330	CA01g16680	Prupe.1G126300.1
OG0008331	CA03g31130, CA03g33490, CA00g94210	Prupe.7G271900.1
OG0008332	CA00g82950	Prupe.7G233700.1
OG0008334	CA02g24650	Prupe.6G213800.1
OG0008335	CA01g22790	Prupe.1G310300.1
OG0008336	CA04g14270	Prupe.8G042000.1
OG0008337	CA03g36200	Prupe.7G211300.1
OG0008338	CA01g08210, CA06g13740, CA05g20340	Prupe.5G023700.1
OG0008339	CA02g06090	Prupe.7G173600.1
OG0008340	CA01g30320, CA01g07710	Prupe.5G029300.1
OG0008341	CA07g07780	Prupe.7G225300.1
OG0008342	CA03g15300, CA03g15310	Prupe.1G249500.1
OG0008343	CA01g30060	Prupe.8G141600.1
OG0008345	CA10g06630	Prupe.2G151100.1
OG0008345	CA03g16100	Prupe.2G287100.1
OG0008346	CA03g30960	Prupe.5G234900.1
OG0008347	CA04g13610, CA04g13560	Prupe.8G028900.1
OG0008348	CA00g84070, CA00g84080	Prupe.5G122000.1
OG0008349	CA01g06250	Prupe.5G059800.1
OG0008350	CA00g52180	Prupe.8G128600.1, Prupe.8G129000.1, Prupe.8G129100.1, Prupe.8G128500.1, Prupe.8G128900.1
OG0008353	CA11g06810	Prupe.1G259500.1
OG0008355	CA02g22570, CA07g16070	Prupe.7G154500.1
OG0008356	CA01g30010, CA01g08370	Prupe.5G021400.1, Prupe.2G329200.1
OG0008357	CA03g20770	Prupe.6G174500.1
OG0008358	CA08g17170	Prupe.8G137800.1
OG0008359	CA01g06880	Prupe.5G050100.1
OG0008360	CA05g10990	Prupe.2G140200.1
OG0008361	CA03g20670, CA06g21320	Prupe.2G324600.1
OG0008362	CA04g09710, CA02g26050	Prupe.7G144500.1
OG0008363	CA02g06020, CA02g06080	Prupe.7G173400.1
OG0008364	CA00g71050, CA01g07440	Prupe.5G032200.1, Prupe.3G067000.1
OG0008365	CA03g27260, CA00g68040	Prupe.5G179900.1, Prupe.3G276900.1
OG0008366	CA11g04780	Prupe.1G273200.1
OG0008368	CA12g13510, CA04g23690	Prupe.7G060100.1, Prupe.7G183100.1
OG0008369	CA11g13460	Prupe.6G087500.1, Prupe.2G327000.1, Prupe.5G239900.1
OG0008370	CA02g11030	Prupe.7G133600.1
OG0008371	CA03g16310, CA08g12230	Prupe.6G323300.1
OG0008372	CA00g85330, CA00g81180	Prupe.6G198700.1
OG0008373	CA01g05390, CA06g12410	Prupe.5G068600.1
OG0008374	CA03g18230	Prupe.2G296700.1
OG0008375	CA03g17880, CA00g00980, CA08g03720	Prupe.4G132800.1
OG0008376	CA00g77870	Prupe.5G037100.1
OG0008378	CA04g13050	Prupe.7G214500.1
OG0008380	CA12g11140	Prupe.1G052600.1
OG0008381	CA00g82790	Prupe.6G204800.1
OG0008382	CA09g16720	Prupe.3G053900.1
OG0008383	CA02g24640	Prupe.6G213600.1
OG0008384	CA02g21770	Prupe.7G165200.1
OG0008385	CA10g16520	Prupe.1G545800.1
OG0008386	CA07g07400, CA05g10920	Prupe.1G065300.1
OG0008387	CA11g03700	Prupe.1G281200.1
OG0008388	CA02g22000	Prupe.7G162900.1
OG0008389	CA02g21150	Prupe.7G180700.1
OG0008390	CA01g05180	Prupe.7G216600.1
OG0008391	CA07g09530, CA00g84400	Prupe.1G535100.1, Prupe.6G205100.1
OG0008392	CA01g07010, CA01g06980	Prupe.5G050700.1
OG0008394	CA02g27790, CA02g27780	Prupe.1G282300.1, Prupe.3G260200.1
OG0008394	CA02g27810	Prupe.3G260000.1, Prupe.3G260100.1
OG0008395	CA05g07720	Prupe.1G333500.1
OG0008397	CA02g14890	Prupe.6G227700.1
OG0008398	CA01g07900	Prupe.5G027400.1
OG0008399	CA02g14520	Prupe.6G231900.1
OG0008400	CA11g08060	Prupe.1G249700.1
OG0008401	CA03g16600, CA03g16580	Prupe.2G289200.1
OG0008403	CA12g11170	Prupe.5G219900.1, Prupe.5G219800.1, Prupe.5G219700.1
OG0008405	CA03g23470	Prupe.2G315400.1, Prupe.4G244900.1, Prupe.5G243800.1
OG0008406	CA00g53620	Prupe.1G258800.1
OG0008408	CA06g13610	Prupe.5G026700.1
OG0008410	CA00g25200	Prupe.5G046100.1
OG0008411	CA03g28030	Prupe.5G186300.1
OG0008412	CA03g32690	Prupe.8G141300.1
OG0008413	CA01g06890	Prupe.5G050200.1
OG0008414	CA02g29630	Prupe.3G286000.1
OG0008415	CA02g03350, CA08g00690	Prupe.5G243700.1
OG0008417	CA12g01560, CA01g17090	Prupe.8G001200.1
OG0008418	CA06g20970	Prupe.5G238600.1
OG0008419	CA00g30210	Prupe.1G295600.1
OG0008420	CA04g13940, CA12g14120, CA04g13870	Prupe.8G038100.1
OG0008421	CA02g00200	Prupe.3G285400.1
OG0008422	CA01g07320	Prupe.5G032400.1
OG0008423	CA06g21380, CA06g21370, CA03g20760	Prupe.2G323400.1
OG0008424	CA03g22780	Prupe.5G236800.1
OG0008425	CA11g03600	Prupe.1G282400.1
OG0008426	CA02g02140, CA02g20000	Prupe.7G183700.1
OG0008427	CA06g19610	Prupe.5G174800.1
OG0008428	CA02g14730	Prupe.6G230300.1
OG0008429	CA03g16780	Prupe.2G288200.1
OG0008429	CA01g03540	Prupe.5G089000.1
OG0008430	CA03g30460, CA06g17310	Prupe.1G069500.1
OG0008431	CA07g20870	Prupe.6G033400.1
OG0008432	CA00g50040	Prupe.5G017300.1
OG0008433	CA02g15210, CA02g24620	Prupe.6G213300.1
OG0008434	CA00g84340	Prupe.7G223600.1
OG0008435	CA07g12370	Prupe.1G063300.1
OG0008436	CA07g13180	Prupe.3G231200.1
OG0008437	CA06g19590, CA03g28360	Prupe.5G174900.1
OG0008438	CA01g04960	Prupe.5G069600.1
OG0008439	CA06g09140	Prupe.1G030900.1
OG0008440	CA07g07560, CA02g21370	Prupe.7G170700.1
OG0008441	CA03g23080	Prupe.5G241200.1
OG0008442	CA11g03520	Prupe.1G287300.1
OG0008443	CA03g21780, CA06g21240	Prupe.5G033000.1
OG0008445	CA01g17570, CA05g12320, CA00g16360	Prupe.1G293500.1
OG0008446	CA11g08140	Prupe.1G250500.1
OG0008447	CA11g10530	Prupe.4G256800.1
OG0008448	CA01g08040	Prupe.5G024900.1
OG0008449	CA03g02690	Prupe.1G051600.1
OG0008450	CA01g33290	Prupe.5G082400.1
OG0008451	CA01g04690	Prupe.5G076300.1
OG0008452	CA00g80580	Prupe.7G227700.1
OG0008453	CA12g13440, CA03g28890	Prupe.1G293800.1
OG0008455	CA01g34240	Prupe.5G107000.1
OG0008456	CA03g32870	Prupe.5G225400.1
OG0008457	CA08g10910	Prupe.1G016500.1, Prupe.6G337400.1
OG0008458	CA00g71530	Prupe.7G231100.1
OG0008459	CA01g03250	Prupe.5G091800.1
OG0008460	CA11g18030	Prupe.1G357200.1
OG0008461	CA01g01910	Prupe.5G106800.1
OG0008463	CA02g22360	Prupe.7G157000.1
OG0008464	CA02g21130	Prupe.7G179500.1
OG0008465	CA08g12460	Prupe.7G138000.1
OG0008466	CA01g02670	Prupe.1G352300.1
OG0008467	CA11g06100	Prupe.1G264000.1
OG0008468	CA03g18590	Prupe.2G298600.1
OG0008469	CA04g13420, CA04g13430	Prupe.7G266400.1
OG0008470	CA12g01070	Prupe.1G186600.1
OG0008471	CA02g26110	Prupe.7G145600.1
OG0008472	CA01g08910, CA01g28360	Prupe.1G255500.1
OG0008473	CA03g23060	Prupe.5G239800.1
OG0008474	CA02g29830	Prupe.3G288400.1
OG0008475	CA03g20730	Prupe.2G323500.1
OG0008476	CA00g80680	Prupe.5G187500.1
OG0008477	CA05g20700, CA05g20680	Prupe.8G142700.1
OG0008478	CA03g19750, CA06g07680	Prupe.2G310600.1
OG0008479	CA06g11970	Prupe.1G499800.1
OG0008480	CA03g19620	Prupe.2G311500.1
OG0008481	CA12g17000, CA04g18980	Prupe.1G437500.1
OG0008482	CA12g17780, CA04g22270	Prupe.7G175300.1, Prupe.1G359400.1
OG0008483	CA12g05670	Prupe.2G090600.1
OG0008484	CA03g29590	Prupe.5G199900.1
OG0008485	CA04g16860	Prupe.1G418000.1
OG0008486	CA01g20870	Prupe.6G297500.1
OG0008487	CA12g16500, CA04g17720	Prupe.2G244200.1, Prupe.1G422400.1
OG0008488	CA00g00060	Prupe.1G409600.1
OG0008489	CA00g83810, CA00g83800	Prupe.1G542700.1
OG0008492	CA04g18350	Prupe.1G431500.1, Prupe.6G231200.1
OG0008493	CA04g15560	Prupe.1G518400.1
