Orthogroup	Solanum_lycopersicum	Capsicum_anuum
OG0006991	Solyc02T001063.1	CA02g09360
OG0006992	Solyc11T002361.1	CA00g78490
OG0006993	Solyc09T000234.1	CA09g01910
OG0006994	Solyc04T002762.1	CA04g20170
OG0006995	Solyc07T002016.1	CA03g34570
OG0006996	Solyc09T002247.1	CA03g08510
OG0006997	Solyc04T002725.1	CA04g19570
OG0006998	Solyc06T002339.1	CA06g23450
OG0006998	Solyc10T002669.1	CA10g15710
OG0006999	Solyc01T003030.1	CA08g09680
OG0007000	Solyc02T002894.1	CA02g30480
OG0007001	Solyc09T000282.1	CA10g16010
OG0007001	Solyc10T002828.1	CA09g01670
OG0007002	Solyc01T003203.1	CA08g11610, CA08g11620
OG0007003	Solyc01T002963.1	CA00g64750
OG0007004	Solyc03T001055.1	CA03g13080
OG0007005	Solyc01T003418.1	CA00g62040
OG0007006	Solyc09T001881.1	CA09g06950
OG0007007	Solyc03T001341.2	CA03g13880
OG0007007	Solyc10T002416.1	CA10g19550
OG0007008	Solyc10T002343.1	CA10g20100
OG0007009	Solyc09T002302.1	CA03g08030
OG0007010	Solyc04T002835.1	CA01g25010
OG0007011	Solyc11T002275.2	CA11g19250
OG0007011	Solyc06T000362.1	CA06g08540
OG0007012	Solyc07T002714.4	CA07g20360
OG0007013	Solyc01T001854.1	CA01g18240
OG0007015	Solyc03T002707.1	CA03g28560
OG0007016	Solyc01T002142.1	CA01g24580
OG0007017	Solyc02T002196.1	CA02g23360
OG0007018	Solyc07T001688.1	CA10g15660, CA07g07930
OG0007019	Solyc07T002408.1	CA07g16660
OG0007020	Solyc12T000725.1	CA03g11980, CA03g11990, CA04g17520
OG0007021	Solyc05T002509.1	CA05g17680, CA05g17620
OG0007022	Solyc06T001618.1	CA00g68110
OG0007023	Solyc06T000120.1	CA06g03720
OG0007025	Solyc10T001810.1	CA10g07270
OG0007026	Solyc04T000548.1, Solyc04T002114.1	CA04g13480
OG0007027	Solyc12T000753.1	CA10g01080
OG0007027	Solyc07T002745.2, Solyc02T000476.1	CA07g20620
OG0007028	Solyc05T002373.1	CA06g07000
OG0007029	Solyc02T001789.1	CA02g20340
OG0007030	Solyc04T002403.1	CA00g62260
OG0007030	Solyc11T000431.1	CA12g03090
OG0007032	Solyc11T000292.1	CA12g04870
OG0007033	Solyc09T000322.1	CA09g01230
OG0007033	Solyc10T002641.1	CA10g16360
OG0007034	Solyc01T004010.1	CA00g41330
OG0007035	Solyc04T002286.1	CA01g28290
OG0007035	Solyc01T003723.1	CA08g15650
OG0007036	Solyc01T001538.1	CA12g08200, CA01g15840
OG0007037	Solyc01T003046.1	CA08g09880
OG0007038	Solyc07T002723.1	CA00g26980
OG0007039	Solyc01T000339.2, Solyc11T002415.1	CA11g15280, CA01g13550
OG0007040	Solyc08T000310.2	CA01g34170
OG0007041	Solyc06T002342.1	CA06g23420
OG0007042	Solyc12T000143.1	CA09g14500
OG0007042	Solyc07T001656.1	CA07g06660
OG0007043	Solyc01T002043.1	CA01g21760
OG0007044	Solyc03T001879.1	CA03g12560
OG0007045	Solyc07T001796.1	CA07g10930
OG0007045	Solyc12T000118.1	CA09g14010
OG0007046	Solyc04T001662.1	CA00g52480, CA12g09230
OG0007047	Solyc01T004197.1	CA01g19610
OG0007047	Solyc10T001777.1	CA10g08130
OG0007048	Solyc12T001010.3, Solyc10T002462.1	CA10g19000
OG0007049	Solyc04T002416.1	CA09g04190, CA04g16080
OG0007050	Solyc01T002094.1	CA01g22420
OG0007051	Solyc06T000811.1	CA05g03170, CA08g07170
OG0007052	Solyc07T001756.1	CA07g09520
OG0007052	Solyc05T001777.1	CA05g09910, CA05g09900
OG0007053	Solyc05T002566.1	CA03g35210
OG0007055	Solyc12T002303.1	CA04g15140, CA12g10670
OG0007055	Solyc10T001273.1	CA00g90770
OG0007056	Solyc03T000508.1	CA04g04190, CA04g04200
OG0007057	Solyc12T000149.1	CA09g14600
OG0007058	Solyc02T002472.1	CA02g26980
OG0007059	Solyc10T001147.1	CA09g10710, CA12g08290
OG0007060	Solyc10T000468.1	CA08g08540, CA10g10360
OG0007061	Solyc06T002590.1, Solyc08T002046.1	CA01g06680
OG0007062	Solyc01T003226.1	CA00g43930
OG0007063	Solyc01T000934.1	CA01g14640, CA01g18940, CA00g86720, CA07g06920, CA01g25890, CA03g15020, CA04g14420, CA06g23860
OG0007064	Solyc02T001281.1	CA02g12200
OG0007065	Solyc03T000716.1	CA04g07990
OG0007065	Solyc02T002669.1	CA02g24170
OG0007066	Solyc09T001207.1	CA12g10350, CA03g15180, CA02g17620, CA01g20340, CA09g11980, CA10g04330, CA09g13570, CA02g01260
OG0007067	Solyc02T001545.1	CA02g15060
OG0007067	Solyc02T001548.1	CA02g15040, CA02g15050, CA02g15000
OG0007068	Solyc05T000016.1	CA11g08190
OG0007069	Solyc01T002762.1	CA01g19270
OG0007070	Solyc01T003582.1	CA08g14170
OG0007071	Solyc07T000413.1	CA07g06040
OG0007072	Solyc09T001814.1	CA12g22060, CA09g10110, CA03g10750, CA09g10120
OG0007075	Solyc09T000488.1	CA09g05220
OG0007076	Solyc05T001441.1, Solyc05T001442.1, Solyc05T001444.1, Solyc05T001443.1, Solyc05T001445.1	CA03g31040
OG0007077	Solyc03T003591.1	CA03g36530
OG0007080	Solyc06T001475.1	CA06g15520
OG0007081	Solyc01T002836.2	CA08g07160
OG0007082	Solyc06T000854.1	CA12g04390
OG0007082	Solyc11T000336.1	CA12g04400
OG0007083	Solyc09T000515.1	CA09g05070
OG0007084	Solyc01T003530.1	CA08g14980
OG0007086	Solyc01T003532.3	CA08g15000
OG0007087	Solyc05T000291.1	CA00g57530
OG0007088	Solyc12T002166.1, Solyc06T001473.1	CA06g15540
OG0007090	Solyc04T000552.1	CA12g00940, CA05g01470
OG0007091	Solyc11T000585.1, Solyc04T000553.1	CA05g01510
OG0007092	Solyc01T001968.1	CA01g25590
OG0007093	Solyc11T001013.1, Solyc06T001547.1	CA06g14950
OG0007093	Solyc01T003586.1	CA08g14200
OG0007094	Solyc07T001528.1	CA07g06760
OG0007094	Solyc12T000340.1	CA09g14760
OG0007095	Solyc02T001177.1	CA02g00570
OG0007096	Solyc04T000320.1	CA05g04580
OG0007097	Solyc01T002841.1	CA08g07230
OG0007098	Solyc01T002635.1	CA01g27930
OG0007099	Solyc03T000468.1	CA04g03360
OG0007099	PRAM_26129.1.p1	CA02g18470
OG0007100	Solyc01T001115.2	CA01g16570
OG0007100	Solyc01T000070.1	CA01g12010
OG0007101	Solyc05T000306.1	CA00g57050
OG0007103	Solyc05T002738.1	CA00g87380
OG0007104	Solyc12T000752.1	CA03g13390
OG0007104	Solyc10T000082.1, Solyc10T000083.6	CA10g01050
OG0007105	Solyc12T002503.1	CA12g18130
OG0007105	Solyc04T002986.1	CA04g22750
OG0007107	Solyc04T000539.1, Solyc01T000971.1, Solyc01T000077.1	CA01g11900
OG0007108	Solyc07T001653.2	CA07g06630
OG0007110	Solyc01T001984.1	CA01g25070
OG0007113	Solyc02T001153.1	CA02g00330
OG0007114	PRAM_25847.1.p1	CA02g08400
OG0007116	Solyc06T000212.1	CA06g01650
OG0007117	Solyc02T001225.1	CA02g10830
OG0007118	Solyc01T002164.1	CA01g24820
OG0007119	Solyc05T000681.2	CA00g71380
OG0007120	Solyc07T001604.1	CA02g15170
OG0007121	Solyc02T001191.1, Solyc02T000314.1	CA11g00400
OG0007122	Solyc01T001850.1	CA01g17070
OG0007123	Solyc02T000934.1	CA01g34650, CA02g08110
OG0007124	Solyc01T003603.1	CA08g14460
OG0007124	Solyc06T001528.1	CA06g15340
OG0007125	Solyc08T000369.3	CA01g34730
OG0007126	Solyc04T001362.1	CA01g31910
OG0007127	Solyc02T000315.2	CA00g18740
OG0007128	Solyc01T003555.1	CA08g15220
OG0007129	Solyc09T002844.1	CA10g13620, CA03g03740
OG0007130	Solyc01T003567.1	CA00g96190, CA08g15350
OG0007131	Solyc03T001507.1, Solyc05T000289.2	CA00g57550
OG0007132	Solyc05T002493.1	CA05g17280
OG0007133	Solyc02T001103.1	CA00g89840
OG0007134	Solyc03T002843.1	CA03g29740
OG0007134	Solyc06T001908.1	CA06g18750
OG0007137	Solyc02T002924.1	CA08g02570, CA02g30730
OG0007137	Solyc02T001059.1	CA02g09140
OG0007138	Solyc09T002620.1	CA03g04320
OG0007138	Solyc03T000072.3	CA04g00730
OG0007139	Solyc04T000287.1	CA00g94830
OG0007140	Solyc03T000440.1	CA03g16690
OG0007140	Solyc03T000441.1	CA03g16680
OG0007141	Solyc06T001447.1	CA00g81850
OG0007142	Solyc10T000864.1	CA01g20390, CA06g05890, CA03g14110, CA10g13110, CA01g22990, CA01g15160, CA00g81700, CA03g13130
OG0007143	Solyc01T000121.1	CA00g15250
OG0007143	Solyc12T002833.1	CA12g22550
OG0007144	Solyc07T000578.1	CA06g08200
OG0007145	Solyc09T001456.1	CA06g03130
OG0007145	Solyc06T002642.1	CA06g26440
OG0007146	Solyc05T002602.1	CA00g74930
OG0007147	Solyc01T002109.1	CA01g23470
OG0007148	Solyc10T000870.1, Solyc00T000007.1, Solyc01T000956.1	CA01g14820, CA03g12880, CA00g68420, CA00g81640
OG0007149	Solyc01T003451.2	CA00g53730
OG0007150	PRAM_37011.1.p1, Solyc11T000196.1	CA12g06650
OG0007152	Solyc08T002331.1	CA00g28900
OG0007153	Solyc03T001557.1	CA03g11610, CA03g11600
OG0007154	Solyc01T004381.1	CA00g52400, CA00g52360, CA00g52380, CA06g06330
OG0007154	Solyc01T004383.2	CA00g52390
OG0007155	Solyc01T002174.1	CA01g24210
OG0007155	Solyc09T001918.1	CA09g09830
OG0007156	Solyc10T002894.1, Solyc09T000168.1	CA09g02830
OG0007157	Solyc01T003102.1, Solyc01T003100.1	CA08g10360
OG0007158	Solyc11T000441.1, Solyc07T001035.1, Solyc12T001113.1	CA00g87060
OG0007159	Solyc10T002221.1	CA10g21900
OG0007160	Solyc05T000730.1	CA11g03830
OG0007161	Solyc08T001590.1	CA00g31320
OG0007163	Solyc12T000808.1	CA03g13590, CA08g02130, CA04g10020, CA02g03970, CA04g02780, CA03g23370, CA01g25250, CA09g15990
OG0007164	Solyc04T000868.1	CA00g81770, CA09g08430, CA00g77220, CA01g26060, CA11g09370, CA09g13270
OG0007164	Solyc10T000771.1	CA08g02630
OG0007165	Solyc02T002108.1	CA02g22130
OG0007166	Solyc08T002241.1	CA01g04040
OG0007168	Solyc06T000517.1	CA00g85740, CA06g04170
OG0007171	Solyc09T000248.1	CA09g01740
OG0007173	Solyc02T000161.1	CA10g10820
OG0007173	Solyc02T001858.1	CA02g19500
OG0007177	Solyc04T002709.1	CA04g19220
OG0007181	Solyc09T000529.1	CA09g05630
OG0007181	Solyc10T002773.1	CA06g08170
OG0007189	Solyc01T002833.1, Solyc01T002831.1	CA08g07080
OG0007199	Solyc02T000876.1	CA02g01870
OG0007205	Solyc02T002042.2, Solyc03T003115.1	CA03g31260
OG0007209	Solyc08T000599.1, Solyc02T001231.1	CA02g11340
OG0007222	Solyc05T002044.1, Solyc07T000564.1	CA05g11030, CA07g09780
OG0007226	Solyc07T002528.1	CA07g18070
OG0007237	Solyc05T001457.1	CA05g06550
OG0007249	Solyc03T000325.1	CA03g18670
OG0007249	Solyc06T000710.1	CA06g07510
OG0007255	Solyc04T002758.1	CA03g17670, CA02g23040
OG0007256	Solyc08T000127.1	CA01g32480, CA01g32490
OG0007257	Solyc11T000227.2	CA05g19730
OG0007258	Solyc06T002323.1, Solyc08T000867.1	CA06g13870
OG0007260	Solyc03T000005.1	CA04g00200
OG0007273	Solyc02T001000.1	CA02g08530
OG0007274	Solyc02T000886.1	CA02g02000
OG0007274	Solyc09T000519.1	CA09g05020
OG0007277	Solyc10T002262.1	CA10g20870
OG0007278	Solyc02T002226.1, Solyc02T001033.1	CA02g08910
OG0007279	Solyc09T001662.1, Solyc05T000849.1	CA11g08700
OG0007290	Solyc07T002314.1	CA07g15600
OG0007293	Solyc09T002281.1	CA03g35100
OG0007295	Solyc11T000065.1	CA12g07080
OG0007296	Solyc02T000845.1	CA02g07420
OG0007296	Solyc02T002761.1	CA02g25240
OG0007297	Solyc06T001251.1, Solyc08T002343.1	CA01g03000
OG0007298	Solyc09T001917.1	CA09g09820
OG0007298	Solyc02T001565.1	CA06g26810
OG0007301	Solyc11T000566.1, Solyc11T000567.1	CA12g01310
OG0007304	Solyc11T002094.1	CA11g18160
OG0007304	Solyc06T000418.1	CA06g05930
OG0007305	Solyc01T003898.1, Solyc01T003897.1	CA08g16790
OG0007306	Solyc01T002335.1	CA01g26410
OG0007306	Solyc10T002435.1	CA10g19300
OG0007309	Solyc02T001310.1, Solyc01T002452.1	CA05g07710
OG0007312	Solyc09T001440.1, Solyc06T000149.1	CA06g03090
OG0007319	Solyc06T001697.1	CA06g16690
OG0007319	Solyc03T003311.1	CA03g34330, CA03g34320
OG0007320	Solyc12T000087.1	CA00g89710
OG0007320	Solyc07T001940.1	CA00g64840
OG0007326	Solyc07T000307.1	CA07g04070, CA00g22820, CA07g03940
OG0007327	Solyc03T002242.1	CA03g22830
OG0007327	Solyc06T002095.1	CA06g20930
OG0007328	Solyc01T001996.1	CA01g25160
OG0007332	Solyc05T001871.1	CA05g09890
OG0007332	Solyc05T001487.1	CA07g10560
OG0007333	Solyc08T000472.1, Solyc12T000899.1, Solyc12T000900.1	CA04g06210
OG0007338	Solyc03T000156.3	CA04g02600
OG0007339	Solyc07T000990.1, Solyc11T002182.1	CA05g04970
OG0007341	Solyc05T001621.1, Solyc07T001539.1, Solyc12T000342.1	CA00g93620
OG0007342	Solyc07T000357.1	CA07g05370
OG0007342	Solyc07T000358.1	CA07g05670
OG0007354	Solyc12T002459.1	CA12g17560
OG0007354	Solyc04T002814.1	CA04g20780
OG0007354	Solyc10T002479.1	CA10g18830
OG0007355	Solyc12T001260.1	CA01g14130, CA04g09760, CA05g11260, CA01g10080, CA01g08470, CA04g09750, CA01g14140
OG0007358	Solyc05T001547.1	CA09g16960, CA00g94490, CA09g16980, CA09g16970, CA05g11420
OG0007360	Solyc08T001673.1	CA00g88010
OG0007360	Solyc07T001791.1, Solyc08T001674.1, Solyc08T001933.1	CA01g07560, CA01g07690, CA01g07530, CA00g92980, CA01g07520
OG0007362	Solyc02T000686.1, Solyc02T000698.1, Solyc02T000699.1, Solyc02T000700.1, Solyc02T000688.1, Solyc02T000696.1, Solyc02T000695.1, Solyc02T000691.1	CA01g11960, CA02g05470
OG0007365	Solyc03T002311.1	CA12g11840
OG0007365	Solyc03T002357.1	CA00g75300, CA00g75290
OG0007365	Solyc03T002318.3	CA01g14980, CA03g23570
OG0007366	Solyc01T000923.1	CA09g11990
OG0007366	Solyc10T000772.1	CA03g15170, CA01g15230, CA04g09430, CA00g90950, CA08g05880, CA08g02640, CA09g13280
OG0007367	Solyc12T000614.1, Solyc02T000825.1, Solyc02T000824.1	CA11g05080, CA11g05090, CA11g05150
OG0007367	Solyc06T001496.1, Solyc06T001498.1, Solyc06T001495.1	CA01g17260
OG0007369	Solyc01T003846.1	CA01g31440
OG0007369	Solyc01T002508.1	CA01g21350
OG0007372	Solyc02T001109.1, Solyc10T002591.1, Solyc02T000955.1, Solyc10T002593.1, Solyc02T000956.1, Solyc07T000967.1, Solyc04T000583.1, Solyc02T001112.3	CA02g22470, CA02g10110
OG0007373	Solyc02T001337.1, Solyc02T001339.1, Solyc02T001343.1	CA02g13160
OG0007374	Solyc07T002053.1	CA06g19510
OG0007374	Solyc08T000385.1, Solyc08T000386.1, Solyc09T002865.1	CA08g12900
OG0007374	Solyc09T002789.1	CA00g58450, CA03g04930
OG0007375	Solyc05T000818.1	CA03g05710, CA06g18520
OG0007375	Solyc08T000467.1	CA06g18540, CA06g18550, CA06g18560, CA04g04020, CA06g18530, CA03g05720
OG0007376	Solyc06T000384.1, Solyc06T000383.1	CA02g11820, CA06g09110, CA12g14890, CA06g24360, CA04g05760
OG0007377	Solyc11T001605.1	CA11g15110
OG0007377	Solyc09T001852.1, Solyc07T001423.1, Solyc01T001307.1, Solyc03T002102.1, Solyc03T002097.1, Solyc04T001388.1	CA04g12690, CA06g05690
OG0007378	Solyc01T000657.1	CA00g81460, CA06g01630, CA00g68890, CA00g74010, CA00g90130, CA00g68830, CA04g14590, CA12g17490, CA07g04590
OG0007379	Solyc04T002614.1	CA04g18280
OG0007379	Solyc09T001113.1, Solyc07T000506.1	CA07g06050
OG0007379	Solyc04T002615.2	CA00g75780
OG0007381	Solyc06T001233.1	CA06g04230
OG0007381	Solyc12T000020.1	CA03g31360, CA03g31370, CA03g31380
OG0007381	Solyc11T002174.1	CA05g16380, CA00g63480, CA00g63490
OG0007382	Solyc06T000083.1	CA06g05170
OG0007383	Solyc09T001096.1, Solyc12T001456.1, Solyc08T000676.1, Solyc09T001307.1, Solyc08T000675.1, Solyc02T000023.1, Solyc09T001097.1, Solyc05T001156.1, Solyc01T001813.1	CA06g05360
OG0007384	Solyc06T001339.1	CA06g12510
OG0007384	Solyc06T001327.1	CA06g12530, CA06g12500, CA06g12550, CA06g12520, CA06g12560, CA04g18010, CA10g02590
OG0007385	Solyc06T002427.1, Solyc06T002414.1, Solyc08T000032.1, Solyc06T002413.1	CA06g24470
OG0007385	Solyc06T002424.1, Solyc06T002433.1, Solyc06T002416.1	CA06g24460, CA06g24440
OG0007386	Solyc07T002011.1	CA00g67440, CA00g99020, CA07g12640, CA07g12630
OG0007386	Solyc07T002012.1	CA00g67450, CA07g12620
OG0007387	Solyc09T001228.1, Solyc09T001196.1, Solyc09T001226.1, Solyc09T001230.2, Solyc09T001093.1, Solyc04T001089.1, Solyc04T001084.1	CA09g12430
OG0007388	Solyc02T001261.1, Solyc02T001263.1, Solyc02T001262.1	CA02g11630
OG0007388	Solyc02T001239.1	CA02g11610, CA02g11620
OG0007388	Solyc02T001241.1	CA02g11530
OG0007389	Solyc11T001322.1, Solyc12T001246.1, Solyc11T001319.1, Solyc11T001318.1, Solyc11T001320.1, Solyc12T001445.1, Solyc08T001197.1, Solyc05T001158.1, Solyc07T001106.1	CA00g25950
OG0007390	Solyc06T000298.1, Solyc03T000450.2, Solyc03T000451.1, Solyc03T001260.1, Solyc01T000873.1, Solyc01T000875.1, Solyc03T000395.4, Solyc03T000449.1, Solyc03T000394.1	CA03g17270
OG0007391	Solyc09T001092.1, Solyc01T003655.1, Solyc01T003658.1, Solyc01T003649.1, Solyc01T003652.1, Solyc01T003991.1, Solyc01T004035.5, Solyc01T003659.1	CA00g60620
OG0007415	Solyc06T002669.1	CA06g28430
OG0007416	Solyc10T002774.1, Solyc09T000548.2	CA09g05650
OG0007417	Solyc01T002695.1	CA00g67500
OG0007418	Solyc03T002323.1	CA03g23690
OG0007419	Solyc01T004221.1	CA00g32320
OG0007423	Solyc01T002870.1	CA08g07500
OG0007426	Solyc09T001690.1	CA09g11250
OG0007426	Solyc06T000179.1	CA06g02300
OG0007428	Solyc06T001564.1	CA06g13980, CA06g13990
OG0007430	Solyc11T001891.1	CA11g10250
OG0007432	Solyc03T001964.1	CA01g10850
OG0007433	Solyc09T002560.1	CA03g04840
OG0007436	Solyc01T000476.1	CA01g23730
OG0007436	Solyc05T000228.1	CA00g49390
OG0007437	Solyc11T001691.1	CA04g21640, CA00g16590
OG0007438	Solyc10T002584.1, Solyc01T000196.1	CA12g10850
OG0007439	Solyc11T000194.1	CA12g06660
OG0007440	Solyc07T001464.1	CA07g07810
OG0007441	Solyc01T003523.3	CA08g14890
OG0007442	Solyc10T002885.1	CA10g11910
OG0007443	Solyc04T000262.1	CA05g06420
OG0007445	Solyc01T002733.1	CA01g11230
OG0007446	Solyc01T003002.1	CA08g08730
OG0007447	Solyc09T000307.1	CA09g01460
OG0007447	Solyc10T002643.1	CA10g16350
OG0007448	Solyc03T000519.1	CA04g04520
OG0007449	Solyc04T000732.1	CA05g00470
OG0007451	Solyc09T000670.1	CA09g12310
OG0007452	Solyc06T000893.1	CA06g04300
OG0007452	Solyc09T001073.1	CA09g08380
OG0007453	Solyc04T000716.1	CA05g00350
OG0007454	Solyc06T002768.1	CA06g27560
OG0007454	Solyc09T002189.1	CA03g09000
OG0007455	Solyc10T002382.1	CA00g77530
OG0007456	Solyc09T000960.1	CA09g10830
OG0007457	Solyc08T002580.1	CA01g00140
OG0007459	Solyc09T000222.1	CA09g02030
OG0007460	Solyc06T000216.1, Solyc09T002082.1	CA00g85460
OG0007461	Solyc10T000441.1	CA10g05460
OG0007462	Solyc01T002864.1	CA08g07430
OG0007464	Solyc01T000094.1	CA01g11740
OG0007465	Solyc01T002808.1	CA08g06620
OG0007467	Solyc01T002693.1	CA00g67530
OG0007468	Solyc09T000666.1	CA09g08990
OG0007469	Solyc01T002672.1	CA00g32360
OG0007470	Solyc05T000715.1	CA11g03630
OG0007471	Solyc01T002900.1	CA08g07840
OG0007473	Solyc07T000386.1	CA01g08440
OG0007475	Solyc04T002458.1	CA04g15300
OG0007476	Solyc10T002585.1	CA00g07120, CA10g16990
OG0007477	Solyc05T002441.1	CA05g16700
OG0007479	Solyc03T003373.1	CA03g35020
OG0007480	Solyc09T000314.1	CA09g01330
OG0007481	Solyc03T001709.1	CA03g20210
OG0007482	Solyc09T000126.1	CA09g03300
OG0007483	Solyc10T002862.1	CA10g11970
OG0007483	Solyc09T000265.1	CA01g04410, CA01g04400, CA00g85020
OG0007484	Solyc09T000305.1	CA09g01450
OG0007485	Solyc09T001369.1	CA11g05190
OG0007486	Solyc11T000353.1	CA12g03930
OG0007487	Solyc09T000312.1	CA09g01370, CA09g01090
OG0007488	Solyc06T000652.1	CA07g18540
OG0007489	Solyc02T001647.1	CA02g17000
OG0007491	Solyc01T002988.1	CA00g64480
OG0007493	Solyc10T002721.1	CA10g14780, CA10g14960
OG0007494	Solyc10T002958.1	CA10g10970
OG0007495	Solyc09T002184.3	CA03g09130
OG0007496	Solyc10T002133.1	CA10g04730
OG0007497	Solyc09T001994.1	CA00g64190, CA03g10070
OG0007497	Solyc06T002733.1	CA06g27670
OG0007498	Solyc05T002082.6	CA00g71570
OG0007499	Solyc10T002654.2	CA10g16040
OG0007500	Solyc09T000192.1	CA10g12370, CA00g11160
OG0007501	Solyc01T002572.1	CA01g27410
OG0007504	Solyc09T001837.1	CA09g06750
OG0007505	Solyc10T002568.1	CA10g17580
OG0007506	Solyc08T002103.2	CA01g05960
OG0007507	Solyc09T000275.1	CA00g84940
OG0007508	Solyc10T002334.1	CA05g00100, CA10g20180, CA09g10210
OG0007509	Solyc09T002065.1	CA03g10760
OG0007510	Solyc10T002338.1	CA10g20160
OG0007511	Solyc01T003553.1	CA08g15200
OG0007512	Solyc09T001915.1	CA09g09770
OG0007513	Solyc01T001220.1	CA01g17970
OG0007514	Solyc10T000539.1	CA10g06620
OG0007515	Solyc04T002670.1	CA04g18720
OG0007516	Solyc06T002665.1	CA06g28460
OG0007516	Solyc09T002385.1	CA03g07100
OG0007517	Solyc09T000418.1	CA09g00170
OG0007518	Solyc01T004120.3	CA08g18330
OG0007521	Solyc10T002263.1	CA03g12170, CA10g20880
OG0007522	Solyc06T001451.1, Solyc03T003537.1	CA03g37170
OG0007523	Solyc09T001825.1	CA09g06790
OG0007523	Solyc06T000187.1	CA06g01960
OG0007525	Solyc05T000990.1	CA11g09470
OG0007526	Solyc01T003064.1	CA08g10020
OG0007527	Solyc01T003425.1	CA00g62110
OG0007528	Solyc11T000264.1	CA12g05570
OG0007529	Solyc12T002821.1	CA04g20390
OG0007530	Solyc01T002895.1	CA08g07790
OG0007532	Solyc12T000824.1	CA03g13570
OG0007533	Solyc11T000275.1	CA12g05390
OG0007533	Solyc09T000261.1	CA00g40900
OG0007534	Solyc11T000494.1	CA12g02580
OG0007535	Solyc07T000217.1	CA07g02750
OG0007536	Solyc09T002242.1	CA03g08460
OG0007538	Solyc10T002647.2	CA10g16290
OG0007538	Solyc09T000303.1	CA09g01430
OG0007539	Solyc09T000024.1	CA09g11600
OG0007540	Solyc09T000489.2	CA09g05210
OG0007541	Solyc08T002373.1	CA01g02460
OG0007541	Solyc01T002852.1	CA08g07320
OG0007542	Solyc09T000224.1	CA09g02020
OG0007543	Solyc02T001620.1	CA02g16760
OG0007544	Solyc09T000560.1	CA00g18330, CA00g18320
OG0007545	Solyc01T002055.1	CA01g22260
OG0007546	Solyc09T000386.1	CA09g00510
OG0007550	Solyc01T002941.1	CA08g08310, CA08g08300
OG0007551	Solyc12T002657.1	CA12g20140
OG0007552	Solyc03T002719.1	CA03g29160
OG0007553	Solyc10T002887.1	CA10g11870
OG0007554	Solyc08T001863.2	CA00g65200
OG0007555	Solyc09T002866.1	CA03g03150
OG0007557	Solyc01T002839.1	CA08g07200
OG0007559	Solyc05T002200.1, Solyc01T002708.1	CA01g10940
OG0007560	Solyc05T000640.1	CA11g03170
OG0007561	Solyc03T001337.1	CA00g36580
OG0007562	Solyc01T000483.1, Solyc05T000213.1	CA11g05170
OG0007564	Solyc10T002102.1, Solyc09T000926.1, Solyc10T002103.1, Solyc10T002104.1, Solyc10T002101.3, Solyc10T002091.1, Solyc10T002099.1	CA10g08460
OG0007565	Solyc12T000288.1	CA09g16620
OG0007566	Solyc10T001375.1, Solyc01T003849.1	CA01g31460
OG0007567	Solyc01T003407.1	CA08g13250
OG0007568	Solyc10T002293.1	CA10g20710
OG0007571	Solyc10T000016.1	CA10g05950, CA11g13660, CA10g05960
OG0007572	Solyc01T002751.1	CA01g19090
OG0007574	Solyc09T002400.1	CA03g06820
OG0007575	Solyc12T002639.1	CA12g19820
OG0007575	Solyc09T002622.1	CA03g04300
OG0007575	Solyc03T000071.1	CA04g00720
OG0007576	Solyc04T002738.2	CA04g19800
OG0007578	Solyc07T002208.1	CA07g15670
OG0007580	Solyc01T002745.4	CA01g18960
OG0007581	Solyc02T000088.1, Solyc09T002566.1	CA03g04780
OG0007584	Solyc05T000270.1	CA00g74650
OG0007585	Solyc11T001794.1, Solyc10T001212.1	CA03g13230, CA06g20410, CA06g23890, CA10g07500
OG0007586	Solyc12T001342.1, Solyc12T001343.1, Solyc10T001471.1, Solyc00T000043.1	CA01g30670
OG0007587	Solyc10T001211.1, Solyc10T001008.1	CA03g09970
OG0007588	Solyc03T003043.1	CA03g30310
OG0007589	Solyc07T000533.1	CA00g47540
OG0007590	Solyc04T002129.1	CA02g00960
OG0007592	Solyc01T002093.1	CA01g22440
OG0007593	Solyc12T002261.1, Solyc04T002163.1	CA04g14060
OG0007595	Solyc12T002692.2	CA12g20590
OG0007596	Solyc03T003275.1	CA03g33920
OG0007598	Solyc05T000342.2	CA00g79920
OG0007599	Solyc10T002575.1	CA10g17110
OG0007599	Solyc01T000183.1	CA00g06990
OG0007601	Solyc03T000028.1	CA04g00280
OG0007602	Solyc11T000945.2	CA04g10230
OG0007603	Solyc06T000617.1, Solyc11T000829.1, Solyc06T001574.1	CA06g14110
OG0007604	Solyc04T001389.1	CA05g04070
OG0007605	Solyc06T001651.1	CA06g13690
OG0007605	Solyc06T001653.1	CA06g13650, CA06g13680, CA06g13660
OG0007606	Solyc03T002979.1	CA03g32180
OG0007607	Solyc08T000593.1	CA00g95430
