Orthogroup	Solanum_lycopersicum	Prunus_persica
OG0006214	Solyc04T000155.1, Solyc05T000417.1, Solyc04T000154.1	Prupe.1G313700.1
OG0006215	Solyc03T003415.1	Prupe.3G052700.1
OG0006217	Solyc03T001258.1, Solyc10T002436.1	Prupe.7G076700.1
OG0006218	Solyc05T000462.1	Prupe.1G308700.1
OG0006219	Solyc06T001713.2, Solyc06T001712.1	Prupe.3G075700.1, Prupe.3G075800.1, Prupe.3G075900.1
OG0006220	Solyc04T000377.1, Solyc04T000379.1, Solyc04T000381.1, Solyc05T002617.3	Prupe.6G350000.1
OG0006221	Solyc06T001546.1	Prupe.1G506700.1
OG0006222	Solyc12T001967.5, Solyc03T003363.1	Prupe.3G068900.1
OG0006223	Solyc04T000449.1, Solyc05T002558.1	Prupe.2G237100.1
OG0006225	Solyc11T000896.1, Solyc11T000898.1, Solyc06T001565.1	Prupe.8G057500.1
OG0006226	Solyc09T001483.1	Prupe.1G196000.1, Prupe.8G188400.1, Prupe.8G188500.1
OG0006227	Solyc03T003580.1	Prupe.3G167000.1
OG0006228	Solyc03T002129.1	Prupe.5G137500.1
OG0006229	Solyc11T000136.1, Solyc05T002628.1	Prupe.2G074800.1
OG0006230	Solyc02T000203.1	Prupe.1G349300.1
OG0006231	Solyc06T002054.1, Solyc06T002055.1, Solyc03T002349.1	Prupe.6G317800.1
OG0006232	Solyc04T001496.1	Prupe.2G315700.1
OG0006233	Solyc11T000876.3	Prupe.8G056900.1
OG0006234	Solyc03T000346.1	Prupe.2G297400.1
OG0006235	Solyc12T002635.1, Solyc09T002585.1	Prupe.1G046800.1
OG0006236	Solyc03T002190.1, Solyc06T002119.1	Prupe.8G075600.1
OG0006237	Solyc04T000404.2	Prupe.2G225300.1
OG0006238	Solyc01T003264.1	Prupe.6G326100.1
OG0006239	Solyc01T002115.1, Solyc06T000329.1	Prupe.5G007800.1
OG0006240	Solyc11T000851.1	Prupe.7G018000.1
OG0006241	Solyc04T000108.1	Prupe.1G302700.1
OG0006242	Solyc05T002614.3, Solyc04T000384.1	Prupe.6G350400.1, Prupe.8G220600.1
OG0006243	Solyc04T001649.1	Prupe.6G167000.1
OG0006243	Solyc04T002162.1	Prupe.8G039300.1
OG0006244	Solyc01T003902.1	Prupe.8G143400.1
OG0006245	Solyc05T002666.1, Solyc11T000288.1	Prupe.2G091300.1
OG0006246	Solyc02T002224.1, Solyc05T000368.1	Prupe.1G318500.1
OG0006248	Solyc06T002629.1	Prupe.6G362200.1, Prupe.8G189600.1
OG0006249	Solyc04T002116.1, Solyc12T002248.1	Prupe.8G058700.1
OG0006250	Solyc04T000078.2, Solyc02T001855.1	Prupe.3G162200.1, Prupe.3G079300.1, Prupe.1G077400.1
OG0006251	Solyc05T000340.1	Prupe.1G322100.1
OG0006252	Solyc12T001395.2	Prupe.1G227300.1
OG0006253	Solyc04T002263.1, Solyc11T002413.2	Prupe.1G511000.1, Prupe.1G096700.1
OG0006254	PRAM_15612.1.p1	Prupe.4G035800.1, Prupe.5G013200.1
OG0006255	Solyc06T002777.1	Prupe.4G100900.1
OG0006256	Solyc08T001426.1	Prupe.1G446800.1
OG0006256	Solyc06T001679.1, Solyc03T003377.1	Prupe.3G060600.1
OG0006257	Solyc03T002948.1	Prupe.3G087200.1
OG0006258	Solyc03T002946.1	Prupe.3G087100.1
OG0006260	Solyc01T000251.1	Prupe.1G348800.1
OG0006261	Solyc01T003322.1	Prupe.1G236900.1, Prupe.6G317400.1
OG0006262	Solyc11T002570.1	Prupe.6G084600.1
OG0006262	Solyc05T002583.1	Prupe.2G229800.1
OG0006263	Solyc02T001586.1	Prupe.4G041200.1
OG0006264	Solyc06T002108.2, Solyc03T002217.1	Prupe.1G220200.1
OG0006266	Solyc03T003397.1	Prupe.3G056500.1
OG0006267	Solyc04T002873.1	Prupe.1G369500.1
OG0006268	Solyc12T001971.1, Solyc03T003352.2	Prupe.3G067800.1, Prupe.3G067700.1
OG0006269	Solyc10T002460.4, Solyc12T000967.2	Prupe.8G036700.1
OG0006270	Solyc12T001905.1	Prupe.3G087300.1
OG0006271	Solyc08T001868.1	Prupe.5G135200.1
OG0006272	Solyc05T002581.1, Solyc05T002582.1	Prupe.2G230800.1, Prupe.6G084100.1
OG0006274	Solyc04T001286.1	Prupe.4G277800.1
OG0006275	Solyc06T000064.1	Prupe.6G071400.1
OG0006276	Solyc07T002474.1, PRAM_25482.1.p3, Solyc07T002473.1, Solyc12T000633.1	Prupe.4G176300.1
OG0006277	Solyc11T001638.1	Prupe.1G544200.1
OG0006279	Solyc06T001731.1	Prupe.1G580600.1
OG0006281	Solyc07T002160.1	Prupe.3G232800.1
OG0006282	Solyc07T002147.1, Solyc10T000358.1	Prupe.3G235000.1
OG0006283	Solyc12T001981.1, Solyc03T003337.2	Prupe.3G063700.1
OG0006285	Solyc10T002750.1	Prupe.1G465500.1
OG0006286	Solyc12T000039.1, Solyc10T000179.1	Prupe.4G191200.1
OG0006287	Solyc09T002473.1	Prupe.1G030300.1
OG0006288	Solyc07T002008.1	Prupe.3G223200.1
OG0006289	Solyc08T001711.1	Prupe.1G463700.1
OG0006290	Solyc03T000127.1, Solyc02T001483.1	Prupe.4G171600.1
OG0006291	Solyc09T000458.1	Prupe.3G134400.1, Prupe.7G013200.1
OG0006292	Solyc12T002825.1	Prupe.6G022200.1
OG0006293	Solyc06T002173.1	Prupe.1G196400.1
OG0006294	Solyc10T000919.1	Prupe.2G007200.1
OG0006295	Solyc01T000257.1	Prupe.5G164800.1
OG0006296	Solyc07T002476.1	Prupe.4G176700.1
OG0006297	Solyc01T000434.1	Prupe.1G464600.1
OG0006298	Solyc03T003371.1	Prupe.6G002500.1
OG0006299	Solyc03T002662.1	Prupe.1G172400.1, Prupe.1G176200.1
OG0006300	Solyc12T001902.1, Solyc03T002956.1	Prupe.3G089600.1
OG0006301	Solyc12T000040.1	Prupe.4G155400.1
OG0006302	Solyc03T003389.3	Prupe.3G059000.1
OG0006303	Solyc09T001700.1	Prupe.8G203700.1
OG0006306	Solyc06T002288.1	Prupe.6G134300.1
OG0006307	Solyc11T002052.1	Prupe.4G245700.1
OG0006308	Solyc06T002385.1, Solyc06T000011.1, Solyc11T002508.1	Prupe.6G092600.1
OG0006309	Solyc04T001881.1	Prupe.6G361800.1
OG0006310	Solyc06T002162.1	Prupe.1G198600.1
OG0006311	Solyc07T002477.1	Prupe.4G176900.1, Prupe.2G207300.1
OG0006312	Solyc11T002237.1, Solyc01T000364.1, Solyc06T002262.1	Prupe.6G139200.1
OG0006313	Solyc07T002416.1	Prupe.4G158300.1
OG0006314	Solyc04T002723.1	Prupe.1G388500.1
OG0006315	Solyc07T002626.1	Prupe.4G214700.1
OG0006316	Solyc11T001640.1, Solyc01T003534.1	Prupe.1G582500.1
OG0006317	Solyc10T000372.1	Prupe.3G132100.1, Prupe.3G231400.1
OG0006318	Solyc01T002320.1	Prupe.2G001400.1
OG0006319	Solyc10T000187.1, Solyc07T002515.1	Prupe.4G185800.1
OG0006320	Solyc11T002586.1	Prupe.6G081500.1
OG0006321	Solyc06T001724.2	Prupe.3G079000.1, Prupe.8G067300.1
OG0006322	Solyc12T000026.1	Prupe.4G192400.1
OG0006323	Solyc09T000586.1, Solyc06T000078.1	Prupe.6G065200.1
OG0006324	Solyc08T001849.1, Solyc12T002560.2	Prupe.2G323200.1, Prupe.5G019600.1
OG0006325	Solyc06T002441.1	Prupe.6G079400.1
OG0006326	Solyc06T000606.1	Prupe.2G133300.1, Prupe.2G274500.1, Prupe.2G274600.1
OG0006327	Solyc08T002533.1	Prupe.6G143200.1, Prupe.6G004900.1
OG0006328	Solyc12T000804.1	Prupe.4G128000.1
OG0006329	Solyc11T002278.1	Prupe.6G097700.1
OG0006330	Solyc07T002543.1, Solyc12T000559.1	Prupe.4G190500.1
OG0006331	Solyc10T002498.1, Solyc10T002192.1	Prupe.7G022800.1
OG0006332	Solyc04T000437.1	Prupe.2G236000.1
OG0006332	Solyc06T000045.1	Prupe.6G076500.1, Prupe.6G076300.1
OG0006334	Solyc08T001698.1	Prupe.1G462400.1
OG0006335	Solyc11T000354.1	Prupe.6G366200.1
OG0006336	Solyc07T002076.1	Prupe.4G174700.1
OG0006337	Solyc08T000723.1	Prupe.2G019900.1
OG0006339	Solyc03T003326.1, Solyc06T001703.1	Prupe.3G073600.1
OG0006341	Solyc08T001055.1	Prupe.1G481300.1, Prupe.7G246600.1
OG0006342	Solyc08T001307.1, Solyc01T003273.1	Prupe.1G410700.1
OG0006342	Solyc03T003455.1	Prupe.3G048600.1
OG0006343	Solyc05T000405.2	Prupe.4G114800.1
OG0006345	Solyc06T002435.1	Prupe.6G080900.1
OG0006346	Solyc07T002819.1	Prupe.4G136500.1
OG0006347	Solyc01T002425.1, Solyc01T002424.1	Prupe.2G014700.1
OG0006348	Solyc07T002828.3	Prupe.4G128500.1, Prupe.4G128600.1, Prupe.4G238400.1, Prupe.4G128700.1
OG0006349	Solyc07T002548.1	Prupe.4G192200.1
OG0006350	Solyc06T000062.1	Prupe.6G071800.1
OG0006350	Solyc04T000446.1	Prupe.2G238300.1
OG0006351	Solyc02T000761.1, Solyc03T001932.1, Solyc02T000765.1	Prupe.5G142700.1
OG0006352	Solyc12T000801.1, Solyc10T000052.1	Prupe.4G131000.1, Prupe.4G131200.1
OG0006353	Solyc03T001900.1	Prupe.3G221900.1, Prupe.6G361400.1
OG0006354	Solyc11T002084.2, Solyc01T001190.1	Prupe.6G109500.1
OG0006355	Solyc07T002791.1	Prupe.4G144000.1
OG0006356	Solyc06T001132.1	Prupe.1G034000.1, Prupe.1G033800.1, Prupe.1G031800.1, Prupe.4G193100.1
OG0006357	Solyc01T002399.3	Prupe.2G009600.1
OG0006358	Solyc07T002091.1	Prupe.3G132900.1, Prupe.3G133200.1
OG0006359	Solyc06T001093.1	Prupe.1G197700.1
OG0006360	Solyc07T001950.2	Prupe.3G217800.1
OG0006361	Solyc03T002932.1, Solyc06T001735.1	Prupe.3G084300.1
OG0006362	Solyc11T002073.1, Solyc06T002434.1	Prupe.6G081000.1
OG0006363	Solyc10T000268.1	Prupe.4G148000.1
OG0006364	Solyc06T002283.1, Solyc11T002225.1	Prupe.6G135500.1
OG0006365	Solyc10T000216.1	Prupe.4G173400.1
OG0006366	Solyc11T001484.1	Prupe.1G196900.1
OG0006367	Solyc03T003414.1	Prupe.3G053600.1
OG0006368	Solyc07T002448.1	Prupe.4G167800.1, Prupe.4G167900.1
OG0006369	Solyc09T002715.1, Solyc11T001512.2	Prupe.4G282700.1
OG0006370	Solyc07T002425.1, Solyc12T000678.1	Prupe.4G164300.1
OG0006371	Solyc01T002410.1	Prupe.2G012400.1, Prupe.7G067300.1
OG0006372	Solyc09T000213.1	Prupe.6G232600.1
OG0006372	Solyc10T002683.1	Prupe.3G252500.1
OG0006374	Solyc06T002464.1	Prupe.6G074400.1
OG0006375	Solyc06T001730.1	Prupe.3G080100.1
OG0006376	Solyc10T000351.1	Prupe.3G136400.1, Prupe.3G136600.1
OG0006377	Solyc07T000059.1	Prupe.7G263000.1
OG0006378	Solyc10T001942.1, Solyc01T004303.1	Prupe.8G163500.1, Prupe.7G169700.1
OG0006379	Solyc05T002748.1	Prupe.4G285600.1, Prupe.4G284400.1, Prupe.4G284100.1, Prupe.4G284500.1
OG0006381	Solyc10T000219.2	Prupe.4G056400.1
OG0006382	Solyc02T001562.1	Prupe.4G046600.1
OG0006383	Solyc10T002782.1, Solyc09T000585.1	Prupe.6G267400.1, Prupe.6G065600.1
OG0006384	PRAM_25939.1.p1	Prupe.1G345300.1
OG0006385	Solyc05T001560.1, Solyc07T001533.1	Prupe.7G193000.1
OG0006386	Solyc06T002447.1	Prupe.6G254600.1, Prupe.6G078500.1
OG0006387	Solyc07T000391.1, Solyc09T000436.1	Prupe.5G244600.1
OG0006388	Solyc01T000240.1	Prupe.1G342400.1
OG0006389	Solyc03T001842.1, Solyc06T000620.1, Solyc07T000993.1	Prupe.2G277200.1
OG0006390	Solyc11T000075.1	Prupe.6G197400.1
OG0006391	Solyc04T001849.1	Prupe.6G182800.1
OG0006393	Solyc03T002174.1	Prupe.2G328900.1
OG0006394	Solyc02T001101.1	Prupe.4G115900.1
OG0006395	Solyc09T002846.1	Prupe.4G126700.1
OG0006396	Solyc04T000068.1, Solyc05T000269.1	Prupe.1G277500.1
OG0006397	Solyc03T000594.1, Solyc02T002071.1	Prupe.7G164800.1, Prupe.8G085800.1
OG0006398	Solyc04T000994.1	Prupe.8G046000.1, Prupe.2G043900.1
OG0006399	Solyc01T002931.1	Prupe.8G101800.1
OG0006400	Solyc04T002033.1, Solyc03T000546.1	Prupe.2G329800.1
OG0006401	Solyc01T004125.1	Prupe.7G148700.1, Prupe.8G102600.1
OG0006402	Solyc12T002348.1, Solyc04T002409.2	Prupe.1G529700.1
OG0006403	Solyc07T001959.1	Prupe.3G219100.1
OG0006406	Solyc09T002739.1	Prupe.1G358100.1, Prupe.1G159200.1, Prupe.1G159000.1
OG0006407	Solyc12T001497.1, Solyc03T003219.2	Prupe.1G461200.1
OG0006408	Solyc03T003268.1	Prupe.5G217800.1
OG0006409	Solyc01T000842.1, Solyc01T000845.1, Solyc01T004122.1	Prupe.7G148500.1, Prupe.8G103100.1
OG0006410	Solyc05T000135.1	Prupe.1G261700.1
OG0006411	Solyc03T001857.1	Prupe.2G276200.1
OG0006412	Solyc12T000223.1	Prupe.7G232900.1
OG0006413	Solyc11T001536.1	Prupe.1G192000.1
OG0006414	Solyc07T002279.1	Prupe.3G169700.1
OG0006415	Solyc05T002499.1, Solyc09T002770.1	Prupe.1G164800.1
OG0006416	Solyc08T001852.2, Solyc03T003233.1	Prupe.1G345400.1, Prupe.8G036300.1
OG0006417	Solyc01T002502.1	Prupe.2G024600.1
OG0006418	Solyc07T000699.1	Prupe.1G073700.1
OG0006419	Solyc01T002299.1	Prupe.7G021900.1
OG0006420	Solyc06T000013.1, Solyc06T000014.1	Prupe.6G091600.1
OG0006421	Solyc05T002760.1	Prupe.4G272000.1
OG0006422	Solyc12T002184.1, Solyc08T002479.1	Prupe.5G118000.1
OG0006423	Solyc05T001242.1, Solyc05T001240.1	Prupe.7G227500.1
OG0006424	Solyc02T000050.1, Solyc11T001750.1, Solyc04T000926.1, Solyc05T000056.1	Prupe.1G254600.1
OG0006425	Solyc06T001045.3, Solyc03T001754.2	Prupe.2G310300.1
OG0006427	Solyc11T001089.1	Prupe.1G552900.1
OG0006428	Solyc11T000362.4	Prupe.7G268500.1, Prupe.4G067100.1
OG0006429	Solyc01T004379.1	Prupe.8G176700.1
OG0006430	Solyc02T001102.1	Prupe.7G090400.1, Prupe.4G115800.1
OG0006431	Solyc12T001457.1	Prupe.5G195500.1
OG0006432	Solyc10T000025.1	Prupe.4G120200.1
OG0006434	Solyc10T002932.1, Solyc08T000702.1	Prupe.6G077400.1, Prupe.6G255300.1
OG0006435	Solyc03T002893.1, Solyc06T001928.1	Prupe.5G191900.1
OG0006435	Solyc05T000246.1	Prupe.1G273300.1
OG0006436	Solyc10T000412.1	Prupe.4G044900.1
OG0006437	Solyc12T000199.1	Prupe.7G234600.1
OG0006438	Solyc05T000776.2, Solyc04T000066.1, Solyc03T001344.1	Prupe.1G009500.1
OG0006439	Solyc07T001885.1	Prupe.8G003200.1, Prupe.1G146000.1
OG0006440	Solyc11T000840.1	Prupe.3G206800.1, Prupe.1G340200.1
OG0006441	Solyc06T001526.1	Prupe.5G094900.1
OG0006442	Solyc04T000210.1	Prupe.1G330400.1
OG0006443	Solyc11T000045.1	Prupe.6G161900.1
OG0006444	Solyc11T001961.1	Prupe.6G146500.1
OG0006445	Solyc07T001234.1, Solyc07T001233.1	Prupe.7G211200.1
OG0006446	Solyc01T003802.1	Prupe.8G070900.1
OG0006449	Solyc04T000501.1, Solyc11T000426.1	Prupe.6G195900.1
OG0006450	Solyc10T000273.1	Prupe.4G246000.1, Prupe.5G244400.1, Prupe.4G215400.1
OG0006452	Solyc10T001242.1, Solyc11T001026.2	Prupe.8G094400.1
OG0006453	Solyc04T001641.1, Solyc04T000485.1	Prupe.8G037800.1, Prupe.6G159900.1
OG0006454	Solyc03T002139.1	Prupe.2G324800.1
OG0006455	Solyc09T002821.1, Solyc12T002698.1	Prupe.3G089900.1, Prupe.1G014700.1, Prupe.1G172900.1
OG0006456	Solyc08T001322.1	Prupe.5G130000.1, Prupe.2G307200.1
OG0006457	Solyc10T000443.1, Solyc03T001673.1	Prupe.2G195600.1
OG0006458	Solyc11T000096.1	Prupe.4G270800.1
OG0006459	Solyc08T002151.1	Prupe.5G071200.1
OG0006460	Solyc03T002938.1, Solyc06T001737.1, Solyc07T000334.1	Prupe.7G243900.1
OG0006461	Solyc04T000057.1, Solyc05T000720.1, Solyc05T000718.1	Prupe.1G281700.1
OG0006462	Solyc12T000209.1	Prupe.7G226800.1
OG0006463	Solyc01T000018.1	Prupe.1G334800.1
OG0006465	Solyc05T000267.1	Prupe.8G043900.1, Prupe.1G571700.1
OG0006466	Solyc02T001556.1	Prupe.4G047500.1
OG0006467	Solyc07T001551.6, Solyc12T000343.2	Prupe.7G192300.1
OG0006468	Solyc05T002413.1	Prupe.2G240000.1
OG0006469	Solyc12T002722.1	Prupe.1G105900.1
OG0006470	Solyc04T001777.1	Prupe.6G178900.1
OG0006471	Solyc08T002376.4	Prupe.5G103000.1
OG0006472	Solyc05T000286.1	Prupe.1G275500.1
OG0006473	Solyc05T001587.3, Solyc12T002811.2	Prupe.7G199400.1
OG0006475	Solyc02T001876.1	Prupe.1G051000.1
OG0006476	Solyc03T003191.1	Prupe.5G229800.1
OG0006477	Solyc06T002116.1, Solyc03T002194.1	Prupe.5G148100.1
OG0006478	Solyc10T001270.1, Solyc01T003695.1	Prupe.6G329800.1
OG0006479	Solyc12T001155.1	Prupe.5G180400.1
OG0006480	Solyc08T002222.1	Prupe.5G080100.1
OG0006481	Solyc12T002534.1, Solyc08T001416.1, Solyc11T002372.1	Prupe.2G084600.1
OG0006482	Solyc06T002660.1	Prupe.1G250300.1
OG0006484	Solyc08T000305.1, Solyc08T000306.1, Solyc08T000307.1	Prupe.5G097600.1, Prupe.5G097800.1
OG0006485	Solyc02T001290.1	Prupe.4G074000.1
OG0006486	Solyc08T000498.2, Solyc12T002602.1	Prupe.7G270800.1
OG0006487	Solyc05T000880.1	Prupe.1G239000.1
OG0006488	Solyc07T001484.1, Solyc07T001482.1	Prupe.7G198500.1
OG0006489	Solyc05T001164.1, Solyc04T000222.1	Prupe.1G333200.1
OG0006490	Solyc07T000629.1	Prupe.7G190300.1
OG0006491	Solyc10T001311.1, Solyc01T003776.1	Prupe.8G067500.1
OG0006492	Solyc08T002364.1	Prupe.5G100600.1
OG0006493	Solyc07T002222.1, Solyc12T000499.1	Prupe.3G116300.1
OG0006494	Solyc07T000322.1	Prupe.1G333300.1
OG0006495	Solyc09T002361.1	Prupe.1G015600.1
OG0006496	Solyc08T002379.1	Prupe.5G227900.1
OG0006497	Solyc01T003672.1	Prupe.1G564400.1
OG0006498	Solyc07T002106.2	Prupe.4G278300.1
OG0006499	Solyc03T000977.1, Solyc02T001220.1	Prupe.4G086100.1
OG0006501	Solyc01T003539.1, Solyc01T003540.5, Solyc01T003537.1	Prupe.1G559800.1, Prupe.1G582800.1
OG0006502	Solyc04T000211.1	Prupe.1G330500.1
OG0006503	Solyc07T000018.1, Solyc12T000438.1	Prupe.1G391400.1, Prupe.7G259300.1
OG0006504	Solyc11T000200.1	Prupe.1G287600.1
OG0006505	Solyc04T002992.1	Prupe.5G011100.1
OG0006506	Solyc01T004108.1	Prupe.8G107600.1
OG0006507	Solyc02T000158.1	Prupe.1G346900.1
OG0006508	Solyc01T004201.1	Prupe.8G087900.1
OG0006509	Solyc01T000328.1	Prupe.4G269200.1
OG0006511	Solyc11T000454.1	Prupe.6G202800.1, Prupe.6G202700.1
OG0006512	Solyc09T000124.2	Prupe.7G232300.1
OG0006513	Solyc02T002857.1	Prupe.5G165700.1, Prupe.3G293100.1
OG0006514	Solyc03T001279.1	Prupe.6G364400.1
OG0006515	Solyc04T001643.1, Solyc04T000483.1	Prupe.2G119800.1, Prupe.2G117100.1
OG0006516	Solyc01T003373.1	Prupe.4G226700.1, Prupe.6G162200.1
OG0006517	Solyc01T002227.1	Prupe.1G144600.1
OG0006518	Solyc01T003039.1	Prupe.8G261200.1
OG0006519	Solyc07T002102.1	Prupe.3G189400.1, Prupe.3G139700.1, Prupe.3G139600.1
OG0006520	Solyc11T002299.1	Prupe.6G101500.1
OG0006521	Solyc05T002421.1, Solyc04T000445.1	Prupe.2G238400.1
OG0006522	Solyc05T001571.1	Prupe.7G042600.1
OG0006523	Solyc05T000146.1, Solyc04T000012.1	Prupe.1G262100.1
OG0006524	Solyc12T000497.1, Solyc07T002215.1	Prupe.3G118000.1
OG0006525	Solyc11T002345.1	Prupe.6G106400.1
OG0006526	Solyc02T001576.2	Prupe.4G043500.1
OG0006527	Solyc12T000268.1	Prupe.7G217800.1
OG0006528	Solyc08T000656.1	Prupe.4G083200.1
OG0006529	Solyc03T002202.1	Prupe.1G221200.1, Prupe.5G147000.1
OG0006530	Solyc11T002277.1, Solyc06T002210.1	Prupe.6G097600.1
OG0006531	Solyc08T002451.1	Prupe.5G114800.1
OG0006532	Solyc11T000427.1, Solyc04T000504.2	Prupe.6G196200.1
OG0006533	Solyc09T001318.1, Solyc11T001510.1, Solyc05T002175.1	Prupe.8G188800.1
OG0006534	Solyc11T002168.1	Prupe.6G124200.1
OG0006535	Solyc05T000003.1	Prupe.1G248900.1
OG0006536	Solyc09T000313.1, Solyc03T000268.1	Prupe.2G302300.1
OG0006537	Solyc08T000517.2	Prupe.4G156500.1
OG0006538	Solyc09T000347.1	Prupe.7G111200.1
OG0006538	Solyc11T002195.1	Prupe.6G129400.1
OG0006539	Solyc11T000361.3, Solyc12T002622.1	Prupe.7G268000.1
OG0006540	Solyc12T000322.5	Prupe.7G198700.1
OG0006541	Solyc02T001165.1	Prupe.4G102500.1
OG0006542	Solyc02T001920.1, Solyc02T000639.1	Prupe.8G179600.1
OG0006543	Solyc01T004105.1	Prupe.8G108400.1
OG0006544	Solyc07T001939.1	Prupe.3G216500.1
OG0006546	Solyc04T001739.1	Prupe.6G174800.1, Prupe.6G339200.1, Prupe.1G436000.1
OG0006547	Solyc05T000891.1	Prupe.1G238200.1
OG0006548	Solyc05T000940.1	Prupe.1G232800.1
OG0006549	Solyc12T000661.1, Solyc07T002453.1	Prupe.4G058400.1, Prupe.4G170500.1
OG0006550	Solyc03T002495.1, Solyc06T002015.1	Prupe.1G243800.1, Prupe.3G291800.1, Prupe.4G102400.1
OG0006551	Solyc11T002340.1, Solyc06T002355.1	Prupe.6G106800.1
OG0006552	Solyc07T002234.1, Solyc02T001377.1	Prupe.4G066400.1
OG0006553	Solyc02T001842.1	Prupe.7G025500.1, Prupe.4G118500.1
OG0006554	Solyc05T001198.1, Solyc05T001200.1	Prupe.5G137000.1
OG0006554	Solyc12T000252.1	Prupe.7G220900.1, Prupe.7G220800.1
OG0006555	Solyc08T001437.1	Prupe.1G447900.1
OG0006556	Solyc12T000355.1	Prupe.7G242700.1
OG0006557	Solyc11T000519.1	Prupe.3G017700.1
OG0006558	Solyc10T000353.1, Solyc07T002133.1	Prupe.3G155600.1
OG0006559	Solyc05T002764.1	Prupe.4G281500.1
OG0006560	Solyc06T001536.1	Prupe.1G554600.1
OG0006561	Solyc03T002150.1	Prupe.2G326200.1
OG0006562	PRAM_272.1.p1	Prupe.6G005700.1
OG0006563	Solyc08T002392.1	Prupe.5G104600.1
OG0006564	Solyc01T000325.1	Prupe.3G067600.1
OG0006565	Solyc12T000475.1	Prupe.3G155400.1
OG0006566	Solyc01T003122.1	Prupe.8G069100.1, Prupe.1G548200.1
OG0006567	Solyc11T001955.1	Prupe.7G034300.1, Prupe.4G262500.1
OG0006568	Solyc03T002508.1	Prupe.5G168700.1, Prupe.5G169200.1, Prupe.5G169400.1
OG0006569	Solyc05T000863.1	Prupe.1G240000.1
OG0006571	Solyc09T000384.1	Prupe.3G042500.1, Prupe.8G262800.1
OG0006572	Solyc01T003765.1	Prupe.8G065200.1
OG0006574	Solyc03T001973.1	Prupe.2G267600.1
OG0006575	Solyc01T003676.1	Prupe.1G186200.1, Prupe.1G564800.1
OG0006576	Solyc11T001558.1, Solyc01T003805.1	Prupe.8G071400.1
OG0006577	Solyc07T001768.1	Prupe.8G015200.1, Prupe.8G015700.1, Prupe.4G071200.1, Prupe.3G291100.1
OG0006579	Solyc06T001027.1	Prupe.2G248700.1
OG0006580	Solyc01T003489.1	Prupe.1G586700.1
OG0006581	Solyc04T000153.2	Prupe.1G226200.1
OG0006582	Solyc01T003611.1	Prupe.1G571200.1
OG0006583	Solyc01T004212.1, Solyc01T000185.1	Prupe.7G095100.1
OG0006584	Solyc02T002507.1	Prupe.3G243200.1
OG0006585	Solyc03T001998.1, Solyc06T000818.1	Prupe.2G266100.1, Prupe.6G040000.1
OG0006586	Solyc04T001670.1	Prupe.1G587300.1
OG0006587	Solyc06T001026.1	Prupe.2G249100.1
OG0006588	Solyc10T001327.1	Prupe.8G071500.1
OG0006589	PRAM_26312.1.p1	Prupe.3G258500.1
OG0006590	Solyc08T002519.1	Prupe.6G268700.1, Prupe.6G268600.1, Prupe.2G244600.1
OG0006591	Solyc08T001918.1, Solyc06T001666.1	Prupe.1G268800.1, Prupe.3G271400.1, Prupe.3G271200.1
OG0006592	Solyc02T000254.1, Solyc08T000901.2	Prupe.4G087600.1
OG0006593	Solyc02T001438.1	Prupe.2G259500.1
OG0006594	Solyc01T004057.1, Solyc10T001642.1	Prupe.8G126000.1
OG0006595	Solyc04T001207.1	Prupe.1G225900.1
OG0006596	Solyc11T002398.1	Prupe.7G232500.1, Prupe.1G452800.1
OG0006597	Solyc04T001857.1, Solyc03T001583.1	Prupe.6G186300.1
OG0006598	Solyc02T001549.1	Prupe.4G048700.1
OG0006599	Solyc02T000164.1	Prupe.1G015100.1
OG0006600	Solyc02T000702.1	Prupe.7G053000.1
OG0006602	Solyc12T002394.1	Prupe.8G113400.1, Prupe.8G113300.1
OG0006603	Solyc02T001052.1, Solyc02T002898.1	Prupe.3G299500.1
OG0006604	Solyc02T001410.1	Prupe.4G063100.1
OG0006605	Solyc06T002675.1	Prupe.1G582300.1, Prupe.1G504500.1
OG0006606	Solyc06T000866.1	Prupe.6G042300.1, Prupe.2G262400.1
OG0006607	Solyc02T000267.1, Solyc03T000085.3	Prupe.4G072600.1
OG0006608	Solyc11T001966.1, Solyc12T002790.1	Prupe.4G268400.1
OG0006609	Solyc06T002686.1	Prupe.3G156000.1
OG0006610	Solyc03T003204.2, Solyc06T001826.2	Prupe.5G231800.1
OG0006612	Solyc09T000728.1	Prupe.1G234500.1
OG0006613	Solyc02T002459.1	Prupe.3G250600.1
OG0006614	Solyc12T001644.1, Solyc03T002711.5	Prupe.5G213100.1
OG0006615	Solyc02T002878.1	Prupe.3G296800.1
OG0006616	Solyc06T002770.1	Prupe.8G253400.1
OG0006617	Solyc08T001433.1	Prupe.1G447500.1
OG0006618	Solyc02T001581.1, Solyc03T000152.1	Prupe.4G042600.1
OG0006619	Solyc01T003608.1, Solyc10T000819.1	Prupe.1G572200.1
OG0006620	Solyc01T000261.1	Prupe.6G272100.1, Prupe.2G247000.1
OG0006621	Solyc08T000470.1, Solyc12T000897.1	Prupe.7G269300.1, Prupe.7G269400.1
OG0006622	Solyc12T002524.1	Prupe.5G003400.1
OG0006623	Solyc12T002598.1	Prupe.1G397100.1, Prupe.1G397200.1
OG0006624	Solyc04T001639.1	Prupe.6G160000.1
OG0006624	Solyc04T002147.1	Prupe.8G037100.1
