Orthogroup	Brassica_napus	Prunus_persica
OG0007289	CDY47014, CDY42853, CDX99039, CDX69982, CDY02171, CDY42850, CDY42851, CDY47015, CDY42852	Prupe.5G204000.1
OG0007290	CDY09852, CDX69583, CDX91063, CDX85598	Prupe.7G021800.1, Prupe.3G295600.1, Prupe.3G193900.1, Prupe.3G147200.1
OG0007293	CDY01916, CDX97261, CDY18027, CDX90944	Prupe.8G264800.1
OG0007293	CDX80114, CDY63853	Prupe.8G264700.1
OG0007295	CDX92262, CDX99325, CDY71041, CDX82332, CDX75980, CDY08864, CDX84538	Prupe.6G159600.1
OG0007296	CDY18663, CDX81311, CDY08724, CDY36498	Prupe.6G221200.1, Prupe.8G145000.1
OG0007297	CDY04627, CDY50236, CDX68070, CDX79180, CDX88334, CDX87551	Prupe.8G011500.1
OG0007298	CDX93936, CDX89172, CDY63338, CDX67917, CDX79421	Prupe.8G243700.1
OG0007301	CDY22087, CDY21926, CDX91266, CDY71939, CDY39162, CDY46368	Prupe.4G026000.1
OG0007302	CDY12473, CDY25782, CDY04783, CDX91711, CDY68403, CDY66830, CDY44141, CDY03740, CDY09453	Prupe.1G249100.1
OG0007304	CDY04538, CDX71381, CDY30506	Prupe.6G111300.1, Prupe.6G111100.1, Prupe.6G110900.1
OG0007305	CDY22965, CDX82286, CDY42195, CDX95432, CDY58858	Prupe.8G144100.1, Prupe.8G144000.1
OG0007306	CDX71981, CDY06059, CDY61756, CDY00540	Prupe.2G002600.1, Prupe.7G076600.1
OG0007309	CDY31007, CDX88948, CDY06104, CDY72144, CDY33820, CDY69347	Prupe.7G061500.1
OG0007312	CDX86293, CDX85350, CDY60823, CDY34905, CDY24630, CDY28064	Prupe.8G195000.1
OG0007319	CDY47534, CDY02542, CDY49900, CDX87902	Prupe.7G229700.1
OG0007320	CDY72198, CDY69320, CDY66041, CDY08526, CDY56849	Prupe.3G216600.1
OG0007326	CDY51833, CDY56151, CDY27055, CDY65324	Prupe.7G247600.1, Prupe.4G204800.1
OG0007328	CDY70090, CDY50378, CDY22055, CDX90935, CDY70418, CDX93965	Prupe.8G258300.1, Prupe.1G136700.1
OG0007331	CDX90671, CDY28995, CDX77973, CDY71307, CDX90670	Prupe.5G226000.1, Prupe.4G231200.1
OG0007332	CDY09765, CDX90592, CDY48286, CDY22924	Prupe.3G213200.1
OG0007338	CDY15000, CDY26324, CDY15001, CDY12887, CDY40965	Prupe.3G234300.1, Prupe.3G234500.1, Prupe.3G234400.1
OG0007339	CDY35686, CDY09141, CDY26931, CDX92349, CDY68104, CDX88793	Prupe.6G128500.1
OG0007341	CDX92433, CDY16567, CDX88839, CDY45066	Prupe.7G192600.1, Prupe.3G035000.1
OG0007342	CDY11884, CDX88608, CDY52201, CDY38266	Prupe.1G073400.1
OG0007343	CDX82986, CDX68386, CDY53445, CDY48687, CDY59223, CDX88699, CDX71118	Prupe.6G076700.1
OG0007347	CDY45083, CDY35807, CDX92468, CDY68960, CDY45092, CDY16544, CDX92453	Prupe.7G200500.1, Prupe.7G200400.1, Prupe.7G200700.1
OG0007349	CDX99324, CDX92264, CDY71872, CDY18537, CDX75981, CDX82331	Prupe.8G024400.1
OG0007349	CDX81239	Prupe.6G159700.1
OG0007354	CDY62533, CDX73153	Prupe.1G378000.1, Prupe.1G378800.1
OG0007356	CDX94240	Prupe.1G074300.1
OG0007358	CDY65045, CDY33411	Prupe.1G406000.1, Prupe.7G202600.1
OG0007415	CDY03294, CDY39785, CDY52087, CDX77381	Prupe.8G201900.1
OG0007416	CDX80799, CDY55115	Prupe.6G262800.1
OG0007417	CDY69484, CDY27389, CDX95637, CDX83394	Prupe.2G140500.1
OG0007418	CDX74134, CDY14661	Prupe.7G093800.1
OG0007419	CDX82012, CDY13825	Prupe.2G061100.1
OG0007421	CDY52319, CDY25311	Prupe.4G030200.1, Prupe.4G011500.1, Prupe.4G012200.1
OG0007423	CDY54930, CDY01985	Prupe.2G174400.1
OG0007426	CDX86278, CDX85365	Prupe.8G203100.1
OG0007427	CDX84845, CDY24011	Prupe.6G045100.1
OG0007428	CDY22859, CDY33879	Prupe.8G057200.1
OG0007430	CDY35564, CDY03120	Prupe.4G244500.1
OG0007432	CDX93340	Prupe.2G122500.1
OG0007433	CDY09011, CDX77515	Prupe.1G042500.1
OG0007436	CDY42046, CDX80017	Prupe.2G186600.1
OG0007437	CDY53098, CDY44682	Prupe.6G270400.1
OG0007438	CDY14086, CDY04985	Prupe.7G097700.1
OG0007439	CDY17386, CDY57962, CDY57428	Prupe.8G086500.1, Prupe.4G230100.1
OG0007440	CDX74651, CDY33688	Prupe.7G200900.1
OG0007441	CDY20942, CDY37988, CDX93437	Prupe.1G585000.1
OG0007442	CDX97170, CDX69705, CDX85700, CDX91171	Prupe.6G244800.1
OG0007443	CDY19070, CDY15410	Prupe.8G225400.1
OG0007444	CDY15563, CDX86534, CDY47725, CDY10184, CDX84798, CDY23960	Prupe.8G222700.1
OG0007445	CDX89082	Prupe.2G146800.1
OG0007446	CDY15194, CDY70254	Prupe.2G195400.1
OG0007448	CDX81426, CDY18578	Prupe.7G185600.1
OG0007449	CDX79934, CDX92926, CDY23846	Prupe.7G050100.1, Prupe.1G032300.1
OG0007451	CDY11209, CDX80780	Prupe.6G058700.1, Prupe.6G275300.1
OG0007453	CDX72050, CDY06115	Prupe.7G053300.1
OG0007454	CDY27464, CDY55521	Prupe.8G252400.1
OG0007455	CDX88939, CDY30993, CDY06117, CDX72053	Prupe.7G052700.1
OG0007456	CDY72453, CDY72213, CDY50256, CDY27888	Prupe.5G011000.1
OG0007457	CDY71840, CDX73274	Prupe.5G132800.1, Prupe.2G197400.1
OG0007459	CDX75003, CDY33207, CDX79705, CDY46745	Prupe.7G129700.1
OG0007460	CDY15480, CDX86664, CDX86214	Prupe.8G221400.1
OG0007461	CDY15198, CDX90012	Prupe.2G196000.1
OG0007462	CDY18878, CDX74786	Prupe.2G173500.1
OG0007464	CDY68638, CDX92407, CDY59517, CDY68639	Prupe.6G153500.1
OG0007465	CDY68746, CDY51151	Prupe.2G160000.1
OG0007467	CDY48369, CDX89067, CDX71792, CDY41149	Prupe.2G140000.1
OG0007468	CDX93327, CDY64226	Prupe.6G272900.1
OG0007469	CDX74709, CDY18953, CDX83405, CDX95626	Prupe.2G136400.1
OG0007470	CDY02999, CDY45165	Prupe.1G282000.1
OG0007471	CDY42016, CDX79994	Prupe.2G179100.1
OG0007473	CDX76697, CDY11473	Prupe.8G233400.1
OG0007474	CDX92692, CDX94458, CDX89423, CDY11069	Prupe.6G117700.1
OG0007475	CDY24044, CDY33061, CDY70935, CDY08234	Prupe.6G007100.1
OG0007476	CDY67795	Prupe.7G097900.1
OG0007477	CDY00016, CDY59823	Prupe.1G105700.1
OG0007478	CDY12098, CDX90290	Prupe.8G161300.1
OG0007479	CDX97739, CDY30157	Prupe.3G061200.1
OG0007480	CDX70296, CDY10367	Prupe.7G115400.1
OG0007481	CDY63101, CDY65699	Prupe.2G314700.1
OG0007482	CDY04869, CDY55689, CDY11233, CDX80843	Prupe.6G241700.1
OG0007484	CDY04895, CDY67264, CDY10361, CDX70290	Prupe.7G117200.1
OG0007485	CDY19946, CDY00055	Prupe.8G190300.1
OG0007486	CDY56128, CDY52963	Prupe.2G329900.1
OG0007487	CDY00897, CDY60155, CDY00896	Prupe.7G115300.1
OG0007488	CDY64931, CDY42466, CDY43035	Prupe.4G197600.1, Prupe.6G252100.1
OG0007489	CDY46377, CDY62874, CDX97304, CDX91230	Prupe.4G034500.1
OG0007491	CDY15192, CDX90017	Prupe.2G193600.1
OG0007492	CDX77452, CDX85182	Prupe.1G056400.1
OG0007493	CDY41299, CDY41598, CDY44719	Prupe.6G242700.1
OG0007494	CDY13184, CDX78211, CDX73505, CDX76168	Prupe.6G269800.1
OG0007495	CDX91241, CDY22103, CDY21942, CDX91242	Prupe.8G251700.1
OG0007496	CDY29045, CDX90635, CDX78038, CDX73693	Prupe.6G282400.1
OG0007497	CDX93913	Prupe.8G235700.1
OG0007498	CDY15153, CDX90058	Prupe.2G164800.1, Prupe.2G164500.1, Prupe.2G165000.1
OG0007499	CDY10357, CDX70285	Prupe.7G120300.1
OG0007500	CDY10389	Prupe.2G211700.1, Prupe.6G235100.1
OG0007501	CDX81583, CDY45832, CDY50311, CDY54141	Prupe.1G286800.1
OG0007503	CDX70819, CDY51226, CDY25422, CDX92612	Prupe.5G058000.1
OG0007504	CDY35218, CDY06872, CDY65849, CDY31986	Prupe.8G209700.1
OG0007505	CDY55301, CDX87939	Prupe.7G092600.1
OG0007506	CDY50427, CDY01179	Prupe.2G124200.1
OG0007507	CDY25642, CDX89524	Prupe.6G218100.1
OG0007508	CDX70263, CDY41403	Prupe.7G047000.1
OG0007509	CDY24733, CDY10779, CDY19071, CDY15406	Prupe.8G225900.1
OG0007510	CDY24145, CDY36916	Prupe.7G046500.1, Prupe.7G046600.1, Prupe.7G046300.1
OG0007511	CDY20669, CDX94940, CDX93472	Prupe.1G580800.1
OG0007512	CDX90916, CDY17983, CDX91271, CDX97291	Prupe.8G244100.1
OG0007513	CDY02436, CDY10556	Prupe.6G002000.1
OG0007514	CDY07228, CDY68957	Prupe.6G062500.1
OG0007515	CDX92634, CDY11014	Prupe.1G435400.1
OG0007517	CDX70262, CDY41402	Prupe.8G264400.1
OG0007518	CDY35733	Prupe.2G139100.1, Prupe.5G032600.1, Prupe.5G096900.1, Prupe.5G100500.1
OG0007522	CDY24065, CDY69532, CDY25682	Prupe.3G031700.1
OG0007523	CDY31989, CDY05725	Prupe.8G209100.1
OG0007525	CDY01814, CDX96089	Prupe.1G229200.1
OG0007527	CDX80586, CDY05542, CDX78156, CDY25002	Prupe.6G306900.1
OG0007528	CDX97417, CDY14259	Prupe.1G095000.1
OG0007529	CDY23600, CDY43990, CDY24184, CDY07090	Prupe.4G121300.1
OG0007530	CDX79991, CDY42010, CDY27330	Prupe.2G178500.1, Prupe.5G109900.1
OG0007532	CDX79445, CDX84753, CDY62189	Prupe.6G118500.1
OG0007533	CDX75020	Prupe.2G095000.1, Prupe.7G123400.1
OG0007534	CDX69378, CDY63900, CDY63928, CDY31609	Prupe.6G187100.1
OG0007535	CDX83353, CDY41560, CDX80048	Prupe.5G134300.1, Prupe.2G198700.1
OG0007536	CDY70474, CDX91318, CDX97265	Prupe.8G259200.1
OG0007538	CDY33158, CDX75034	Prupe.7G118000.1
OG0007539	CDX95305, CDY23168	Prupe.6G276700.1
OG0007540	CDY10451, CDY40349	Prupe.6G255400.1
OG0007541	CDY18885	Prupe.5G102600.1, Prupe.2G171800.1
OG0007542	CDX79704, CDY46744	Prupe.7G129600.1
OG0007543	CDX82826, CDY47092, CDX79065	Prupe.6G138200.1, Prupe.8G053000.1
OG0007544	CDY14502, CDY07762	Prupe.6G264200.1
OG0007545	CDX91488, CDX97748, CDX93302, CDX74890	Prupe.2G030100.1
OG0007546	CDX80895, CDY11276, CDY41428, CDX70278	Prupe.7G109400.1
OG0007548	CDY28184, CDX68653	Prupe.1G065400.1, Prupe.1G097000.1, Prupe.1G096800.1, Prupe.1G096900.1
OG0007550	CDY48353, CDY34159	Prupe.1G445700.1, Prupe.1G193500.1
OG0007551	CDY15518, CDY18250, CDX86614, CDX89797	Prupe.1G061100.1
OG0007552	CDY33690, CDX74653	Prupe.5G212600.1
OG0007553	CDY04868, CDY55688, CDY10422, CDX70344	Prupe.6G244200.1
OG0007554	CDX87168, CDY16856	Prupe.8G237600.1, Prupe.1G577100.1
OG0007555	CDY14085, CDY04986, CDX98917, CDY57987	Prupe.4G241300.1
OG0007557	CDX91908, CDY70620, CDY07216, CDY51157	Prupe.2G170400.1
OG0007559	CDX95645, CDY37031, CDY57099	Prupe.2G143700.1
OG0007560	CDY62483, CDY65810, CDY62485	Prupe.1G290900.1
OG0007561	CDY27836, CDY50295	Prupe.7G066200.1
OG0007562	CDY49089, CDY39320, CDY33752	Prupe.1G270800.1
OG0007565	CDY11904, CDX88588, CDY32760, CDY32882	Prupe.7G212700.1
OG0007566	CDY71464	Prupe.8G077800.1
OG0007567	CDY41703, CDX95277	Prupe.6G309600.1
OG0007568	CDY47961, CDY14822, CDY53498, CDX79884	Prupe.7G071500.1
OG0007569	CDY43858, CDY70047, CDY71001, CDX88672	Prupe.6G290500.1, Prupe.6G043500.1
OG0007571	CDX83352, CDX95711	Prupe.2G200600.1
OG0007572	CDX67853, CDY52333	Prupe.2G156700.1
OG0007573	CDX70088, CDX98938	Prupe.7G088000.1
OG0007574	CDY29756, CDY42782	Prupe.1G021100.1
OG0007576	CDY51483, CDY23274	Prupe.5G012900.1
OG0007578	CDY13095, CDY69406	Prupe.1G101300.1
OG0007579	CDX91112, CDX85641	Prupe.2G213500.1
OG0007580	CDY37064, CDY27360, CDX74765, CDY18901	Prupe.2G158000.1, Prupe.2G157700.1
OG0007581	CDX84685, CDX79530, CDX84686	Prupe.1G045200.1
OG0007582	CDX74753, CDY18913, CDY53883, CDY60684	Prupe.5G087000.1, Prupe.2G150900.1
OG0007584	CDY33771, CDY39337, CDY49108	Prupe.1G277200.1
OG0007588	CDX79340, CDX67978, CDX87356, CDX88564	Prupe.3G103600.1
OG0007589	CDX81711, CDY55984, CDY36556, CDY39642	Prupe.3G081800.1
OG0007590	CDY54481, CDY22311, CDX89852, CDY18197	Prupe.8G031500.1
OG0007592	CDY27501, CDY51419	Prupe.3G007200.1
OG0007593	CDX93738, CDY46455, CDX91793	Prupe.8G039900.1
OG0007595	CDY01180, CDY12723	Prupe.1G165500.1
OG0007596	CDX89904, CDY18163	Prupe.5G216800.1
OG0007598	CDY09777, CDX69656	Prupe.1G321700.1
OG0007599	CDY23301	Prupe.3G018300.1, Prupe.3G018400.1
OG0007601	CDY53727	Prupe.1G024100.1
OG0007602	CDY03590, CDY45051, CDY66873, CDY69887	Prupe.2G113700.1
OG0007603	CDY03158, CDY12045	Prupe.8G052300.1
OG0007604	CDY43431, CDY04421, CDX67619, CDY07508	Prupe.2G220800.1
OG0007606	CDY52860, CDX81740, CDY33370, CDY35048	Prupe.3G097000.1
OG0007607	CDX99871, CDY26301, CDX98170	Prupe.4G079900.1
OG0007608	CDY10647, CDY38305, CDY10286	Prupe.1G014800.1, Prupe.6G337900.1
OG0007609	CDY53664, CDY54994	Prupe.2G252400.1
OG0007610	CDY44062, CDY28545	Prupe.2G101300.1
OG0007613	CDY66949, CDY53224, CDY39946, CDX87340	Prupe.3G096600.1
OG0007614	CDY03490, CDX76327	Prupe.5G128900.1
OG0007615	CDY40709, CDX74146, CDY05170, CDY27766	Prupe.6G321600.1
OG0007618	CDY31906	Prupe.2G295100.1
OG0007619	CDY35045, CDY33373, CDY39948, CDX87337	Prupe.3G096300.1
OG0007620	CDY22005, CDY07122, CDY15235, CDX89979	Prupe.3G002100.1
OG0007621	CDY57509, CDY17696, CDY40402, CDY37346	Prupe.1G320000.1
OG0007622	CDY49032, CDX90952, CDX91805	Prupe.8G270500.1
OG0007624	CDX86882, CDX99517	Prupe.2G298500.1
OG0007625	CDY44775, CDY40747, CDX81104, CDY60229	Prupe.1G352000.1
OG0007627	CDY10101, CDY64657, CDY59790, CDY10029	Prupe.5G151100.1
OG0007628	CDY41107, CDY45290	Prupe.1G334600.1
OG0007629	CDY32837, CDY16531, CDY61552, CDY20854	Prupe.8G140300.1
OG0007631	CDY06323, CDY22672, CDX95045, CDX93548	Prupe.6G349500.1
OG0007632	CDY44860, CDX70220, CDY69673, CDY11294	Prupe.2G096700.1
OG0007633	CDX86913, CDY00268, CDX70013, CDX99001	Prupe.2G283600.1
OG0007634	CDY21395, CDY04778	Prupe.4G105500.1
OG0007635	CDY54467, CDY52421, CDX71214, CDY48223	Prupe.8G134600.1
OG0007636	CDY33085, CDY51398, CDY56624, CDY02478	Prupe.3G040200.1
OG0007637	CDY04374, CDY04446	Prupe.6G309800.1, Prupe.1G111800.1
OG0007638	CDY38335, CDY44536	Prupe.1G499400.1
OG0007639	CDX67890, CDY25108	Prupe.8G000200.1
OG0007642	CDX97685, CDY30087	Prupe.3G004300.1, Prupe.1G107100.1
OG0007643	CDY53902, CDX67516, CDY13380	Prupe.5G130800.1
OG0007644	CDX72772, CDX96298, CDY21410, CDY04748	Prupe.1G323200.1
OG0007645	CDX83167, CDY34044	Prupe.5G160200.1
OG0007646	CDX92967, CDX94882, CDY35482, CDY67558, CDY37288	Prupe.1G024000.1
OG0007647	CDY56474, CDX74691	Prupe.2G131700.1
OG0007648	CDY52954, CDY46543, CDY33876, CDY22862, CDY32369	Prupe.3G052400.1
OG0007649	CDY65326, CDX97535, CDY39087, CDY33258	Prupe.3G043500.1
OG0007650	CDY47291, CDY10104	Prupe.1G013200.1
OG0007651	CDX92544, CDY13985	Prupe.1G154400.1
OG0007652	CDY41712, CDY32161, CDY05728, CDY31103	Prupe.6G313900.1
OG0007653	CDY06863, CDY50927, CDX92897, CDY35226	Prupe.7G225500.1
OG0007654	CDX98949, CDX70075	Prupe.7G079100.1
OG0007655	CDX84609, CDX79612, CDX84183, CDY31709	Prupe.1G083500.1
OG0007656	CDY05571, CDY25031, CDY19726, CDX99979	Prupe.6G326000.1
OG0007657	CDY22347, CDX94704, CDY43290, CDX93650	Prupe.1G499600.1
OG0007658	CDX77540, CDX85066, CDY08982, CDY35509	Prupe.1G037100.1, Prupe.1G185300.1
OG0007659	CDX91630, CDY46937, CDY27079	Prupe.2G294200.1
OG0007660	CDY13198, CDX76154, CDX78227, CDX73491	Prupe.2G067800.1
OG0007661	CDX91141, CDX85662	Prupe.1G218900.1
OG0007662	CDY37466, CDY32473, CDY51303, CDY15436	Prupe.8G270300.1
OG0007663	CDX69937, CDY21552, CDX81115, CDX78345	Prupe.1G349900.1
OG0007664	CDX89051, CDY42670, CDX74663, CDY47676	Prupe.3G009000.1, Prupe.2G110500.1
OG0007666	CDY65208, CDX79999, CDY42021	Prupe.2G181300.1
OG0007668	CDY04877, CDY55697, CDY10409, CDX70332	Prupe.3G028700.1
OG0007669	CDX72911, CDX96404, CDY03640, CDX82151	Prupe.3G037300.1
OG0007671	CDY04596, CDY29478, CDY01336, CDY00360	Prupe.8G031400.1
OG0007672	CDY23439, CDY30475, CDX74662, CDY47677	Prupe.1G571600.1
OG0007673	CDY34322, CDY03408	Prupe.5G150700.1
OG0007674	CDY53198, CDY59184	Prupe.1G050900.1
OG0007675	CDY21998, CDY56369, CDY56367	Prupe.8G008000.1
OG0007676	CDX99527, CDX86873	Prupe.8G005800.1
OG0007678	CDX99971, CDY19735, CDX86136, CDX80618	Prupe.6G319500.1
OG0007680	CDX88868, CDY44952, CDY42315, CDX92491, CDY35840	Prupe.6G014100.1
OG0007681	CDY65388, CDX78272, CDY55834, CDY61658	Prupe.2G209500.1
OG0007683	CDY54865, CDY50266	Prupe.1G012100.1
OG0007684	CDX72986, CDY19187	Prupe.5G244800.1
OG0007686	CDX93769, CDX86004	Prupe.8G000600.1
OG0007687	CDX96896, CDY68503, CDY22337, CDX94720	Prupe.1G027200.1
OG0007689	CDY34909, CDY28072, CDY28073, CDY24634	Prupe.8G196500.1
OG0007690	CDX73653, CDX78071, CDX95322, CDY23195	Prupe.2G096500.1
OG0007691	CDY42724, CDY69852	Prupe.7G132900.1
OG0007692	CDY39615, CDY68277	Prupe.1G321000.1
OG0007693	CDX84408	Prupe.1G190000.1, Prupe.4G287600.1
OG0007693	CDY48143	Prupe.2G008500.1
OG0007695	CDX96368, CDX72852	Prupe.1G553100.1
OG0007696	CDY28699, CDY68056, CDY68015	Prupe.3G093800.1
OG0007699	CDX83544, CDY13578	Prupe.1G304200.1
OG0007700	CDX93537, CDX95033, CDY32127, CDY31128	Prupe.6G344900.1
OG0007701	CDY54504	Prupe.1G306800.1, Prupe.5G218600.1
OG0007702	CDY30559, CDX77107	Prupe.6G178500.1
OG0007704	CDX72821, CDX96339, CDY46293, CDY67374	Prupe.8G042900.1
OG0007706	CDY48243, CDX74674, CDX83423, CDX95608	Prupe.2G115700.1
OG0007708	CDY15055, CDX93058	Prupe.3G205300.1
OG0007709	CDX85356, CDX86287, CDY66080, CDY51050	Prupe.8G199900.1
OG0007710	CDY22667, CDY06328	Prupe.6G337600.1
OG0007712	CDX78296, CDX81058, CDY65237, CDX70043	Prupe.2G271300.1
OG0007713	CDX69635, CDY09805, CDX85643	Prupe.2G220700.1
OG0007714	CDY41648	Prupe.5G009600.1, Prupe.7G183300.1
OG0007715	CDY63605, CDY48219, CDY52420, CDY54469	Prupe.8G135000.1
OG0007716	CDY18211, CDX89835, CDY10070, CDY32535	Prupe.1G022600.1
OG0007717	CDX76123, CDY02905, CDY40198, CDX73410	Prupe.2G222200.1
OG0007718	CDY15127, CDX90078, CDY38057	Prupe.2G122100.1
OG0007720	CDY50199, CDX92716	Prupe.6G163500.1, Prupe.2G293300.1
OG0007721	CDY38855, CDY32637, CDX71692, CDY05839	Prupe.2G270300.1
OG0007722	CDX70223, CDY44857	Prupe.2G094700.1
OG0007723	CDY44806, CDX85811	Prupe.8G074100.1
OG0007724	CDY04921, CDY14143, CDX80917, CDY11304	Prupe.2G077000.1
OG0007726	CDY47290, CDY10105	Prupe.1G013400.1
OG0007727	CDY19648, CDY27037, CDX96171, CDY50496	Prupe.5G032500.1
OG0007729	CDY04752, CDY21407, CDX96305, CDX72780	Prupe.1G320100.1
OG0007730	CDY11430, CDY59898, CDX89142, CDY63310	Prupe.8G270200.1
OG0007731	CDX80408, CDX88071, CDX80409	Prupe.2G304500.1
OG0007732	CDX93711, CDX91783, CDY46463	Prupe.8G050800.1
OG0007733	CDY11298, CDX80915, CDY14146, CDY04919	Prupe.2G084200.1
OG0007734	CDY66918, CDY51517, CDY55397, CDY14841	Prupe.1G189100.1, Prupe.1G188800.1
OG0007735	CDX92469, CDY35811	Prupe.7G252800.1
OG0007737	CDY42777, CDY29758	Prupe.1G020800.1
OG0007738	CDY50809, CDY32931, CDY61079, CDX92962	Prupe.1G022400.1
OG0007739	CDX75835, CDX97684	Prupe.3G077500.1
OG0007740	CDY39276, CDY07458	Prupe.1G335400.1
OG0007742	CDX79625, CDX84599, CDY32088, CDY40436	Prupe.2G217800.1
OG0007743	CDY15691, CDX94590, CDY46623, CDY56044	Prupe.5G245400.1
OG0007744	CDY26928, CDX73282	Prupe.4G208700.1, Prupe.4G208800.1
OG0007745	CDY05392	Prupe.2G119600.1, Prupe.2G119500.1, Prupe.2G119700.1, Prupe.2G120000.1
OG0007746	CDY47482, CDY71774, CDY31391, CDY02225	Prupe.8G169000.1
OG0007747	CDY14605, CDY26872, CDX87445	Prupe.4G156900.1
OG0007748	CDY69292	Prupe.7G205800.1, Prupe.3G045400.1
OG0007749	CDY21384, CDY04792, CDY25750, CDY12517	Prupe.8G052700.1
OG0007750	CDY00833, CDY27899	Prupe.8G193100.1
OG0007751	CDX70684, CDX78680, CDY55571, CDX69453	Prupe.1G575000.1
OG0007752	CDY16364, CDX91553	Prupe.5G150500.1, Prupe.5G043000.1
OG0007753	CDY31011, CDY35939, CDY28042	Prupe.8G187100.1
OG0007754	CDY62748, CDY62747, CDY51455, CDY56921	Prupe.3G052500.1
OG0007755	CDX98129, CDX98127, CDY36409	Prupe.1G286700.1
OG0007756	CDY50551, CDY50335, CDY08436, CDY42145	Prupe.2G225600.1
OG0007757	CDX75043, CDX75045, CDX75048, CDX84132	Prupe.2G084800.1
OG0007758	CDY14441, CDY07709	Prupe.2G074100.1, Prupe.2G073700.1
OG0007760	CDX96410, CDX72917	Prupe.3G038100.1
OG0007761	CDY15514, CDX86619, CDX86622	Prupe.6G017700.1
OG0007762	CDY01925, CDX97254	Prupe.3G002400.1
OG0007763	CDX93085, CDY50948	Prupe.1G047600.1
OG0007764	CDY24716	Prupe.1G323100.1, Prupe.3G152200.1
OG0007765	CDY07869, CDX88000, CDY24325, CDY68865	Prupe.7G230800.1, Prupe.3G069800.1
OG0007766	CDY12665, CDY32555, CDY14951, CDY14952	Prupe.8G033400.1
OG0007767	CDX77284, CDY04321	Prupe.2G214400.1
OG0007768	CDX93550, CDX95047, CDY06321, CDY22674	Prupe.6G351600.1
OG0007769	CDY25936, CDY41079	Prupe.1G324200.1
OG0007771	CDY10168, CDY47711	Prupe.2G102100.1
OG0007772	CDY02864, CDY22263, CDX80305, CDY33009, CDX80306	Prupe.6G068200.1
OG0007774	CDX78395, CDX69810, CDX97047, CDX70365	Prupe.1G459500.1
OG0007775	CDX75264, CDY68905, CDX75263, CDY68645	Prupe.1G466100.1
OG0007776	CDY61410, CDY12195	Prupe.3G213900.1
OG0007777	CDX89251, CDY29309	Prupe.4G186100.1
OG0007778	CDY37572, CDY38649, CDY54310, CDY57688	Prupe.3G083000.1
OG0007779	CDY36245, CDY17655	Prupe.1G331600.1
OG0007780	CDY47178, CDY02607	Prupe.1G140800.1
OG0007782	CDY54150, CDY40900, CDX95956	Prupe.1G289300.1
OG0007783	CDX89265, CDY29286	Prupe.4G200600.1
OG0007784	CDX67997, CDX79314	Prupe.4G126200.1
OG0007785	CDY42639, CDY41990	Prupe.4G236100.1
OG0007786	CDY69349, CDY22266	Prupe.4G124700.1
OG0007787	CDY10393, CDX70318	Prupe.6G235600.1
OG0007788	CDX71366, CDY04548	Prupe.6G104400.1
OG0007789	CDX84892, CDY45797	Prupe.5G142100.1
OG0007790	CDY11150, CDX68255	Prupe.3G044100.1, Prupe.1G406900.1
OG0007791	CDX97638, CDX98533	Prupe.4G176100.1
OG0007792	CDX75794, CDX82461	Prupe.4G160200.1
OG0007793	CDY48474, CDY69411	Prupe.4G154400.1
OG0007794	CDX80523, CDX88188, CDY54902, CDY05498	Prupe.1G466900.1
OG0007795	CDX96528	Prupe.1G542100.1, Prupe.8G024000.1
OG0007796	CDY58002, CDY00283, CDY47411, CDX99045	Prupe.2G276400.1
OG0007797	CDY48466, CDY65126, CDY21763, CDX81805	Prupe.1G288200.1, Prupe.4G148700.1
OG0007798	CDX73810, CDY00789, CDY52667, CDY50537	Prupe.2G010500.1
OG0007799	CDY65125, CDY48465, CDX96790, CDX83925	Prupe.4G150400.1
OG0007800	CDY37600, CDY38675, CDX87318, CDY39969, CDX67951, CDX79381	Prupe.3G093200.1
OG0007802	CDY17852, CDX79761	Prupe.2G003800.1
OG0007803	CDX72776, CDX96302	Prupe.3G151300.1, Prupe.1G322300.1
OG0007804	CDX78534, CDX70516	Prupe.2G020100.1
OG0007805	CDY34745, CDX76781, CDY34033	Prupe.5G152900.1
OG0007806	CDY63822, CDY20191, CDY30148, CDX97734, CDY30147	Prupe.3G063600.1
OG0007807	CDY37607, CDY38682	Prupe.3G094400.1
OG0007808	CDY10797	Prupe.1G198300.1
OG0007809	CDY36441, CDY23298, CDX68745, CDY28268	Prupe.1G460900.1
OG0007810	CDY43547, CDX68615	Prupe.1G566200.1
OG0007811	CDX73133, CDY59465, CDX73137, CDY68760	Prupe.1G383700.1
OG0007812	CDY66036, CDX80122, CDX83324, CDX95728	Prupe.5G147600.1
OG0007813	CDY71478, CDY45730	Prupe.5G154000.1, Prupe.5G154100.1
OG0007815	CDY23555, CDY60118	Prupe.4G139600.1
OG0007816	CDX88531, CDX87389	Prupe.4G126100.1
OG0007817	CDY29900	Prupe.2G079300.1, Prupe.3G134200.1
OG0007818	CDY30083, CDX98060, CDY21053, CDY58617	Prupe.3G231000.1
OG0007819	CDX94078	Prupe.4G015400.1, Prupe.3G212300.1
OG0007820	CDX97351, CDY04409	Prupe.5G078900.1
OG0007821	CDX73655, CDX78069, CDX78066, CDX95319, CDY23192, CDX78067	Prupe.2G007400.1
OG0007822	CDX72863, CDX68317, CDY49213	Prupe.8G002700.1
OG0007823	CDY21975, CDY48568, CDY61997, CDY48215	Prupe.3G138600.1
