Orthogroup	Brassica_napus	Solanum_lycopersicum
OG0007708	CDY15055, CDX93058	Solyc06T001013.1, Solyc07T001870.1
OG0007709	CDX85356, CDX86287, CDY66080, CDY51050	Solyc09T001584.1
OG0007710	CDY22667, CDY06328	Solyc01T003151.1
OG0007712	CDX78296, CDX81058, CDY65237, CDX70043	Solyc05T002606.1
OG0007713	CDX69635, CDY09805, CDX85643	Solyc04T001390.1
OG0007714	CDY41648	Solyc02T001929.1
OG0007715	CDY63605, CDY48219, CDY52420, CDY54469	Solyc01T003947.1
OG0007716	CDY18211, CDX89835, CDY10070, CDY32535	Solyc09T002415.1
OG0007717	CDX76123, CDY02905, CDY40198, CDX73410	Solyc04T000391.1
OG0007718	CDY15127, CDX90078, CDY38057	Solyc01T002587.1
OG0007720	CDY50199, CDX92716	Solyc03T000390.1
OG0007721	CDY38855, CDY32637, CDX71692, CDY05839	Solyc03T001934.1
OG0007722	CDX70223, CDY44857	Solyc03T000991.1, Solyc11T000277.1
OG0007723	CDY44806, CDX85811	Solyc01T003821.1
OG0007724	CDY04921, CDY14143, CDX80917, CDY11304	Solyc11T000191.1
OG0007725	CDY67942, CDY47315	Solyc10T001795.1, Solyc10T001199.1
OG0007726	CDY47290, CDY10105	Solyc09T002347.1
OG0007727	CDY19648, CDY27037, CDX96171, CDY50496	Solyc08T001958.1
OG0007729	CDY04752, CDY21407, CDX96305, CDX72780	Solyc05T000353.1
OG0007730	CDY11430, CDY59898, CDX89142, CDY63310	Solyc01T002128.1
OG0007731	CDX80408, CDX88071, CDX80409	Solyc06T000744.2, Solyc03T000289.1
OG0007732	CDX93711, CDX91783, CDY46463	Solyc11T000797.1
OG0007733	CDY11298, CDX80915, CDY14146, CDY04919	Solyc07T002033.1
OG0007734	CDY66918, CDY51517, CDY55397, CDY14841	Solyc09T002887.1
OG0007735	CDX92469, CDY35811	Solyc07T000004.1
OG0007737	CDY42777, CDY29758	Solyc09T002398.1, Solyc06T001157.2
OG0007738	CDY50809, CDY32931, CDY61079, CDX92962	Solyc09T002412.1
OG0007739	CDX75835, CDX97684	Solyc03T003292.1
OG0007740	CDY39276, CDY07458	Solyc09T000943.1
OG0007742	CDX79625, CDX84599, CDY32088, CDY40436	Solyc04T001460.1
OG0007743	CDY15691, CDX94590, CDY46623, CDY56044	Solyc03T002337.1
OG0007744	CDY26928, CDX73282	Solyc08T001727.1
OG0007745	CDY05392	Solyc01T002573.1
OG0007746	CDY47482, CDY71774, CDY31391, CDY02225	Solyc01T004347.2
OG0007747	CDY14605, CDY26872, CDX87445	Solyc12T000691.1, Solyc07T002411.1
OG0007748	CDY69292	Solyc03T003473.1, Solyc06T001425.1
OG0007749	CDY21384, CDY04792, CDY25750, CDY12517	Solyc11T000831.1
OG0007750	CDY00833, CDY27899	Solyc09T001415.1
OG0007751	CDX70684, CDX78680, CDY55571, CDX69453	Solyc03T003355.1
OG0007752	CDY16364, CDX91553	Solyc06T002047.1
OG0007753	CDY31011, CDY35939, CDY28042	Solyc09T001168.2
OG0007754	CDY62748, CDY62747, CDY51455, CDY56921	Solyc03T003424.1
OG0007755	CDX98129, CDX98127, CDY36409	Solyc05T000683.3
OG0007756	CDY50551, CDY50335, CDY08436, CDY42145	Solyc05T002599.1
OG0007757	CDX75043, CDX75045, CDX75048, CDX84132	Solyc11T000225.1
OG0007758	CDY14441, CDY07709	Solyc11T000140.1
OG0007760	CDX96410, CDX72917	Solyc12T002091.1, Solyc03T003512.2
OG0007761	CDY15514, CDX86619, CDX86622	Solyc02T001501.1
OG0007762	CDY01925, CDX97254	Solyc01T002078.2
OG0007763	CDX93085, CDY50948	Solyc09T002594.2, Solyc12T002637.1
OG0007764	CDY24716	Solyc05T000331.1
OG0007765	CDY07869, CDX88000, CDY24325, CDY68865	Solyc04T000270.1
OG0007766	CDY12665, CDY32555, CDY14951, CDY14952	Solyc04T002133.1
OG0007767	CDX77284, CDY04321	PRAM_37006.1.p1, Solyc04T001345.2
OG0007768	CDX93550, CDX95047, CDY06321, CDY22674	Solyc04T001470.1
OG0007769	CDY25936, CDY41079	Solyc04T000185.1, Solyc05T000307.1
OG0007770	CDY45530	Solyc11T001796.1
OG0007771	CDY10168, CDY47711	Solyc06T001094.1
OG0007772	CDY02864, CDY22263, CDX80305, CDY33009, CDX80306	Solyc09T001292.1
OG0007774	CDX78395, CDX69810, CDX97047, CDX70365	Solyc12T002582.1
OG0007775	CDX75264, CDY68905, CDX75263, CDY68645	Solyc08T001574.1
OG0007776	CDY61410, CDY12195	Solyc07T001886.1, Solyc02T001757.1
OG0007777	CDX89251, CDY29309	Solyc07T002518.1
OG0007778	CDY37572, CDY38649, CDY54310, CDY57688	Solyc05T000678.1
OG0007779	CDY36245, CDY17655	Solyc01T000038.1
OG0007780	CDY47178, CDY02607	Solyc06T001221.1, Solyc01T001935.1
OG0007782	CDY54150, CDY40900, CDX95956	Solyc05T000654.1
OG0007783	CDX89265, CDY29286	Solyc02T001691.1, Solyc07T002564.1
OG0007784	CDX67997, CDX79314	Solyc05T002507.1
OG0007785	CDY42639, CDY41990	Solyc04T001754.2
OG0007786	CDY69349, CDY22266	Solyc11T000546.1, Solyc11T000549.1
OG0007787	CDY10393, CDX70318	Solyc09T000187.1
OG0007788	CDX71366, CDY04548	Solyc11T002317.2
OG0007789	CDX84892, CDY45797	Solyc12T001844.1, Solyc03T003106.1
OG0007790	CDY11150, CDX68255	Solyc03T003485.1, Solyc12T002549.1
OG0007791	CDX97638, CDX98533	Solyc12T000643.1
OG0007792	CDX75794, CDX82461	Solyc07T002420.1
OG0007793	CDY48474, CDY69411	Solyc07T002400.1
OG0007794	CDX80523, CDX88188, CDY54902, CDY05498	Solyc08T001558.1
OG0007795	CDX96528	Solyc02T001432.1, Solyc01T003912.1
OG0007796	CDY58002, CDY00283, CDY47411, CDX99045	Solyc03T001856.1
OG0007797	CDY48466, CDY65126, CDY21763, CDX81805	Solyc08T001715.1
OG0007798	CDX73810, CDY00789, CDY52667, CDY50537	PRAM_15610.1.p1
OG0007799	CDY65125, CDY48465, CDX96790, CDX83925	Solyc07T002372.1
OG0007802	CDY17852, CDX79761	Solyc01T002352.2, Solyc06T000984.1
OG0007803	CDX72776, CDX96302	Solyc02T002654.1
OG0007804	CDX78534, CDX70516	Solyc01T002453.1
OG0007805	CDY34745, CDX76781, CDY34033	Solyc12T002701.1
OG0007807	CDY37607, CDY38682	Solyc03T003296.1
OG0007808	CDY10797	Solyc06T001085.1
OG0007809	CDY36441, CDY23298, CDX68745, CDY28268	Solyc08T000136.2
OG0007810	CDY43547, CDX68615	Solyc05T000653.1
OG0007811	CDX73133, CDY59465, CDX73137, CDY68760	Solyc04T002751.1
OG0007812	CDY66036, CDX80122, CDX83324, CDX95728	Solyc03T002195.1
OG0007813	CDY71478, CDY45730	Solyc03T002396.1
OG0007815	CDY23555, CDY60118	Solyc07T002810.1
OG0007816	CDX88531, CDX87389	Solyc10T000050.1
OG0007817	CDY29900	Solyc10T000324.1, Solyc07T002098.1
OG0007818	CDY30083, CDX98060, CDY21053, CDY58617	Solyc06T000006.1
OG0007819	CDX94078	Solyc05T001882.1, Solyc07T001823.3
OG0007820	CDX97351, CDY04409	Solyc08T002215.1
OG0007822	CDX72863, CDX68317, CDY49213	Solyc03T000413.1
OG0007823	CDY21975, CDY48568, CDY61997, CDY48215	Solyc07T002117.1
OG0007824	CDY06634, CDY28760, CDY18350, CDY42474	Solyc07T002567.1
OG0007825	CDY66447, CDY60561	Solyc06T000028.1, Solyc11T002577.1
OG0007826	CDY70404, CDX67927, CDX79411	Solyc06T001683.2
OG0007827	CDY34897, CDX93442	Solyc11T001756.1
OG0007829	CDY07142, CDY69446	Solyc06T002408.1
OG0007830	CDY43818, CDY43033, CDY06637, CDY18340	Solyc07T002562.1
OG0007832	CDY06913, CDY14781	Solyc04T000700.1
OG0007833	CDX76147, CDY13204, CDY13206, CDX77125	Solyc08T000458.1
OG0007834	CDY72196, CDX77170	Solyc06T000373.1, Solyc11T002311.1
OG0007836	CDY60119, CDY23554, CDY24236, CDY43388	Solyc07T002811.1
OG0007837	CDY40729, CDY44791, CDY21570, CDX69917	Solyc02T000677.1
OG0007838	CDX73669, CDX78052	Solyc01T002507.1
OG0007839	CDY45584, CDY20327	Solyc08T000128.1
OG0007841	CDY29302, CDX89254	Solyc07T002541.1, Solyc10T001296.1
OG0007842	CDY30163, CDY70918, CDX75876, CDX82407	Solyc12T002007.1
OG0007844	CDY66452, CDY68768, CDX71076	Solyc11T002573.1
OG0007845	CDY51737, CDY37485, CDY23635, CDX97511	Solyc03T003437.1
OG0007846	CDY28757, CDY47455	Solyc10T000148.1, Solyc07T002570.1
OG0007847	CDY23358, CDY30401, CDY69980, CDY44218	Solyc06T002189.2
OG0007848	CDY60203	Solyc07T002419.1, Solyc03T000101.1, Solyc02T001368.1
OG0007849	CDX93251, CDY07020	Solyc05T002578.1
OG0007850	CDX91735, CDY41885, CDY41884	Solyc04T002237.1
OG0007851	CDY54186, CDY38645, CDY64258	Solyc07T001967.3
OG0007852	CDY60660, CDY18227, CDX80787, CDY18228	Solyc10T000062.1
OG0007853	CDX84471, CDY43775, CDY39835, CDY31343	Solyc09T002028.2
OG0007856	CDY29059, CDX90623, CDY64640, CDX78053, CDX73668	Solyc01T002486.1
OG0007857	CDX99020, CDX69997	Solyc01T003018.3, Solyc01T002527.1, Solyc02T001341.3
OG0007858	CDY52706, CDY31519	Solyc11T002304.1
OG0007859	CDX90313, CDY12122	Solyc01T004179.1
OG0007860	CDX87162, CDY16862, CDY46966, CDY66615	Solyc01T003042.1
OG0007861	CDX93838, CDY01280, CDY32300	Solyc06T001371.1
OG0007862	CDY21163, CDY29960	Solyc10T002523.2
OG0007863	CDX75217, CDX68814	Solyc06T000513.1, Solyc02T000186.1
OG0007864	CDY16336, CDX91569, CDY38854, CDY32638	Solyc03T002204.2
OG0007865	CDY55599, CDY68449	Solyc04T000575.1, Solyc08T001859.1
OG0007866	CDX96248, CDY14345	Solyc07T002488.2, Solyc10T000204.1, Solyc07T002486.1
OG0007867	CDY08785, CDX78340, CDX81111, CDX69941, CDY21548	Solyc02T000045.1
OG0007868	CDY04478, CDX71472, CDX77068	Solyc01T000334.1
OG0007869	CDY03014, CDY45178, CDY04141, CDY17408	Solyc05T002754.1
OG0007870	CDX95318, CDY23191, CDX78065, CDX73656	Solyc01T002383.1
OG0007871	CDX76969, CDY35365, CDY11536, CDY58930	Solyc08T001004.1
OG0007872	CDX75447, CDY45320, CDX72492, CDY17471, CDX76293	Solyc01T004176.1
OG0007873	CDX91200, CDY61447, CDX97129, CDX69744	Solyc12T002530.1
OG0007875	CDY40047, CDY35104, CDX83949, CDX96814	Solyc10T000061.1
OG0007876	CDY58770, CDX87292, CDY39634, CDY36548	Solyc06T001742.1
OG0007877	CDY55136, CDY51731, CDY55139	Solyc07T002533.1
OG0007878	CDX83259, CDY31169, CDX77111, CDY30554	Solyc11T002229.1
OG0007879	CDY15385, CDY19090, CDY23943, CDX84787	Solyc02T002975.1, Solyc03T001748.1
OG0007880	CDY49244, CDX67760, CDX98321	Solyc07T002223.1
OG0007881	CDY35943, CDY28038, CDY07989, CDX74040	Solyc06T000164.1
OG0007882	CDX75865, CDX75864, CDX82419	Solyc12T001948.1
OG0007883	CDY23335, CDX68878, CDX75271, CDY51666	Solyc08T001585.1
OG0007884	CDY38110, CDY64675, CDX85505, CDY55578	Solyc07T002511.1
OG0007885	CDX83148	Solyc12T002372.1, Solyc04T002543.1
OG0007887	CDY31158, CDY32826, CDY22693, CDY06306	Solyc11T002119.1
OG0007888	CDY52981, CDY68572, CDY47529, CDY02550	Solyc03T003358.1
OG0007889	CDX82116, CDY48031	Solyc06T001402.1, Solyc01T002197.1, Solyc03T003420.1
OG0007890	CDX73459, CDX78255, CDX67605, CDY07528	Solyc07T002071.1
OG0007891	CDY54312, CDY57689	Solyc03T002922.4, Solyc06T001732.1
OG0007892	CDY05793, CDY31937	Solyc07T002156.1
OG0007893	CDX88191, CDX80526, CDY54899	Solyc08T001581.1
OG0007894	CDX83002, CDX68404, CDX86097, CDX99098	Solyc06T002476.1
OG0007895	CDX88680, CDX71140, CDX80311, CDY02850, CDY32671	Solyc06T002498.1
OG0007896	CDX87219, CDY68245, CDY23061, CDY02137	Solyc03T001873.1
OG0007897	CDX70483, CDX78495, CDX91156, CDX85682	Solyc11T001833.1
OG0007898	CDX69757, CDX97109, CDX80522, CDX88187	Solyc08T001559.1
OG0007899	CDX71249, CDY36655	Solyc04T002007.1
OG0007900	CDY18371, CDX91486, CDX74892, CDX93307	Solyc01T003017.1
OG0007901	CDX76185, CDY13153	Solyc08T001379.1
OG0007902	CDX88450, CDY52437, CDY66846, CDY39999	Solyc07T002394.1
OG0007903	CDY02551	Solyc12T001970.1, Solyc03T003354.1
OG0007904	CDY21012, CDY31213	Solyc02T001741.1
OG0007905	CDY29723, CDY20341	Solyc11T002132.1
OG0007906	CDY23636, CDX97512, CDY02460, CDY10597	Solyc03T003439.1
OG0007908	CDY16054, CDY19402, CDX98014, CDY21081	Solyc03T001307.3, Solyc05T002732.1
OG0007909	CDX79107, CDX82881, CDY46202, CDX71291	Solyc06T002304.1
OG0007910	CDY13814, CDX82033, CDX99589, CDY15890	Solyc01T004182.1
OG0007911	CDY48676, CDY53453, CDY33050, CDX80253	Solyc09T000787.1
OG0007912	CDY25877, CDY29720, CDY50514	Solyc07T002490.1
OG0007913	CDX84893, CDY45796	Solyc03T003093.1
OG0007914	CDX84145, CDX75059	Solyc08T000116.2
OG0007915	CDY57690, CDY54313, CDY38653, CDY37576	Solyc09T000266.1
OG0007916	CDY35238, CDY06853, CDX92906, CDY71541	Solyc05T001233.1
OG0007917	CDY62120, CDX81107, CDY60233, CDX69949, CDY40742	Solyc12T002395.1
OG0007918	CDY16248, CDY67611, CDY68731, CDY60798, CDY68732	Solyc04T000992.1
OG0007920	CDX83621, CDY13638, CDY48987, CDY28543	Solyc05T000812.2
OG0007921	CDY34832, CDY34630, CDY21009, CDY31211	Solyc10T001693.1
OG0007922	CDY37216, CDX81452	Solyc01T003809.1
OG0007923	CDX68278, CDY50441, CDY03654, CDX82180	Solyc11T001254.1
OG0007924	CDX77597, CDY02287, CDY09593	Solyc08T000880.1, Solyc08T000912.1
OG0007925	CDY42807, CDX83507	Solyc06T000981.1
OG0007927	CDY30518, CDY04518, CDX71409	Solyc10T002869.1
OG0007928	CDY31324, CDY58273, CDY46795	Solyc01T003777.1
OG0007929	CDY15818, CDY09387	Solyc01T000241.1, Solyc04T000255.1
OG0007930	CDY39461, CDX90366, CDY63903, CDX69381	Solyc03T001586.1
OG0007932	CDY64793, CDY52174, CDX70168, CDX98824	Solyc01T003678.2
OG0007934	CDY58226, CDY07133	Solyc11T000360.1
OG0007935	CDY48043, CDY66323	Solyc12T000659.1
OG0007936	CDX88350, CDX87534	Solyc05T001223.1, Solyc12T000240.1
OG0007937	CDY15915, CDX81999, CDY13839	Solyc10T001875.1
OG0007938	CDX84039, CDX96862, CDY49101, CDY39329	Solyc05T000249.1
OG0007939	CDY15748, CDY04566, CDY60349, CDY60348	Solyc11T002291.1
OG0007940	CDY16730, CDY48136, CDY48137, CDY53622	Solyc03T002411.1
OG0007941	CDY40055, CDY66795	Solyc07T002815.3, Solyc10T000060.1
OG0007942	CDY46221	Solyc04T001759.1, Solyc04T000442.1
OG0007943	CDY17025, CDY17844	Solyc04T000429.1, Solyc11T002065.1, Solyc06T002438.1
OG0007944	CDY40427, CDY53055, CDY47225	Solyc05T000024.1
OG0007945	CDX77133, CDY30532	Solyc11T002154.1
OG0007946	CDY09386, CDY15819, CDY17607, CDY03066	Solyc01T000242.1
OG0007947	CDY50431, CDX86828	Solyc08T002496.1, Solyc12T002180.1
OG0007948	CDY71751, CDY18034, CDY33406	Solyc07T001469.2
OG0007949	CDY18687, CDX81267, CDY08820, CDY14540	Solyc04T001838.1
OG0007950	CDY49815, CDY22841, CDY03619, CDY65727	Solyc11T002015.1
OG0007951	CDY31205, CDY15751, CDX83289	Solyc09T000026.1, Solyc12T000676.1
OG0007952	CDY42647, CDX86196, CDY41999	Solyc04T001782.1, Solyc05T002304.1
OG0007953	CDY13860, CDX81978	Solyc10T000340.1, Solyc07T002112.1
OG0007954	CDY59659, CDX81895	Solyc03T002860.1
OG0007955	CDX68010, CDX79288, CDY22239, CDY68386	Solyc07T002795.1
OG0007957	CDX93011, CDX94817, CDY01126, CDY64934	Solyc05T001241.1
OG0007958	CDX98140, CDY36422	Solyc04T000062.1, Solyc05T000762.1
OG0007959	CDX90893, CDY17952, CDY22115, CDY21950	Solyc07T002032.1
OG0007960	CDY00004, CDY19706	Solyc05T002702.1, Solyc09T002446.1
OG0007962	CDY08088, CDY37917, CDX77918, CDY05861	Solyc06T001031.1
OG0007963	CDY32871, CDY64972	Solyc12T000272.1
OG0007964	CDY72297	Solyc03T003084.1, Solyc06T001794.1
OG0007965	CDX70874, CDX88893, CDY13992, CDX92537	Solyc11T002047.1
OG0007967	CDY18044, CDY33399	Solyc12T000325.1
OG0007968	CDY26690, CDY41030, CDX96672, CDX83778	Solyc07T001513.1
OG0007969	CDY51925, CDX75951, CDX95565	Solyc03T003153.1
OG0007970	CDY08347	Solyc08T002419.1
OG0007971	CDY14257, CDX97421, CDX92862, CDY29878	Solyc07T000112.1
OG0007972	CDY46841, CDY49514	Solyc07T001954.1, Solyc07T001955.1
OG0007973	CDY49921, CDY23467, CDY28734, CDY43154	Solyc03T002149.1
OG0007974	CDY11900, CDY65438, CDX88592, CDY60582	Solyc07T001249.3
OG0007975	CDX94815, CDY69094, CDX94814	Solyc12T000206.1
OG0007976	CDY03905, CDY15724, CDY27603, CDX84935	Solyc05T001056.1
OG0007977	CDY09348, CDY62177	Solyc01T000479.1
OG0007979	CDY08809, CDY14553, CDY37812	Solyc03T002241.1, Solyc06T002096.1
OG0007980	CDX81125	Solyc10T001285.1, Solyc01T003728.1
OG0007981	CDY56787	Solyc03T000158.1
OG0007982	CDX97176, CDX69697, CDX70452, CDX78470	Solyc03T003147.1, Solyc12T001801.1
OG0007983	CDY04835, CDY30292, CDY30835	Solyc05T000268.1
OG0007984	CDY10198, CDY06640	Solyc07T002238.2
OG0007985	CDX74036, CDY07984, CDY35951, CDY28030	Solyc11T002511.1
OG0007986	CDX75827, CDX97663, CDX98555, CDX82436	Solyc07T002504.1
OG0007988	CDY55094, CDY65892, CDX98418, CDY13292	Solyc02T002021.2
OG0007990	CDY52027, CDX84002, CDY51765, CDY45291	Solyc01T000021.1
OG0007992	CDX75368, CDX68992, CDY46103, CDX72416	Solyc01T003797.2
OG0007993	CDY23716	Solyc11T002265.2
OG0007994	CDX89878, CDY18174, CDY15469, CDY51385	Solyc10T000356.1
OG0007996	CDY26000, CDY02517, CDY59401, CDY24105	Solyc12T000668.1
OG0007997	CDY16740, CDY48124	Solyc03T002518.1
OG0007998	CDY31732, CDX77207, CDY71394, CDY15787	Solyc11T002072.1
OG0007999	CDY26178	Solyc03T003169.1, Solyc01T002392.1
OG0008000	CDY20339, CDY29728	Solyc11T002103.1
OG0008001	CDY16126, CDY33784	Solyc05T000772.1, Solyc05T000773.1
OG0008002	CDY05277, CDY24682	Solyc01T001548.1, Solyc12T002741.1
OG0008003	CDY68338, CDY04318, CDY24454, CDX92225	Solyc03T003217.1
OG0008004	CDX93725, CDY15318	Solyc04T002207.1
OG0008005	CDX95292	Solyc04T001860.1
OG0008006	CDX74652, CDY33689	Solyc07T001398.1
OG0008007	CDY61911, CDY02213, CDY46948, CDY40805	Solyc02T000193.1
OG0008009	CDY32342, CDY20082	Solyc10T000255.1, Solyc07T002405.1
OG0008010	CDY09116, CDX70976, CDY59005	Solyc07T000094.1
OG0008011	CDY02141, CDY23065	Solyc03T001863.1, Solyc05T002281.1
OG0008012	CDX79075, CDX82838, CDY58005, CDY00282	Solyc03T001814.1
OG0008013	CDY20500, CDX74820	Solyc07T000496.3
OG0008014	CDX77315, CDY41837	Solyc12T002716.1
OG0008015	CDX98980, CDX70029	Solyc03T003086.1, Solyc03T003085.1
OG0008016	CDY36935, CDY24161	Solyc03T002563.1
OG0008017	CDX92172, CDX95809	Solyc03T003146.1
OG0008018	CDY59102, CDY54791, CDX75498, CDX69135	Solyc01T004405.1
OG0008019	CDY50436, CDY10981, CDY70884, CDY03498	Solyc08T002517.1
OG0008021	CDY22395, CDX72719, CDX99599, CDY15897	Solyc01T004204.1
OG0008022	CDX68540, CDY58104, CDY02616	Solyc01T001956.1
OG0008024	CDY02531, CDY47563, CDY69672	Solyc10T000197.1
OG0008025	CDX76132, CDX78257, CDX73456, CDX76133	Solyc11T001481.1
OG0008026	CDX97738, CDY30152	Solyc12T001985.1
OG0008027	CDY07417, CDY28879, CDY51606, CDY12655	Solyc05T000946.1
OG0008028	CDX93560, CDX95058	Solyc06T002248.1, Solyc11T002440.1
OG0008029	CDY13365, CDX67528, CDX99703, CDY27662	Solyc08T002510.1
OG0008030	CDY28884, CDY07420	Solyc05T000995.1
OG0008031	CDY56366, CDY00190, CDX83625, CDY13641	Solyc05T000810.1
OG0008032	CDY19308, CDY69587, CDY37381	Solyc07T002007.1
OG0008034	CDY09151, CDY68281	Solyc06T002314.1
OG0008035	CDY02779, CDY32738	Solyc07T000054.1
OG0008036	CDY37621, CDY25286	Solyc08T002359.1
OG0008037	CDY03382, CDY34339, CDX92670, CDY11052	Solyc03T003109.1
OG0008039	CDX70455, CDY69624, CDX78473	Solyc07T001739.1
OG0008040	CDY21394, CDY04779, CDY12505, CDY25757	Solyc06T001502.1
OG0008042	CDY24417, CDY36128	Solyc05T001171.1
OG0008043	CDX84875, CDY45822	Solyc06T002120.1, Solyc03T002188.1
OG0008044	CDY36516, CDY08741	Solyc02T002736.1
OG0008045	CDY42236, CDY52740, CDY38269	Solyc07T000466.1
OG0008046	CDY56240, CDX98264, CDY70929, CDX79873	Solyc07T002062.1
OG0008048	CDY50822, CDX79853	Solyc10T000291.1
OG0008049	CDY41958	Solyc01T004194.1, Solyc07T001124.1
OG0008051	CDX99613, CDY15912, CDX82001, CDY13837	Solyc10T001870.1
OG0008052	CDY08345, CDY38209, CDY25552, CDY34391	Solyc08T002409.1
OG0008053	CDY36424, CDX98142	Solyc05T000765.1, Solyc01T000516.1
OG0008054	CDX93395, CDY37956	Solyc05T000022.1
OG0008055	CDY39246, CDY07484	Solyc11T000100.1, Solyc01T004073.1
OG0008056	CDY56934, CDY02144, CDY14032, CDY40776	Solyc05T002285.1
OG0008057	CDY45780, CDY05977	Solyc10T002239.1
OG0008058	CDY22998, CDX82321, CDX92288, CDY69192	Solyc01T004100.1
OG0008059	CDY46237, CDX76965, CDY63375, CDY15861	Solyc04T002192.1
OG0008060	CDY67320, CDY01182, CDY12726	Solyc09T002758.1
OG0008061	CDX78523, CDX70505, CDX91120, CDX85648	Solyc01T002524.1
OG0008062	CDY18713, CDX81223, CDY58268, CDX84520	Solyc10T001325.1
OG0008063	CDY35015, CDX72669	Solyc04T001815.1, Solyc04T001820.1
OG0008064	CDY20953, CDY20627, CDX93414, CDY55046	Solyc05T002290.1
OG0008065	CDX69159, CDX75521, CDY69937, CDY41639	Solyc02T001960.1
OG0008066	CDY16715, CDY41519, CDY62883, CDX81186	Solyc04T000312.1
OG0008067	CDY29190, CDY07832	Solyc02T001964.1
OG0008068	CDY12687, CDY54657, CDY07402, CDY04201	Solyc01T000011.1
OG0008069	CDX82694, CDY60735	Solyc05T002692.1
OG0008070	CDX68170, CDX85850	Solyc08T001268.1, Solyc07T000911.1, Solyc03T002884.1
OG0008071	CDX81533, CDX67620, CDY07507	Solyc04T001962.3
OG0008072	CDX77897, CDY21817	Solyc03T002472.1, Solyc06T002023.1
OG0008073	CDX75433, CDX69058, CDY46250, CDX76281	Solyc01T004136.1
OG0008074	CDX81231, CDY18703, CDY21596, CDX69891	Solyc11T000751.1
OG0008075	CDY00799, CDX73802, CDY08402	Solyc07T002824.1
OG0008076	CDX75693, CDX69353	Solyc11T000453.1
OG0008078	CDX74566, CDY01712	Solyc05T002239.1, Solyc11T000491.1
OG0008079	CDY17203, CDY27941, CDY57215, CDY37687	Solyc02T001563.1
OG0008080	CDX95511, CDY18531, CDX92255, CDX99337	Solyc02T000219.1
OG0008081	CDY48297, CDY26251, CDX96406, CDY72541	Solyc11T000005.3
OG0008082	CDY42599, CDY41955	Solyc01T004213.1
OG0008083	CDY34657, CDY34844, CDY20984, CDY69324	Solyc02T001610.1
OG0008084	CDY09133, CDX88799, CDX70999	Solyc06T002286.2
OG0008085	CDX81665, CDY33745	Solyc01T000013.1, Solyc04T000238.1
OG0008086	CDY31942, CDY05787	Solyc07T002131.1
OG0008087	CDX78433, CDX70410	Solyc02T000122.1, Solyc04T000311.1
OG0008088	CDY09230	Solyc11T002534.1
OG0008089	CDX77150	Solyc06T002349.1, Solyc03T001471.1, Solyc11T002330.3
OG0008090	CDY34857, CDY34670, CDX97920, CDY19330	Solyc01T003618.1
OG0008091	CDY13743, CDX76905	Solyc11T000448.1, Solyc01T003800.1
OG0008092	CDX93097, CDY50417	Solyc12T000316.1
OG0008093	CDX82866, CDX79096	Solyc08T002384.1
OG0008094	CDY31541, CDX80161	Solyc11T002286.1
OG0008095	CDX95094, CDX93590, CDY65494, CDX84399	Solyc11T002260.1
OG0008097	CDY46102, CDX72417, CDY48441, CDY28313	Solyc01T003798.1
OG0008099	CDY00167, CDY20061, CDY52397, CDY13681	Solyc02T001062.2
OG0008100	CDY06023, CDX71913, CDX67776	Solyc02T001264.4
OG0008101	CDY65344, CDY65139, CDY62849, CDY48593	Solyc03T003269.1
OG0008102	CDX90702, CDY05034, CDX75127, CDX75128	Solyc01T000252.1
OG0008103	CDY32318, CDX97631, CDX98524	Solyc12T000645.1, Solyc07T002460.1
OG0008104	CDY21710, CDX81869, CDX96725, CDX83856	Solyc11T002254.1
OG0008105	CDY12306, CDY62305, CDY12416, CDY27148, CDY62308	Solyc01T000256.1
OG0008106	CDY45052, CDY03591, CDY33415, CDY42204	Solyc02T000163.1
OG0008107	CDX84306, CDY17260, CDX79566, CDX84641	Solyc02T001224.1
OG0008109	CDY47648, CDY59087, CDY28467, CDY25806	Solyc05T000071.1
OG0008110	CDY61748, CDX71986	Solyc03T001074.1, Solyc10T002430.2
OG0008111	CDX69386, CDY42005	Solyc04T001837.1
OG0008112	CDX78003, CDX73724, CDX90650, CDY29016	Solyc03T000544.1, Solyc02T001970.1
OG0008113	CDY51958, CDY62721	Solyc12T002542.1
OG0008114	CDY48188, CDX77057	Solyc05T001267.1, Solyc06T001595.1
OG0008115	CDY54954	Solyc05T000067.1, Solyc04T000963.1
OG0008117	CDY51837, CDX70940	Solyc07T001512.1, Solyc12T000338.1
OG0008118	CDY56127, CDY52962	Solyc03T002181.1, Solyc06T002121.1
OG0008120	CDX85315, CDX86336	Solyc11T001700.1
OG0008121	CDY43496, CDY06812	Solyc04T000494.1
OG0008122	CDY70972, CDY70816	Solyc02T001375.1
OG0008123	CDX86581, CDY15534, CDY18289, CDY53388	Solyc07T001888.1
OG0008124	CDY42510, CDY67548, CDY03594, CDY22787	Solyc11T001710.4
