Orthogroup	Brassica_napus	Capsicum_anuum
OG0007091	CDX82929, CDX79143, CDX94089, CDX98741	CA05g01510
OG0007092	CDX70836, CDX92590, CDY13912, CDY37972, CDX88925	CA01g25590
OG0007093	CDY71135, CDY39914	CA06g14950, CA08g14200
OG0007094	CDY72130, CDX70942, CDX92436, CDY16561	CA07g06760, CA09g14760
OG0007095	CDY21330, CDY62001, CDY45049, CDY28878, CDY39169	CA02g00570
OG0007096	CDX73670, CDX78051	CA05g04580
OG0007097	CDX71743, CDY48925, CDY42499, CDX89111	CA08g07230
OG0007098	CDY58904, CDY56995, CDY56994, CDY27405, CDY37014	CA01g27930
OG0007099	CDY16667, CDX94555	CA04g03360, CA02g18470
OG0007100	CDY08233, CDY26117	CA01g16570, CA01g12010
OG0007101	CDX72765, CDX96292, CDY03709, CDY06739, CDY09504	CA00g57050
OG0007103	CDX71971, CDY06051, CDX98273, CDX98270, CDX67722	CA00g87380
OG0007104	CDX77796	CA03g13390, CA10g01050
OG0007105	CDX95193, CDY68037	CA12g18130, CA04g22750
OG0007106	CDY11011, CDY69165, CDY34280, CDY03455, CDY21441, CDX83174	CA08g14110
OG0007107	CDY08230, CDY26121, CDY10580	CA01g11900
OG0007108	CDY32270, CDY40516, CDX68529, CDY60712, CDX90500	CA07g06630
OG0007109	CDY19091, CDY15384, CDY56616, CDY10802	CA06g00160
OG0007110	CDY18852, CDY08057, CDX74109, CDY24702, CDY05254	CA01g25070
OG0007113	CDY18768, CDY18790, CDY05156, CDX76778, CDY27778	CA02g00330
OG0007114	CDX86381, CDX85258, CDY04067, CDY44400, CDY19993, CDY00097	CA02g08400
OG0007116	CDY48870, CDX77237, CDY16506, CDY29343, CDY59128	CA06g01650
OG0007117	CDY63842, CDX90225, CDY26296, CDX99881	CA02g10830
OG0007118	CDY58338, CDY08066, CDY18843, CDY24717, CDY05233	CA01g24820
OG0007119	CDY11038, CDX92657, CDY03413, CDY34316	CA00g71380
OG0007120	CDY59807, CDY06503, CDY06501, CDY22734, CDY09058	CA02g15170
OG0007121	CDX82852, CDX79088, CDX94052, CDX98701	CA11g00400
OG0007122	CDY34926, CDY33926, CDY60419, CDX86251, CDX85397	CA01g17070
OG0007123	CDY01786, CDX96108, CDY12623, CDY54119	CA01g34650, CA02g08110
OG0007124	CDY04767	CA08g14460
OG0007124	CDY48056, CDX75103	CA06g15340
OG0007125	CDY34380, CDY25531, CDY38220, CDY08323, CDY08324	CA01g34730
OG0007126	CDY29591, CDY03609, CDY70844, CDX96588	CA01g31910
OG0007127	CDY39164, CDY46364, CDY60369, CDY21329, CDY62002	CA00g18740
OG0007128	CDX91540, CDY16375, CDX83177, CDY21444	CA08g15220
OG0007129	CDY10117, CDY47277, CDY66704, CDY68306	CA10g13620, CA03g03740
OG0007130	CDY24837, CDY08933, CDY03457, CDY34278	CA00g96190, CA08g15350
OG0007131	CDY17669, CDY65925, CDY52384, CDY40371	CA00g57550
OG0007132	CDY33924, CDY70877, CDX86248, CDY56435	CA05g17280
OG0007133	CDX98234, CDY02353, CDY43172, CDY12444, CDY27171	CA00g89840
OG0007134	CDX87208, CDY16815, CDY02155, CDY23069	CA03g29740, CA06g18750
OG0007137	CDX83663, CDX67478, CDY11722	CA08g02570, CA02g30730, CA02g09140
OG0007138	CDY56070, CDY43713, CDY47367, CDY01130	CA03g04320, CA04g00730
OG0007139	CDX82265, CDY33443, CDY42226, CDY36064, CDY24566, CDY25372	CA00g94830
OG0007140	CDX86922, CDY30698, CDY16794, CDX87231	CA03g16690, CA03g16680
OG0007141	CDY08217, CDY26147, CDY51404, CDY33245, CDY39102, CDY52270	CA00g81850
OG0007143	CDX78502, CDX70490, CDX69676, CDX97219	CA00g15250, CA12g22550
OG0007144	CDY26284, CDY49628, CDY59232, CDX90236	CA06g08200
OG0007145	CDY28060, CDY35924, CDY34904, CDY60822	CA06g03130, CA06g26440
OG0007146	CDY44644, CDX74851, CDX93268, CDX80279, CDX80630	CA00g74930
OG0007147	CDY27494, CDX80099, CDY37799, CDX99531, CDX99530, CDX86871	CA01g23470
OG0007148	CDY21184, CDY21190	CA01g14820, CA03g12880, CA00g68420, CA00g81640
OG0007149	CDY05539, CDX80579, CDX88233, CDY68653	CA00g53730
OG0007150	CDY65399, CDX76157, CDX78223, CDX73494	CA12g06650
OG0007152	CDX68739, CDY28260, CDY36446, CDX76815, CDY34772	CA00g28900
OG0007153	CDY08151, CDY05943, CDX86966, CDY00212	CA03g11610, CA03g11600
OG0007155	CDY67797, CDY63340, CDX89173, CDX93935	CA01g24210, CA09g09830
OG0007156	CDY30878, CDX76217, CDY56693, CDX78173	CA09g02830
OG0007158	CDY08860	CA00g87060
OG0007159	CDY56777, CDX72120, CDY32023, CDX67653, CDX67652, CDY32022	CA10g21900
OG0007160	CDY44064, CDY28547, CDX95938, CDY40918, CDY51505	CA11g03830
OG0007161	CDY51661, CDY70660, CDY23339, CDX68881, CDX75273	CA00g31320
OG0007165	CDX71344, CDX89080, CDY52345, CDX71775, CDY56729, CDX67842	CA02g22130
OG0007166	CDX94483, CDX86725, CDY51557, CDY26566, CDY16005, CDY00455, CDY04388	CA01g04040
OG0007168	CDX73390, CDY40210, CDY70303	CA00g85740, CA06g04170
OG0007168	CDY70302	CA06g04160
OG0007171	CDX80870, CDY11255, CDY44371, CDY04886, CDX70302, CDY11027, CDY10376	CA09g01740
OG0007173	CDX80932, CDY11322, CDY36269, CDY00691, CDX73910	CA10g10820, CA02g19500
OG0007177	CDX83109, CDY23023, CDY02098, CDY57355, CDY30608, CDX68566, CDX83108	CA04g19220
OG0007181	CDX76188, CDY68041, CDY71269, CDY71975	CA09g05630, CA06g08170
OG0007185	CDY40123, CDX85742, CDY48938, CDX71759, CDX79160, CDX82949	CA04g19980
OG0007189	CDX90053, CDY15159, CDX74338, CDX91905, CDY01979, CDY54054	CA08g07080
OG0007199	CDX92324, CDX99236, CDY43618, CDY29337, CDY20865, CDY16514, CDY32853	CA02g01870
OG0007204	CDX92710, CDY70584, CDX84868, CDY66018, CDY65499, CDY52360, CDY52356, CDY52358, CDY66013	CA01g14830
OG0007205	CDX77979, CDX73745, CDY16314, CDY33292, CDX90659, CDY29005	CA03g31260
OG0007209	CDY43960, CDX87732, CDY33463, CDY62357, CDY35153, CDY03234	CA02g11340
OG0007222	CDY39724, CDY44456, CDY35027, CDY08367, CDY38185	CA05g11030, CA07g09780
OG0007226	CDY48645, CDY28772, CDY20132, CDY56424, CDY20133, CDX97678, CDX98565	CA07g18070
OG0007237	CDX89341, CDX94340, CDY42738, CDX92772, CDX89340, CDX75296, CDX94338	CA05g06550
OG0007249	CDX91655, CDY27063, CDY00533, CDY00532, CDY27821	CA03g18670, CA06g07510
OG0007255	CDX75600, CDX69248, CDY24766, CDY70324, CDY43898, CDY13019	CA03g17670, CA02g23040
OG0007256	CDY60853, CDX68765, CDY13443, CDX72312	CA01g32480, CA01g32490
OG0007257	CDX76996, CDY35351, CDX76748, CDY39887, CDY23326, CDX68847, CDX75245	CA05g19730
OG0007258	CDY61396, CDY53699, CDX68828, CDX75230, CDX72349, CDY13476	CA06g13870
OG0007260	CDY13036	CA11g15630, CA11g15600, CA11g15640, CA11g15750, CA04g00200, CA06g22490
OG0007273	CDY63770, CDX85563, CDX69548, CDX69549, CDX85052, CDX78611, CDX70593, CDY28692	CA02g08530
OG0007274	CDY07026, CDX93244	CA02g02000
OG0007274	CDY04844, CDY48104	CA09g05020
OG0007277	CDY28570, CDY53503, CDX79887, CDY06880, CDY14819, CDY19444, CDY19446	CA10g20870
OG0007278	CDY00151, CDX83722, CDX83719, CDY20043, CDY42582, CDY50122	CA02g08910
OG0007279	CDY51591, CDY03879, CDY24427, CDY36134, CDX84954, CDY27587	CA11g08700
OG0007290	CDY09852, CDX69583, CDX91063, CDX85598	CA07g15600
OG0007293	CDY01916, CDX97261, CDY18027, CDX90944, CDX80114, CDY63853	CA03g35100
OG0007295	CDX92262, CDX99325, CDY71041, CDX82332, CDX75980, CDY08864, CDX84538	CA12g07080
OG0007296	CDY18663, CDX81311, CDY08724, CDY36498	CA02g07420, CA02g25240
OG0007297	CDY04627, CDY50236, CDX68070, CDX79180, CDX88334, CDX87551	CA01g03000
OG0007298	CDX93936, CDX89172, CDY63338, CDX67917, CDX79421	CA09g09820, CA06g26810
OG0007301	CDY22087, CDY21926, CDX91266, CDY71939, CDY39162, CDY46368	CA12g01310
OG0007304	CDY04538, CDX71381, CDY30506	CA11g18160, CA06g05930
OG0007305	CDY22965, CDX82286, CDY42195, CDX95432, CDY58858	CA08g16790
OG0007306	CDX71981, CDY06059, CDY61756, CDY00540	CA01g26410, CA10g19300
OG0007309	CDY31007, CDX88948, CDY06104, CDY72144, CDY33820, CDY69347	CA05g07710
OG0007312	CDX86293, CDX85350, CDY60823, CDY34905, CDY24630, CDY28064	CA06g03090
OG0007319	CDY47534, CDY02542, CDY49900, CDX87902	CA06g16690, CA03g34330, CA03g34320
OG0007320	CDY72198, CDY69320, CDY66041, CDY08526, CDY56849	CA00g89710, CA00g64840
OG0007326	CDY51833, CDY56151, CDY27055, CDY65324	CA07g04070, CA00g22820, CA07g03940
OG0007327	CDY30470, CDY71678, CDY23433, CDY71679, CDY23434	CA03g22830, CA06g20930
OG0007328	CDY70090, CDY50378, CDY22055, CDX90935, CDY70418, CDX93965	CA01g25160
OG0007332	CDY09765, CDX90592, CDY48286, CDY22924	CA05g09890, CA07g10560
OG0007333	CDY67726, CDY71258, CDY17906, CDY17903, CDY30444, CDY23406	CA04g06210
OG0007338	CDY15000, CDY26324, CDY15001, CDY12887, CDY40965	CA04g02600
OG0007339	CDY35686, CDY09141, CDY26931, CDX92349, CDY68104, CDX88793	CA05g04970
OG0007341	CDX92433, CDY16567, CDX88839, CDY45066	CA00g93620
OG0007342	CDY11884, CDX88608, CDY52201, CDY38266	CA07g05370, CA07g05670
OG0007349	CDX81239	CA12g07070
OG0007352	CDY32942, CDY32067, CDY14879, CDY40417, CDX96884, CDX88277, CDY14880, CDY32947, CDY43613	CA03g09820
OG0007353	CDY51768, CDY04425, CDY42657, CDY04426, CDY69085, CDY44495, CDY51767, CDY42658, CDY04424	CA08g10170
OG0007354	CDY62533, CDX73153	CA12g17560, CA04g20780, CA10g18830
OG0007355	CDY70011, CDY66748	CA01g14130, CA04g09760, CA05g11260, CA01g10080, CA01g08470, CA04g09750, CA01g14140
OG0007358	CDY65045, CDY33411	CA09g16960, CA00g94490, CA09g16980, CA09g16970, CA05g11420
OG0007415	CDY03294, CDY39785, CDY52087, CDX77381	CA06g28430
OG0007416	CDX80799, CDY55115	CA09g05650
OG0007417	CDY69484, CDY27389, CDX95637, CDX83394	CA00g67500
OG0007418	CDY34953	CA03g23680
OG0007418	CDX74134, CDY14661	CA03g23690
OG0007419	CDX82012, CDY13825	CA00g32320
OG0007421	CDY52319, CDY25311	CA02g17560
OG0007423	CDY54930, CDY01985	CA08g07500
OG0007426	CDX86278, CDX85365	CA09g11250, CA06g02300
OG0007428	CDY13262	CA06g13980
OG0007428	CDY22859, CDY33879	CA06g13990
OG0007430	CDY35564, CDY03120	CA11g10250
OG0007432	CDX93340	CA01g10850
OG0007433	CDY09011, CDX77515	CA03g04840
OG0007436	CDY42046, CDX80017	CA01g23730, CA00g49390
OG0007437	CDY53098, CDY44682, CDY29902	CA04g21640, CA00g16590
OG0007438	CDX73553	CA12g10850
OG0007439	CDY17386, CDY57962, CDY57428	CA12g06660
OG0007440	CDX74651, CDY33688	CA07g07810
OG0007441	CDY20942, CDY37988, CDX93437	CA08g14890
OG0007442	CDX97170, CDX69705, CDX85700, CDX91171	CA10g11910
OG0007443	CDY19070, CDY15410	CA05g06420
OG0007445	CDX89082	CA01g11230
OG0007446	CDY15194, CDY70254	CA08g08730
OG0007448	CDX81426, CDY18578	CA04g04520
OG0007449	CDX79934, CDX92926, CDY23846	CA05g00470
OG0007451	CDY11209, CDX80780	CA09g12310
OG0007453	CDX72050, CDY06115	CA05g00350
OG0007454	CDY27464, CDY55521	CA06g27560, CA03g09000
OG0007455	CDX88939, CDY30993, CDY06117, CDX72053	CA00g77530
OG0007456	CDY72453, CDY72213, CDY50256, CDY27888	CA09g10830
OG0007457	CDY71840, CDX73274	CA01g00140
OG0007459	CDX75003, CDY33207, CDX79705, CDY46745	CA09g02030
OG0007460	CDY15480, CDX86664, CDX86214	CA00g85460
OG0007461	CDY15198, CDX90012	CA10g05460
OG0007462	CDY18878, CDX74786	CA08g07430
OG0007464	CDY68638, CDX92407, CDY59517, CDY68639	CA01g11740
OG0007465	CDY68746, CDY51151	CA08g06620
OG0007467	CDY48369, CDX89067, CDX71792, CDY41149	CA00g67530
OG0007468	CDX93327, CDY64226	CA09g08990
OG0007469	CDX74709, CDY18953, CDX83405, CDX95626	CA00g32360
OG0007470	CDY02999, CDY45165	CA11g03630
OG0007471	CDY42016, CDX79994	CA08g07840
OG0007473	CDX76697, CDY11473	CA01g08440
OG0007475	CDY24044, CDY33061, CDY70935, CDY08234	CA04g15300
OG0007476	CDY67795	CA00g07120, CA10g16990
OG0007477	CDY00016, CDY59823	CA05g16700
OG0007478	CDY12098, CDX90290	CA08g18910
OG0007479	CDX97739, CDY30157	CA03g35020
OG0007480	CDX70296, CDY10367	CA09g01330
OG0007481	CDY63101, CDY65699	CA03g20210
OG0007482	CDY04869, CDY55689, CDY11233, CDX80843	CA09g03300
OG0007484	CDY04895, CDY67264, CDY10361, CDX70290	CA09g01450
OG0007485	CDY19946, CDY00055	CA11g05190
OG0007486	CDY56128, CDY52963	CA12g03930
OG0007487	CDY00897, CDY60155, CDY00896	CA09g01370, CA09g01090
OG0007488	CDY64931, CDY42466, CDY43035	CA07g18540
OG0007489	CDY46377, CDY62874, CDX97304, CDX91230	CA02g17000
OG0007491	CDY15192, CDX90017	CA00g64480
OG0007493	CDY41299, CDY41598, CDY44719	CA10g14780, CA10g14960
OG0007494	CDY13184, CDX78211, CDX73505, CDX76168	CA10g10970
OG0007495	CDX91241, CDY22103, CDY21942, CDX91242	CA03g09130
OG0007496	CDY29045, CDX90635, CDX78038, CDX73693	CA10g04730
OG0007497	CDX93913	CA00g64190, CA03g10070, CA06g27670
OG0007498	CDY15153, CDX90058	CA00g71570
OG0007499	CDY10357, CDX70285	CA10g16040
OG0007500	CDY10389	CA10g12370, CA00g11160
OG0007501	CDX81583, CDY45832, CDY50311, CDY54141	CA01g27410
OG0007504	CDY35218, CDY06872, CDY65849, CDY31986	CA09g06750
OG0007505	CDY55301, CDX87939	CA10g17580
OG0007506	CDY50427, CDY01179	CA01g05960
OG0007507	CDY25642, CDX89524	CA00g84940
OG0007508	CDX70263, CDY41403	CA05g00100, CA10g20180, CA09g10210
OG0007509	CDY24733, CDY10779, CDY19071, CDY15406	CA03g10760
OG0007510	CDY24145, CDY36916	CA10g20160
OG0007511	CDY20669, CDX94940, CDX93472	CA08g15200
OG0007512	CDX90916, CDY17983, CDX91271, CDX97291	CA09g09770
OG0007513	CDY02436, CDY10556	CA01g17970
OG0007514	CDY07228, CDY68957	CA10g06620
OG0007515	CDX92634, CDY11014	CA04g18720
OG0007517	CDX70262, CDY41402	CA09g00170
OG0007518	CDY35733	CA08g18330
OG0007522	CDY24065, CDY69532, CDY25682	CA03g37170
OG0007523	CDY31989, CDY05725	CA09g06790, CA06g01960
OG0007525	CDY01814, CDX96089	CA11g09470
OG0007527	CDX80586, CDY05542, CDX78156, CDY25002	CA00g62110
OG0007528	CDX97417, CDY14259	CA12g05570
OG0007529	CDY23600, CDY43990, CDY24184, CDY07090	CA04g20390
OG0007530	CDX79991, CDY42010, CDY27330	CA08g07790
OG0007532	CDX79445, CDX84753, CDY62189	CA03g13570
OG0007533	CDX75020	CA12g05390, CA00g40900
OG0007534	CDX69378, CDY63900, CDY63928, CDY31609	CA12g02580
OG0007535	CDX83353, CDY41560, CDX80048	CA07g02750
OG0007536	CDY70474	CA03g08460
OG0007538	CDY33158, CDX75034	CA10g16290, CA09g01430
OG0007539	CDX95305, CDY23168	CA09g11600
OG0007540	CDY10451, CDY40349	CA09g05210
OG0007541	CDY18885	CA01g02460, CA08g07320
OG0007542	CDX79704, CDY46744	CA09g02020
OG0007543	CDX82826, CDY47092, CDX79065	CA02g16760
OG0007544	CDY14502, CDY07762	CA00g18330, CA00g18320
OG0007545	CDX91488, CDX97748, CDX93302, CDX74890	CA01g22260
OG0007546	CDX80895, CDY11276, CDY41428, CDX70278	CA09g00510
OG0007548	CDY28184, CDX68653	CA07g00930
OG0007550	CDY48353, CDY34159	CA08g08310, CA08g08300
OG0007551	CDY15518, CDY18250, CDX86614, CDX89797	CA12g20140
OG0007552	CDY33690, CDX74653	CA03g29160
OG0007553	CDY04868, CDY55688, CDY10422, CDX70344	CA10g11870
OG0007554	CDX87168, CDY16856	CA00g65200
OG0007555	CDY14085, CDY04986, CDX98917, CDY57987	CA03g03150
OG0007557	CDX91908, CDY70620, CDY07216, CDY51157	CA08g07200
OG0007559	CDX95645, CDY37031, CDY57099	CA01g10940
OG0007560	CDY62483, CDY65810, CDY62485	CA11g03170
OG0007561	CDY27836, CDY50295	CA00g36580
OG0007562	CDY49089, CDY39320, CDY33752	CA11g05170
OG0007565	CDY11904, CDX88588, CDY32760, CDY32882	CA09g16620
OG0007566	CDY71464	CA01g31460
OG0007567	CDY41703, CDX95277	CA08g13250
OG0007568	CDY47961, CDY14822, CDY53498, CDX79884	CA10g20710
OG0007571	CDX83352, CDX95711	CA10g05950, CA11g13660, CA10g05960
OG0007572	CDX67853, CDY52333	CA01g19090
OG0007574	CDY29756, CDY42782	CA03g06820
OG0007576	CDY51483, CDY23274	CA04g19800
OG0007578	CDY13095, CDY69406	CA07g15670
OG0007580	CDY37064, CDY27360, CDX74765, CDY18901	CA01g18960
OG0007581	CDX84685, CDX79530, CDX84686	CA03g04780
OG0007584	CDY33771, CDY39337, CDY49108	CA00g74650
OG0007586	CDY45507, CDY72393	CA01g30670
OG0007587	CDY45494	CA03g09970
OG0007588	CDX79340, CDX67978, CDX87356, CDX88564	CA03g30310
OG0007589	CDX81711, CDY55984, CDY36556, CDY39642	CA00g47540
OG0007590	CDY54481, CDY22311, CDX89852, CDY18197	CA02g00960
OG0007592	CDY27501, CDY51419	CA01g22440
OG0007593	CDX93738, CDY46455, CDX91793	CA04g14060
OG0007595	CDY01180, CDY12723	CA12g20590
OG0007596	CDX89904, CDY18163	CA03g33920
OG0007598	CDY09777, CDX69656	CA00g79920
OG0007599	CDY23301	CA10g17110, CA00g06990
OG0007601	CDY53727	CA04g00280
OG0007602	CDY03590, CDY45051, CDY66873, CDY69887	CA04g10230
OG0007603	CDY03158, CDY12045	CA06g14110
OG0007604	CDY43431, CDY04421, CDX67619, CDY07508	CA05g04070
OG0007606	CDY52860, CDX81740, CDY33370, CDY35048	CA03g32180
OG0007607	CDX99871, CDY26301, CDX98170	CA00g95430
OG0007608	CDY10647, CDY38305, CDY10286	CA03g07450
OG0007609	CDY53664, CDY54994	CA03g26940, CA10g08710
OG0007610	CDY44062, CDY28545	CA01g26720
OG0007613	CDY66949, CDY53224, CDY39946, CDX87340	CA03g32190
OG0007614	CDY03490, CDX76327	CA01g34670, CA01g00370
OG0007615	CDY40709, CDX74146, CDY05170, CDY27766	CA00g66870
OG0007618	CDY31906	CA03g18180
OG0007619	CDY35045, CDY33373, CDY39948, CDX87337	CA03g32230
OG0007621	CDY57509, CDY17696, CDY40402, CDY37346	CA11g00120
OG0007622	CDY49032, CDX90952, CDX91805	CA01g27560, CA06g00300
OG0007623	CDY04751	CA00g82170
OG0007624	CDX86882, CDX99517	CA05g20810, CA05g20820
OG0007625	CDY44775, CDY40747, CDX81104, CDY60229	CA12g21610
OG0007627	CDY10101, CDY64657, CDY59790, CDY10029	CA03g24640
OG0007628	CDY41107, CDY45290	CA11g04880
OG0007629	CDY32837, CDY16531, CDY61552, CDY20854	CA08g17010
OG0007632	CDY44860, CDX70220, CDY69673, CDY11294	CA03g13680
OG0007633	CDX86913, CDY00268, CDX70013, CDX99001	CA03g17140
OG0007634	CDY21395, CDY04778	CA02g20900, CA02g20910
OG0007635	CDY54467, CDY52421, CDX71214, CDY48223	CA00g51930
OG0007636	CDY33085, CDY51398, CDY56624, CDY02478	CA00g66780
OG0007637	CDY04374, CDY04446	CA08g13240
OG0007638	CDY38335, CDY44536	CA06g12170
OG0007639	CDX67890, CDY25108	CA08g13000, CA01g22320
OG0007643	CDY53902, CDX67516, CDY13380	CA01g00270, CA01g34710
OG0007644	CDX72772, CDX96298, CDY21410, CDY04748	CA00g59390
OG0007645	CDX83167, CDY34044	CA03g25290
OG0007647	CDY56474, CDX74691	CA00g67790
OG0007648	CDY52954, CDY46543, CDY33876, CDY22862, CDY32369	CA12g10430
OG0007649	CDY65326, CDX97535, CDY39087, CDY33258	CA12g15230
OG0007650	CDY47291, CDY10104	CA03g17410, CA04g00030
OG0007651	CDX92544, CDY13985	CA01g24540
OG0007652	CDY41712, CDY32161, CDY05728, CDY31103	CA00g80890
OG0007654	CDX98949, CDX70075	CA11g14200, CA10g21230
OG0007655	CDX84609, CDX79612, CDX84183, CDY31709	CA02g15770
OG0007656	CDY05571, CDY25031, CDY19726, CDX99979	CA08g11850
OG0007658	CDX77540, CDX85066, CDY08982, CDY35509	CA03g05570
OG0007660	CDY13198, CDX76154, CDX78227, CDX73491	CA12g06930
OG0007661	CDX91141, CDX85662	CA01g05510, CA01g18190
OG0007662	CDY37466, CDY32473, CDY51303, CDY15436	CA01g27570
OG0007663	CDX69937, CDY21552, CDX81115, CDX78345	CA02g02990
OG0007666	CDY65208, CDX79999, CDY42021	CA03g35980
OG0007668	CDY04877, CDY55697, CDY10409, CDX70332	CA03g31110
OG0007669	CDX72911, CDX96404, CDY03640, CDX82151	CA00g81890
OG0007671	CDY04596, CDY29478, CDY01336, CDY00360	CA04g13690
OG0007672	CDY23439, CDY30475, CDX74662, CDY47677	CA05g07310, CA00g68530
OG0007673	CDY34322, CDY03408	CA02g07140
OG0007674	CDY53198, CDY59184	CA05g16770, CA03g02660
OG0007675	CDY21998, CDY56369, CDY56367	CA04g11940
OG0007676	CDX99527, CDX86873	CA10g17020, CA09g12510, CA00g41230
OG0007678	CDX99971, CDY19735, CDX86136, CDX80618	CA00g67040
OG0007680	CDX88868, CDY44952, CDY42315, CDX92491, CDY35840	CA01g16230
OG0007681	CDY65388, CDX78272, CDY55834, CDY61658	CA12g04530
OG0007683	CDY54865, CDY50266	CA03g07640, CA04g00040
OG0007684	CDX72986, CDY19187	CA03g23750
OG0007686	CDX93769, CDX86004	CA01g17110
OG0007687	CDX96896, CDY68503, CDY22337, CDX94720	CA03g05920
OG0007689	CDY34909, CDY28072, CDY28073, CDY24634	CA06g26530
OG0007690	CDX73653, CDX78071, CDX95322, CDY23195	CA12g05520
OG0007691	CDY42724, CDY69852	CA02g10970
OG0007692	CDY39615, CDY68277	CA05g12630, CA11g00040
OG0007693	CDX84408, CDY48143	CA10g08990, CA03g24630
OG0007695	CDX96368, CDX72852	CA04g10260, CA06g13940
OG0007696	CDY28699, CDY68056, CDY68015	CA00g69340
OG0007699	CDX83544, CDY13578	CA11g01740
OG0007700	CDX93537, CDX95033, CDY32127, CDY31128	CA08g10120
OG0007701	CDY54504	CA03g33790
OG0007704	CDX72821, CDX96339, CDY46293, CDY67374	CA04g14240
OG0007706	CDY48243, CDX74674, CDX83423, CDX95608	CA01g27240
OG0007708	CDY15055, CDX93058	CA07g11110
OG0007709	CDX85356, CDX86287, CDY66080, CDY51050	CA07g16130
OG0007710	CDY22667, CDY06328	CA08g10900
OG0007712	CDX78296, CDX81058, CDY65237, CDX70043	CA00g74970
OG0007713	CDX69635, CDY09805, CDX85643	CA00g71550, CA11g15710
OG0007714	CDY41648	CA02g19960
OG0007715	CDY63605, CDY48219, CDY52420, CDY54469	CA00g51880
OG0007716	CDY18211, CDX89835, CDY10070, CDY32535	CA03g06730
OG0007717	CDX76123, CDY02905, CDY40198, CDX73410	CA05g03520
OG0007718	CDY15127, CDX90078, CDY38057	CA01g28080
OG0007720	CDY50199, CDX92716	CA03g17150, CA03g17170
OG0007721	CDY38855, CDY32637, CDX71692, CDY05839	CA03g14220
OG0007722	CDX70223, CDY44857	CA12g05360
OG0007723	CDY44806, CDX85811	CA01g31270
OG0007724	CDY04921, CDY14143, CDX80917, CDY11304	CA12g06690
OG0007725	CDY67942, CDY47315	CA06g27280, CA08g06720, CA07g03250, CA02g13060
OG0007726	CDY47290, CDY10105	CA03g17430
OG0007729	CDY04752, CDY21407, CDX96305, CDX72780	CA11g00110
OG0007730	CDY11430, CDY59898, CDX89142, CDY63310	CA06g00330
OG0007731	CDX80408, CDX88071, CDX80409	CA03g18920
OG0007732	CDX93711, CDX91783, CDY46463	CA04g09590, CA11g02810
OG0007733	CDY11298, CDX80915, CDY14146, CDY04919	CA07g12710
OG0007735	CDX92469, CDY35811	CA07g02540
OG0007738	CDY50809, CDY32931, CDY61079, CDX92962	CA03g06750
OG0007739	CDX75835, CDX97684	CA03g34080
OG0007740	CDY39276, CDY07458	CA09g10790
OG0007742	CDX79625, CDX84599, CDY32088, CDY40436	CA12g14340
OG0007743	CDY15691, CDX94590, CDY46623, CDY56044	CA04g07580
OG0007744	CDY26928, CDX73282	CA01g09430
OG0007745	CDY05392	CA01g27420
OG0007746	CDY47482, CDY71774, CDY31391, CDY02225	CA08g19500
OG0007747	CDY14605, CDY26872, CDX87445	CA09g13190, CA07g16700
OG0007748	CDY69292	CA03g35590, CA06g16020
OG0007749	CDY21384, CDY04792, CDY25750, CDY12517	CA04g11150
OG0007750	CDY00833, CDY27899	CA01g22120
OG0007751	CDX70684, CDX78680, CDY55571, CDX69453	CA03g34840
OG0007752	CDY16364, CDX91553	CA06g20430
OG0007753	CDY31011, CDY35939, CDY28042	CA08g01790, CA11g16340
OG0007754	CDY62748, CDY62747, CDY51455, CDY56921	CA00g78470
OG0007755	CDX98129, CDX98127, CDY36409	CA10g13900
OG0007756	CDY50551, CDY50335, CDY08436, CDY42145	CA00g74920
OG0007757	CDX75043, CDX75045, CDX75048, CDX84132	CA12g06070
OG0007758	CDY14441, CDY07709	CA12g07730
OG0007760	CDX96410, CDX72917	CA12g15110, CA03g35290
OG0007761	CDY15514, CDX86619, CDX86622	CA01g05290
OG0007762	CDY01925, CDX97254	CA01g21960
OG0007763	CDX93085, CDY50948	CA03g04590, CA12g19800
OG0007764	CDY24716	CA01g24860, CA00g59400, CA05g05840
